"researchDecisionId","reviewBatchId","tissueId","loadDimension","targetStableKeys","database","searchQuery","searchDate","candidateSourceIds","includedSourceIds","excludedSourceIds","exclusionReasons","populationScope","exerciseConditionScope","measurementScope","evidenceSufficiency","researchDecision","decisionReason","preparedBy","preparedByType","preparedAt","researchNotes"
"RDEC_TF_COMP","TISSUE_RUBRIC_B1_LOWER_KNEE_ANKLE","KNEE_TIBIOFEMORAL","COMPRESSION","barbell_back_squat|ex_c5043892|ex_64644b5e","PubMed|Crossref|PubMed Central","(KNEE_TIBIOFEMORAL) AND (COMPRESSION) AND (squat OR lunge OR heel raise OR jump OR hop) AND (force OR strain OR contact OR load)","2026-07-14","SRC_PMID_8947402","","SRC_PMID_8947402","WRONG_LOAD_DIMENSION","Human healthy exercise evidence preferred; patient/cadaver evidence requires explicit transfer justification","Target canonical exercises and close protocol variants only","Internal tissue force, strain, contact model, or explicit mechanical proxy","INTERSEGMENTAL_RESULTANT_NOT_CONTACT_FORCE","EVIDENCE_FOUND_BUT_NOT_COMPARABLE","Intersegmental resultant compression is not internal tibiofemoral contact force.","Codex","AI_AGENT","2026-07-14T00:00:00Z","No production profile, final claim, blind review, or human approval is implied."
"RDEC_TF_SHEAR","TISSUE_RUBRIC_B1_LOWER_KNEE_ANKLE","KNEE_TIBIOFEMORAL","ANTERIOR_POSTERIOR_SHEAR","barbell_back_squat|ex_c5043892|ex_64644b5e","PubMed|Crossref|PubMed Central","(KNEE_TIBIOFEMORAL) AND (ANTERIOR_POSTERIOR_SHEAR) AND (squat OR lunge OR heel raise OR jump OR hop) AND (force OR strain OR contact OR load)","2026-07-14","SRC_PMID_8947402","SRC_PMID_8947402","","","Human healthy exercise evidence preferred; patient/cadaver evidence requires explicit transfer justification","Target canonical exercises and close protocol variants only","Internal tissue force, strain, contact model, or explicit mechanical proxy","KINETIC_PROXY_WITH_PROTOCOL_LIMITS","EVIDENCE_FOUND_BUT_NOT_COMPARABLE","Inverse-dynamics shear is protocol-specific and insufficient for app-wide band thresholds.","Codex","AI_AGENT","2026-07-14T00:00:00Z","No production profile, final claim, blind review, or human approval is implied."
"RDEC_ACL_TRANSLATION","TISSUE_RUBRIC_B1_LOWER_KNEE_ANKLE","KNEE_ACL","ANTERIOR_TRANSLATION","ex_314df428|ex_d6726746","PubMed|Crossref|PubMed Central","(KNEE_ACL) AND (ANTERIOR_TRANSLATION) AND (squat OR lunge OR heel raise OR jump OR hop) AND (force OR strain OR contact OR load)","2026-07-14","SRC_PMID_31593498|SRC_PMID_10656979","","SRC_PMID_31593498|SRC_PMID_10656979","WRONG_LOAD_DIMENSION","Human healthy exercise evidence preferred; patient/cadaver evidence requires explicit transfer justification","Target canonical exercises and close protocol variants only","Internal tissue force, strain, contact model, or explicit mechanical proxy","STRAIN_OR_FORCE_NOT_TRANSLATION","EVIDENCE_FOUND_BUT_NOT_COMPARABLE","The sources measured ACL strain or modeled force, not anterior translation.","Codex","AI_AGENT","2026-07-14T00:00:00Z","No production profile, final claim, blind review, or human approval is implied."
"RDEC_PCL_TRANSLATION","TISSUE_RUBRIC_B1_LOWER_KNEE_ANKLE","KNEE_PCL","POSTERIOR_TRANSLATION","barbell_back_squat|ex_c5043892|ex_64644b5e","PubMed|Crossref|PubMed Central","(KNEE_PCL) AND (POSTERIOR_TRANSLATION) AND (squat OR lunge OR heel raise OR jump OR hop) AND (force OR strain OR contact OR load)","2026-07-14","SRC_PMID_10656979","","SRC_PMID_10656979","WRONG_LOAD_DIMENSION","Human healthy exercise evidence preferred; patient/cadaver evidence requires explicit transfer justification","Target canonical exercises and close protocol variants only","Internal tissue force, strain, contact model, or explicit mechanical proxy","FORCE_NOT_TRANSLATION","EVIDENCE_FOUND_BUT_NOT_COMPARABLE","Modeled PCL force cannot be relabeled as posterior translation.","Codex","AI_AGENT","2026-07-14T00:00:00Z","No production profile, final claim, blind review, or human approval is implied."
"RDEC_QT_PEAK","TISSUE_RUBRIC_B1_LOWER_KNEE_ANKLE","QUADRICEPS_TENDON","PEAK_TENSILE_LOAD","ex_cb3c4dc2|ex_b78a8f95|ex_d60745b4","PubMed|Crossref|PubMed Central","(QUADRICEPS_TENDON) AND (PEAK_TENSILE_LOAD) AND (squat OR lunge OR heel raise OR jump OR hop) AND (force OR strain OR contact OR load)","2026-07-14","SRC_PMID_37847102","","SRC_PMID_37847102","WRONG_TISSUE","Human healthy exercise evidence preferred; patient/cadaver evidence requires explicit transfer justification","Target canonical exercises and close protocol variants only","Internal tissue force, strain, contact model, or explicit mechanical proxy","NO_TARGET_TISSUE_OUTCOME","BLOCKED_INSUFFICIENT_EVIDENCE","Patellar tendon load cannot be transferred to quadriceps tendon without a validated relation.","Codex","AI_AGENT","2026-07-14T00:00:00Z","No production profile, final claim, blind review, or human approval is implied."
"RDEC_QT_CYCLIC","TISSUE_RUBRIC_B1_LOWER_KNEE_ANKLE","QUADRICEPS_TENDON","CYCLIC_TENSILE_LOAD","ex_cb3c4dc2|ex_b78a8f95|ex_d60745b4","PubMed|Crossref|PubMed Central","(QUADRICEPS_TENDON) AND (CYCLIC_TENSILE_LOAD) AND (squat OR lunge OR heel raise OR jump OR hop) AND (force OR strain OR contact OR load)","2026-07-14","SRC_PMID_37847102","","SRC_PMID_37847102","WRONG_TISSUE","Human healthy exercise evidence preferred; patient/cadaver evidence requires explicit transfer justification","Target canonical exercises and close protocol variants only","Internal tissue force, strain, contact model, or explicit mechanical proxy","NO_TARGET_TISSUE_OUTCOME","BLOCKED_INSUFFICIENT_EVIDENCE","No comparable quadriceps tendon cyclic-load source was found.","Codex","AI_AGENT","2026-07-14T00:00:00Z","No production profile, final claim, blind review, or human approval is implied."
"RDEC_QT_ECC","TISSUE_RUBRIC_B1_LOWER_KNEE_ANKLE","QUADRICEPS_TENDON","ECCENTRIC_LOAD","ex_b78a8f95|ex_d60745b4|ex_d6726746","PubMed|Crossref|PubMed Central","(QUADRICEPS_TENDON) AND (ECCENTRIC_LOAD) AND (squat OR lunge OR heel raise OR jump OR hop) AND (force OR strain OR contact OR load)","2026-07-14","SRC_PMID_37847102","","SRC_PMID_37847102","WRONG_TISSUE","Human healthy exercise evidence preferred; patient/cadaver evidence requires explicit transfer justification","Target canonical exercises and close protocol variants only","Internal tissue force, strain, contact model, or explicit mechanical proxy","NO_TARGET_TISSUE_OUTCOME","BLOCKED_INSUFFICIENT_EVIDENCE","No comparable quadriceps tendon eccentric-load source was found.","Codex","AI_AGENT","2026-07-14T00:00:00Z","No production profile, final claim, blind review, or human approval is implied."
"RDEC_TALO_COMP","TISSUE_RUBRIC_B1_LOWER_KNEE_ANKLE","ANKLE_TALOCRURAL","COMPRESSION","ex_e465d1e9|ex_a3ddd8ac|ex_314df428|ex_d6726746","PubMed|Crossref|PubMed Central","(ANKLE_TALOCRURAL) AND (COMPRESSION) AND (squat OR lunge OR heel raise OR jump OR hop) AND (force OR strain OR contact OR load)","2026-07-14","SRC_PMID_30923576","","SRC_PMID_30923576","NO_MECHANICAL_OUTCOME","Human healthy exercise evidence preferred; patient/cadaver evidence requires explicit transfer justification","Target canonical exercises and close protocol variants only","Internal tissue force, strain, contact model, or explicit mechanical proxy","NO_IN_VIVO_EXERCISE_CONTACT_OUTCOME","BLOCKED_INSUFFICIENT_EVIDENCE","Cadaveric stability testing did not measure exercise-specific talocrural compression.","Codex","AI_AGENT","2026-07-14T00:00:00Z","No production profile, final claim, blind review, or human approval is implied."
"RDEC_TALO_IMPACT","TISSUE_RUBRIC_B1_LOWER_KNEE_ANKLE","ANKLE_TALOCRURAL","IMPACT_IMPULSE","ex_e465d1e9|ex_a3ddd8ac|ex_314df428|ex_d6726746","PubMed|Crossref|PubMed Central","(ANKLE_TALOCRURAL) AND (IMPACT_IMPULSE) AND (squat OR lunge OR heel raise OR jump OR hop) AND (force OR strain OR contact OR load)","2026-07-14","SRC_PMID_30923576","","SRC_PMID_30923576","NO_MECHANICAL_OUTCOME","Human healthy exercise evidence preferred; patient/cadaver evidence requires explicit transfer justification","Target canonical exercises and close protocol variants only","Internal tissue force, strain, contact model, or explicit mechanical proxy","NO_INTERNAL_IMPULSE_OUTCOME","BLOCKED_INSUFFICIENT_EVIDENCE","No validated internal talocrural impact-impulse mapping was found.","Codex","AI_AGENT","2026-07-14T00:00:00Z","No production profile, final claim, blind review, or human approval is implied."
"RDEC_TALO_END","TISSUE_RUBRIC_B1_LOWER_KNEE_ANKLE","ANKLE_TALOCRURAL","END_RANGE_STRESS","ex_5ca7133f|ex_e465d1e9|ex_d6726746","PubMed|Crossref|PubMed Central","(ANKLE_TALOCRURAL) AND (END_RANGE_STRESS) AND (squat OR lunge OR heel raise OR jump OR hop) AND (force OR strain OR contact OR load)","2026-07-14","SRC_PMID_30923576","","SRC_PMID_30923576","WRONG_EXERCISE","Human healthy exercise evidence preferred; patient/cadaver evidence requires explicit transfer justification","Target canonical exercises and close protocol variants only","Internal tissue force, strain, contact model, or explicit mechanical proxy","CADAVERIC_INVERSION_NOT_EXERCISE_END_RANGE","BLOCKED_INSUFFICIENT_EVIDENCE","The in-vitro inversion protocol is not a transferable exercise end-range stress anchor.","Codex","AI_AGENT","2026-07-14T00:00:00Z","No production profile, final claim, blind review, or human approval is implied."
"RDEC_SUB_ROT","TISSUE_RUBRIC_B1_LOWER_KNEE_ANKLE","ANKLE_SUBTALAR","ROTATIONAL_SHEAR","ex_e465d1e9|ex_a3ddd8ac|ex_314df428|ex_d6726746","PubMed|Crossref|PubMed Central","(ANKLE_SUBTALAR) AND (ROTATIONAL_SHEAR) AND (squat OR lunge OR heel raise OR jump OR hop) AND (force OR strain OR contact OR load)","2026-07-14","SRC_PMID_30923576","","SRC_PMID_30923576","WRONG_LOAD_DIMENSION","Human healthy exercise evidence preferred; patient/cadaver evidence requires explicit transfer justification","Target canonical exercises and close protocol variants only","Internal tissue force, strain, contact model, or explicit mechanical proxy","STABILITY_NOT_ROTATIONAL_SHEAR","EVIDENCE_FOUND_BUT_NOT_COMPARABLE","Sectioning-based stability outcomes do not quantify rotational shear.","Codex","AI_AGENT","2026-07-14T00:00:00Z","No production profile, final claim, blind review, or human approval is implied."
"RDEC_SUB_STAB","TISSUE_RUBRIC_B1_LOWER_KNEE_ANKLE","ANKLE_SUBTALAR","STABILITY_DEMAND","ex_e465d1e9|ex_a3ddd8ac|ex_314df428|ex_d6726746","PubMed|Crossref|PubMed Central","(ANKLE_SUBTALAR) AND (STABILITY_DEMAND) AND (squat OR lunge OR heel raise OR jump OR hop) AND (force OR strain OR contact OR load)","2026-07-14","SRC_PMID_30923576","","SRC_PMID_30923576","PATIENT_ONLY_WITHOUT_TRANSFER_JUSTIFICATION","Human healthy exercise evidence preferred; patient/cadaver evidence requires explicit transfer justification","Target canonical exercises and close protocol variants only","Internal tissue force, strain, contact model, or explicit mechanical proxy","CADAVERIC_TRANSFER_UNVALIDATED","EVIDENCE_FOUND_BUT_NOT_COMPARABLE","Cadaveric ligament contribution is relevant context but not an exercise stability-demand band.","Codex","AI_AGENT","2026-07-14T00:00:00Z","No production profile, final claim, blind review, or human approval is implied."
"RDEC_SUB_IMPACT","TISSUE_RUBRIC_B1_LOWER_KNEE_ANKLE","ANKLE_SUBTALAR","IMPACT_IMPULSE","ex_e465d1e9|ex_a3ddd8ac|ex_314df428|ex_d6726746","PubMed|Crossref|PubMed Central","(ANKLE_SUBTALAR) AND (IMPACT_IMPULSE) AND (squat OR lunge OR heel raise OR jump OR hop) AND (force OR strain OR contact OR load)","2026-07-14","SRC_PMID_30923576","","SRC_PMID_30923576","NO_MECHANICAL_OUTCOME","Human healthy exercise evidence preferred; patient/cadaver evidence requires explicit transfer justification","Target canonical exercises and close protocol variants only","Internal tissue force, strain, contact model, or explicit mechanical proxy","NO_INTERNAL_IMPULSE_OUTCOME","BLOCKED_INSUFFICIENT_EVIDENCE","No subtalar impact impulse was measured.","Codex","AI_AGENT","2026-07-14T00:00:00Z","No production profile, final claim, blind review, or human approval is implied."
"RDEC_ACL_VALGUS","TISSUE_RUBRIC_B1_LOWER_KNEE_ANKLE","KNEE_ACL","VALGUS","ex_64644b5e|ex_314df428|ex_d6726746|ex_377448a9","PubMed|Crossref|PubMed Central","(KNEE_ACL) AND (VALGUS) AND (squat OR lunge OR heel raise OR jump OR hop) AND (force OR strain OR contact OR load)","2026-07-14","SRC_PMID_31593498","","SRC_PMID_31593498","WRONG_LOAD_DIMENSION","Human healthy exercise evidence preferred; patient/cadaver evidence requires explicit transfer justification","Target canonical exercises and close protocol variants only","Internal tissue force, strain, contact model, or explicit mechanical proxy","CATALOG_DIMENSION_OUT_OF_SCOPE","OUT_OF_SCOPE_AFTER_AUDIT","The current canonical ACL catalog does not support VALGUS as an ACL load dimension; no catalog expansion is allowed in Phase B1.","Codex","AI_AGENT","2026-07-14T00:00:00Z","No production profile, final claim, blind review, or human approval is implied."
"RDEC_ACL_ROT","TISSUE_RUBRIC_B1_LOWER_KNEE_ANKLE","KNEE_ACL","INTERNAL_ROTATION","ex_314df428|ex_d6726746|ex_377448a9","PubMed|Crossref|PubMed Central","(KNEE_ACL) AND (INTERNAL_ROTATION) AND (squat OR lunge OR heel raise OR jump OR hop) AND (force OR strain OR contact OR load)","2026-07-14","SRC_PMID_31593498","","SRC_PMID_31593498","WRONG_LOAD_DIMENSION","Human healthy exercise evidence preferred; patient/cadaver evidence requires explicit transfer justification","Target canonical exercises and close protocol variants only","Internal tissue force, strain, contact model, or explicit mechanical proxy","STRAIN_NOT_ROTATIONAL_LOAD","BLOCKED_INSUFFICIENT_EVIDENCE","ACL strain during a jump does not calibrate internal rotation.","Codex","AI_AGENT","2026-07-14T00:00:00Z","No production profile, final claim, blind review, or human approval is implied."
"RDEC_ACL_DECEL","TISSUE_RUBRIC_B1_LOWER_KNEE_ANKLE","KNEE_ACL","DECELERATION_STABILIZATION","ex_314df428|ex_d6726746|ex_377448a9","PubMed|Crossref|PubMed Central","(KNEE_ACL) AND (DECELERATION_STABILIZATION) AND (squat OR lunge OR heel raise OR jump OR hop) AND (force OR strain OR contact OR load)","2026-07-14","SRC_PMID_31593498","","SRC_PMID_31593498","WRONG_LOAD_DIMENSION","Human healthy exercise evidence preferred; patient/cadaver evidence requires explicit transfer justification","Target canonical exercises and close protocol variants only","Internal tissue force, strain, contact model, or explicit mechanical proxy","JUMP_STRAIN_NOT_DECELERATION_BAND","EVIDENCE_FOUND_BUT_NOT_COMPARABLE","A single-leg jump strain result is not a validated deceleration-stabilization scale.","Codex","AI_AGENT","2026-07-14T00:00:00Z","No production profile, final claim, blind review, or human approval is implied."
"RDEC_ACL_IMPACT","TISSUE_RUBRIC_B1_LOWER_KNEE_ANKLE","KNEE_ACL","IMPACT_STABILIZATION","ex_314df428|ex_d6726746|ex_e465d1e9","PubMed|Crossref|PubMed Central","(KNEE_ACL) AND (IMPACT_STABILIZATION) AND (squat OR lunge OR heel raise OR jump OR hop) AND (force OR strain OR contact OR load)","2026-07-14","SRC_PMID_31593498","","SRC_PMID_31593498","WRONG_LOAD_DIMENSION","Human healthy exercise evidence preferred; patient/cadaver evidence requires explicit transfer justification","Target canonical exercises and close protocol variants only","Internal tissue force, strain, contact model, or explicit mechanical proxy","JUMP_STRAIN_NOT_IMPACT_STABILIZATION_BAND","EVIDENCE_FOUND_BUT_NOT_COMPARABLE","In-vivo strain is relevant but insufficient to create an impact-stabilization band.","Codex","AI_AGENT","2026-07-14T00:00:00Z","No production profile, final claim, blind review, or human approval is implied."
"RDEC_MCL_VALGUS","TISSUE_RUBRIC_B1_LOWER_KNEE_ANKLE","KNEE_MCL","VALGUS","ex_64644b5e|ex_d6726746|ex_377448a9","PubMed|Crossref|PubMed Central","(KNEE_MCL) AND (VALGUS) AND (squat OR lunge OR heel raise OR jump OR hop) AND (force OR strain OR contact OR load)","2026-07-14","SRC_PMID_31593498","","SRC_PMID_31593498","WRONG_TISSUE","Human healthy exercise evidence preferred; patient/cadaver evidence requires explicit transfer justification","Target canonical exercises and close protocol variants only","Internal tissue force, strain, contact model, or explicit mechanical proxy","NO_MCL_MECHANICAL_OUTCOME","BLOCKED_INSUFFICIENT_EVIDENCE","No comparable MCL valgus mechanical outcome was found.","Codex","AI_AGENT","2026-07-14T00:00:00Z","No production profile, final claim, blind review, or human approval is implied."
"RDEC_MCL_DECEL","TISSUE_RUBRIC_B1_LOWER_KNEE_ANKLE","KNEE_MCL","DECELERATION_STABILIZATION","ex_314df428|ex_d6726746|ex_377448a9","PubMed|Crossref|PubMed Central","(KNEE_MCL) AND (DECELERATION_STABILIZATION) AND (squat OR lunge OR heel raise OR jump OR hop) AND (force OR strain OR contact OR load)","2026-07-14","SRC_PMID_31593498","","SRC_PMID_31593498","WRONG_TISSUE","Human healthy exercise evidence preferred; patient/cadaver evidence requires explicit transfer justification","Target canonical exercises and close protocol variants only","Internal tissue force, strain, contact model, or explicit mechanical proxy","NO_MCL_MECHANICAL_OUTCOME","BLOCKED_INSUFFICIENT_EVIDENCE","No comparable MCL deceleration mechanical outcome was found.","Codex","AI_AGENT","2026-07-14T00:00:00Z","No production profile, final claim, blind review, or human approval is implied."
"RDEC_LAT_INVERSION","TISSUE_RUBRIC_B1_LOWER_KNEE_ANKLE","ANKLE_LATERAL_LIGAMENT_COMPLEX","INVERSION","ex_e465d1e9|ex_a3ddd8ac|ex_314df428|ex_d6726746","PubMed|Crossref|PubMed Central","(ANKLE_LATERAL_LIGAMENT_COMPLEX) AND (INVERSION) AND (squat OR lunge OR heel raise OR jump OR hop) AND (force OR strain OR contact OR load)","2026-07-14","SRC_PMID_30923576","","SRC_PMID_30923576","PATIENT_ONLY_WITHOUT_TRANSFER_JUSTIFICATION","Human healthy exercise evidence preferred; patient/cadaver evidence requires explicit transfer justification","Target canonical exercises and close protocol variants only","Internal tissue force, strain, contact model, or explicit mechanical proxy","CADAVERIC_TRANSFER_UNVALIDATED","EVIDENCE_FOUND_BUT_NOT_COMPARABLE","Cadaveric inversion stability cannot calibrate an exercise ligament-load band.","Codex","AI_AGENT","2026-07-14T00:00:00Z","No production profile, final claim, blind review, or human approval is implied."
