"rubricId","axisScaleId","rubricKind","score","lowerBound","upperBound","lowerInclusive","upperInclusive","anchorValue","sourceConditionIds","sourceIds","independentSourceCount","distinctConditionCount","externalValidationSourceIds","boundaryDerivation","sensitivityAnalysisStatus","researchEligible","operationalOnly","status","version"
"MTC_RUBRIC_KNEE_TIBIOFEMORAL_C_CONSERVATIVE_FALLBACK","MTC_SCALE_KNEE_TIBIOFEMORAL_C","CONSERVATIVE_FALLBACK","2.5","","","","","","","","0","0","","","NOT_APPLICABLE_OPERATIONAL_FALLBACK","false","true","DRAFT_NON_PRODUCTION","1.0.0"
"MTC_RUBRIC_PATELLAR_TENDON_M_FAMILY_DEFAULT","MTC_SCALE_PATELLAR_TENDON_M","FAMILY_DEFAULT","2.0","","","","","","","","0","0","","","NOT_APPLICABLE_OPERATIONAL_FALLBACK","false","true","DRAFT_NON_PRODUCTION","1.0.0"
"MTC_RUBRIC_PATELLAR_TENDON_M_CONSERVATIVE_FALLBACK","MTC_SCALE_PATELLAR_TENDON_M","CONSERVATIVE_FALLBACK","2.5","","","","","","","","0","0","","","NOT_APPLICABLE_OPERATIONAL_FALLBACK","false","true","DRAFT_NON_PRODUCTION","1.0.0"
"MTC_RUBRIC_PATELLAR_TENDON_T_FAMILY_DEFAULT","MTC_SCALE_PATELLAR_TENDON_T","FAMILY_DEFAULT","2.0","","","","","","","","0","0","","","NOT_APPLICABLE_OPERATIONAL_FALLBACK","false","true","DRAFT_NON_PRODUCTION","1.0.0"
"MTC_RUBRIC_PATELLAR_TENDON_T_CONSERVATIVE_FALLBACK","MTC_SCALE_PATELLAR_TENDON_T","CONSERVATIVE_FALLBACK","2.5","","","","","","","","0","0","","","NOT_APPLICABLE_OPERATIONAL_FALLBACK","false","true","DRAFT_NON_PRODUCTION","1.0.0"
"MTC_RUBRIC_PATELLAR_TENDON_C_FAMILY_DEFAULT","MTC_SCALE_PATELLAR_TENDON_C","FAMILY_DEFAULT","2.0","","","","","","","","0","0","","","NOT_APPLICABLE_OPERATIONAL_FALLBACK","false","true","DRAFT_NON_PRODUCTION","1.0.0"
"MTC_RUBRIC_PATELLAR_TENDON_C_CONSERVATIVE_FALLBACK","MTC_SCALE_PATELLAR_TENDON_C","CONSERVATIVE_FALLBACK","2.5","","","","","","","","0","0","","","NOT_APPLICABLE_OPERATIONAL_FALLBACK","false","true","DRAFT_NON_PRODUCTION","1.0.0"
"MTC_RUBRIC_QUADRICEPS_TENDON_M_FAMILY_DEFAULT","MTC_SCALE_QUADRICEPS_TENDON_M","FAMILY_DEFAULT","2.0","","","","","","","","0","0","","","NOT_APPLICABLE_OPERATIONAL_FALLBACK","false","true","DRAFT_NON_PRODUCTION","1.0.0"
"MTC_RUBRIC_QUADRICEPS_TENDON_M_CONSERVATIVE_FALLBACK","MTC_SCALE_QUADRICEPS_TENDON_M","CONSERVATIVE_FALLBACK","2.5","","","","","","","","0","0","","","NOT_APPLICABLE_OPERATIONAL_FALLBACK","false","true","DRAFT_NON_PRODUCTION","1.0.0"
"MTC_RUBRIC_QUADRICEPS_TENDON_T_FAMILY_DEFAULT","MTC_SCALE_QUADRICEPS_TENDON_T","FAMILY_DEFAULT","2.0","","","","","","","","0","0","","","NOT_APPLICABLE_OPERATIONAL_FALLBACK","false","true","DRAFT_NON_PRODUCTION","1.0.0"
"MTC_RUBRIC_QUADRICEPS_TENDON_T_CONSERVATIVE_FALLBACK","MTC_SCALE_QUADRICEPS_TENDON_T","CONSERVATIVE_FALLBACK","2.5","","","","","","","","0","0","","","NOT_APPLICABLE_OPERATIONAL_FALLBACK","false","true","DRAFT_NON_PRODUCTION","1.0.0"
"MTC_RUBRIC_QUADRICEPS_TENDON_C_FAMILY_DEFAULT","MTC_SCALE_QUADRICEPS_TENDON_C","FAMILY_DEFAULT","2.0","","","","","","","","0","0","","","NOT_APPLICABLE_OPERATIONAL_FALLBACK","false","true","DRAFT_NON_PRODUCTION","1.0.0"
"MTC_RUBRIC_QUADRICEPS_TENDON_C_CONSERVATIVE_FALLBACK","MTC_SCALE_QUADRICEPS_TENDON_C","CONSERVATIVE_FALLBACK","2.5","","","","","","","","0","0","","","NOT_APPLICABLE_OPERATIONAL_FALLBACK","false","true","DRAFT_NON_PRODUCTION","1.0.0"
"MTC_RUBRIC_KNEE_ACL_M_FAMILY_DEFAULT","MTC_SCALE_KNEE_ACL_M","FAMILY_DEFAULT","2.0","","","","","","","","0","0","","","NOT_APPLICABLE_OPERATIONAL_FALLBACK","false","true","DRAFT_NON_PRODUCTION","1.0.0"
"MTC_RUBRIC_KNEE_ACL_M_CONSERVATIVE_FALLBACK","MTC_SCALE_KNEE_ACL_M","CONSERVATIVE_FALLBACK","2.5","","","","","","","","0","0","","","NOT_APPLICABLE_OPERATIONAL_FALLBACK","false","true","DRAFT_NON_PRODUCTION","1.0.0"
"MTC_RUBRIC_KNEE_ACL_T_FAMILY_DEFAULT","MTC_SCALE_KNEE_ACL_T","FAMILY_DEFAULT","2.0","","","","","","","","0","0","","","NOT_APPLICABLE_OPERATIONAL_FALLBACK","false","true","DRAFT_NON_PRODUCTION","1.0.0"
"MTC_RUBRIC_KNEE_ACL_T_CONSERVATIVE_FALLBACK","MTC_SCALE_KNEE_ACL_T","CONSERVATIVE_FALLBACK","2.5","","","","","","","","0","0","","","NOT_APPLICABLE_OPERATIONAL_FALLBACK","false","true","DRAFT_NON_PRODUCTION","1.0.0"
"MTC_RUBRIC_KNEE_ACL_C_FAMILY_DEFAULT","MTC_SCALE_KNEE_ACL_C","FAMILY_DEFAULT","2.0","","","","","","","","0","0","","","NOT_APPLICABLE_OPERATIONAL_FALLBACK","false","true","DRAFT_NON_PRODUCTION","1.0.0"
"MTC_RUBRIC_KNEE_ACL_C_CONSERVATIVE_FALLBACK","MTC_SCALE_KNEE_ACL_C","CONSERVATIVE_FALLBACK","2.5","","","","","","","","0","0","","","NOT_APPLICABLE_OPERATIONAL_FALLBACK","false","true","DRAFT_NON_PRODUCTION","1.0.0"
"MTC_RUBRIC_KNEE_PCL_M_FAMILY_DEFAULT","MTC_SCALE_KNEE_PCL_M","FAMILY_DEFAULT","2.0","","","","","","","","0","0","","","NOT_APPLICABLE_OPERATIONAL_FALLBACK","false","true","DRAFT_NON_PRODUCTION","1.0.0"
"MTC_RUBRIC_KNEE_PCL_M_CONSERVATIVE_FALLBACK","MTC_SCALE_KNEE_PCL_M","CONSERVATIVE_FALLBACK","2.5","","","","","","","","0","0","","","NOT_APPLICABLE_OPERATIONAL_FALLBACK","false","true","DRAFT_NON_PRODUCTION","1.0.0"
"MTC_RUBRIC_KNEE_PCL_T_FAMILY_DEFAULT","MTC_SCALE_KNEE_PCL_T","FAMILY_DEFAULT","2.0","","","","","","","","0","0","","","NOT_APPLICABLE_OPERATIONAL_FALLBACK","false","true","DRAFT_NON_PRODUCTION","1.0.0"
"MTC_RUBRIC_KNEE_PCL_T_CONSERVATIVE_FALLBACK","MTC_SCALE_KNEE_PCL_T","CONSERVATIVE_FALLBACK","2.5","","","","","","","","0","0","","","NOT_APPLICABLE_OPERATIONAL_FALLBACK","false","true","DRAFT_NON_PRODUCTION","1.0.0"
"MTC_RUBRIC_KNEE_PCL_C_FAMILY_DEFAULT","MTC_SCALE_KNEE_PCL_C","FAMILY_DEFAULT","2.0","","","","","","","","0","0","","","NOT_APPLICABLE_OPERATIONAL_FALLBACK","false","true","DRAFT_NON_PRODUCTION","1.0.0"
"MTC_RUBRIC_KNEE_PCL_C_CONSERVATIVE_FALLBACK","MTC_SCALE_KNEE_PCL_C","CONSERVATIVE_FALLBACK","2.5","","","","","","","","0","0","","","NOT_APPLICABLE_OPERATIONAL_FALLBACK","false","true","DRAFT_NON_PRODUCTION","1.0.0"
"MTC_RUBRIC_KNEE_MENISCAL_CARTILAGE_COMPLEX_M_FAMILY_DEFAULT","MTC_SCALE_KNEE_MENISCAL_CARTILAGE_COMPLEX_M","FAMILY_DEFAULT","2.0","","","","","","","","0","0","","","NOT_APPLICABLE_OPERATIONAL_FALLBACK","false","true","DRAFT_NON_PRODUCTION","1.0.0"
"MTC_RUBRIC_KNEE_MENISCAL_CARTILAGE_COMPLEX_M_CONSERVATIVE_FALLBACK","MTC_SCALE_KNEE_MENISCAL_CARTILAGE_COMPLEX_M","CONSERVATIVE_FALLBACK","2.5","","","","","","","","0","0","","","NOT_APPLICABLE_OPERATIONAL_FALLBACK","false","true","DRAFT_NON_PRODUCTION","1.0.0"
"MTC_RUBRIC_KNEE_MENISCAL_CARTILAGE_COMPLEX_T_FAMILY_DEFAULT","MTC_SCALE_KNEE_MENISCAL_CARTILAGE_COMPLEX_T","FAMILY_DEFAULT","2.0","","","","","","","","0","0","","","NOT_APPLICABLE_OPERATIONAL_FALLBACK","false","true","DRAFT_NON_PRODUCTION","1.0.0"
"MTC_RUBRIC_KNEE_MENISCAL_CARTILAGE_COMPLEX_T_CONSERVATIVE_FALLBACK","MTC_SCALE_KNEE_MENISCAL_CARTILAGE_COMPLEX_T","CONSERVATIVE_FALLBACK","2.5","","","","","","","","0","0","","","NOT_APPLICABLE_OPERATIONAL_FALLBACK","false","true","DRAFT_NON_PRODUCTION","1.0.0"
"MTC_RUBRIC_KNEE_MENISCAL_CARTILAGE_COMPLEX_C_FAMILY_DEFAULT","MTC_SCALE_KNEE_MENISCAL_CARTILAGE_COMPLEX_C","FAMILY_DEFAULT","2.0","","","","","","","","0","0","","","NOT_APPLICABLE_OPERATIONAL_FALLBACK","false","true","DRAFT_NON_PRODUCTION","1.0.0"
"MTC_RUBRIC_KNEE_MENISCAL_CARTILAGE_COMPLEX_C_CONSERVATIVE_FALLBACK","MTC_SCALE_KNEE_MENISCAL_CARTILAGE_COMPLEX_C","CONSERVATIVE_FALLBACK","2.5","","","","","","","","0","0","","","NOT_APPLICABLE_OPERATIONAL_FALLBACK","false","true","DRAFT_NON_PRODUCTION","1.0.0"
"MTC_RUBRIC_POSTERIOR_KNEE_HAMSTRING_COMPLEX_M_FAMILY_DEFAULT","MTC_SCALE_POSTERIOR_KNEE_HAMSTRING_COMPLEX_M","FAMILY_DEFAULT","2.0","","","","","","","","0","0","","","NOT_APPLICABLE_OPERATIONAL_FALLBACK","false","true","DRAFT_NON_PRODUCTION","1.0.0"
"MTC_RUBRIC_POSTERIOR_KNEE_HAMSTRING_COMPLEX_M_CONSERVATIVE_FALLBACK","MTC_SCALE_POSTERIOR_KNEE_HAMSTRING_COMPLEX_M","CONSERVATIVE_FALLBACK","2.5","","","","","","","","0","0","","","NOT_APPLICABLE_OPERATIONAL_FALLBACK","false","true","DRAFT_NON_PRODUCTION","1.0.0"
"MTC_RUBRIC_POSTERIOR_KNEE_HAMSTRING_COMPLEX_T_FAMILY_DEFAULT","MTC_SCALE_POSTERIOR_KNEE_HAMSTRING_COMPLEX_T","FAMILY_DEFAULT","2.0","","","","","","","","0","0","","","NOT_APPLICABLE_OPERATIONAL_FALLBACK","false","true","DRAFT_NON_PRODUCTION","1.0.0"
"MTC_RUBRIC_POSTERIOR_KNEE_HAMSTRING_COMPLEX_T_CONSERVATIVE_FALLBACK","MTC_SCALE_POSTERIOR_KNEE_HAMSTRING_COMPLEX_T","CONSERVATIVE_FALLBACK","2.5","","","","","","","","0","0","","","NOT_APPLICABLE_OPERATIONAL_FALLBACK","false","true","DRAFT_NON_PRODUCTION","1.0.0"
"MTC_RUBRIC_POSTERIOR_KNEE_HAMSTRING_COMPLEX_C_FAMILY_DEFAULT","MTC_SCALE_POSTERIOR_KNEE_HAMSTRING_COMPLEX_C","FAMILY_DEFAULT","2.0","","","","","","","","0","0","","","NOT_APPLICABLE_OPERATIONAL_FALLBACK","false","true","DRAFT_NON_PRODUCTION","1.0.0"
"MTC_RUBRIC_POSTERIOR_KNEE_HAMSTRING_COMPLEX_C_CONSERVATIVE_FALLBACK","MTC_SCALE_POSTERIOR_KNEE_HAMSTRING_COMPLEX_C","CONSERVATIVE_FALLBACK","2.5","","","","","","","","0","0","","","NOT_APPLICABLE_OPERATIONAL_FALLBACK","false","true","DRAFT_NON_PRODUCTION","1.0.0"
"MTC_RUBRIC_HAMSTRING_DYNAMIC_STABILIZATION_M_FAMILY_DEFAULT","MTC_SCALE_HAMSTRING_DYNAMIC_STABILIZATION_M","FAMILY_DEFAULT","2.0","","","","","","","","0","0","","","NOT_APPLICABLE_OPERATIONAL_FALLBACK","false","true","DRAFT_NON_PRODUCTION","1.0.0"
"MTC_RUBRIC_HAMSTRING_DYNAMIC_STABILIZATION_M_CONSERVATIVE_FALLBACK","MTC_SCALE_HAMSTRING_DYNAMIC_STABILIZATION_M","CONSERVATIVE_FALLBACK","2.5","","","","","","","","0","0","","","NOT_APPLICABLE_OPERATIONAL_FALLBACK","false","true","DRAFT_NON_PRODUCTION","1.0.0"
"MTC_RUBRIC_HAMSTRING_DYNAMIC_STABILIZATION_T_FAMILY_DEFAULT","MTC_SCALE_HAMSTRING_DYNAMIC_STABILIZATION_T","FAMILY_DEFAULT","2.0","","","","","","","","0","0","","","NOT_APPLICABLE_OPERATIONAL_FALLBACK","false","true","DRAFT_NON_PRODUCTION","1.0.0"
"MTC_RUBRIC_HAMSTRING_DYNAMIC_STABILIZATION_T_CONSERVATIVE_FALLBACK","MTC_SCALE_HAMSTRING_DYNAMIC_STABILIZATION_T","CONSERVATIVE_FALLBACK","2.5","","","","","","","","0","0","","","NOT_APPLICABLE_OPERATIONAL_FALLBACK","false","true","DRAFT_NON_PRODUCTION","1.0.0"
"MTC_RUBRIC_HAMSTRING_DYNAMIC_STABILIZATION_C_FAMILY_DEFAULT","MTC_SCALE_HAMSTRING_DYNAMIC_STABILIZATION_C","FAMILY_DEFAULT","2.0","","","","","","","","0","0","","","NOT_APPLICABLE_OPERATIONAL_FALLBACK","false","true","DRAFT_NON_PRODUCTION","1.0.0"
"MTC_RUBRIC_HAMSTRING_DYNAMIC_STABILIZATION_C_CONSERVATIVE_FALLBACK","MTC_SCALE_HAMSTRING_DYNAMIC_STABILIZATION_C","CONSERVATIVE_FALLBACK","2.5","","","","","","","","0","0","","","NOT_APPLICABLE_OPERATIONAL_FALLBACK","false","true","DRAFT_NON_PRODUCTION","1.0.0"
"MTC_RUBRIC_ACHILLES_TENDON_M_FAMILY_DEFAULT","MTC_SCALE_ACHILLES_TENDON_M","FAMILY_DEFAULT","2.0","","","","","","","","0","0","","","NOT_APPLICABLE_OPERATIONAL_FALLBACK","false","true","DRAFT_NON_PRODUCTION","1.0.0"
"MTC_RUBRIC_ACHILLES_TENDON_M_CONSERVATIVE_FALLBACK","MTC_SCALE_ACHILLES_TENDON_M","CONSERVATIVE_FALLBACK","2.5","","","","","","","","0","0","","","NOT_APPLICABLE_OPERATIONAL_FALLBACK","false","true","DRAFT_NON_PRODUCTION","1.0.0"
"MTC_RUBRIC_ACHILLES_TENDON_T_FAMILY_DEFAULT","MTC_SCALE_ACHILLES_TENDON_T","FAMILY_DEFAULT","2.0","","","","","","","","0","0","","","NOT_APPLICABLE_OPERATIONAL_FALLBACK","false","true","DRAFT_NON_PRODUCTION","1.0.0"
"MTC_RUBRIC_ACHILLES_TENDON_T_CONSERVATIVE_FALLBACK","MTC_SCALE_ACHILLES_TENDON_T","CONSERVATIVE_FALLBACK","2.5","","","","","","","","0","0","","","NOT_APPLICABLE_OPERATIONAL_FALLBACK","false","true","DRAFT_NON_PRODUCTION","1.0.0"
"MTC_RUBRIC_ACHILLES_TENDON_C_FAMILY_DEFAULT","MTC_SCALE_ACHILLES_TENDON_C","FAMILY_DEFAULT","2.0","","","","","","","","0","0","","","NOT_APPLICABLE_OPERATIONAL_FALLBACK","false","true","DRAFT_NON_PRODUCTION","1.0.0"
"MTC_RUBRIC_ACHILLES_TENDON_C_CONSERVATIVE_FALLBACK","MTC_SCALE_ACHILLES_TENDON_C","CONSERVATIVE_FALLBACK","2.5","","","","","","","","0","0","","","NOT_APPLICABLE_OPERATIONAL_FALLBACK","false","true","DRAFT_NON_PRODUCTION","1.0.0"
"MTC_RUBRIC_ANKLE_TALOCRURAL_M_FAMILY_DEFAULT","MTC_SCALE_ANKLE_TALOCRURAL_M","FAMILY_DEFAULT","2.0","","","","","","","","0","0","","","NOT_APPLICABLE_OPERATIONAL_FALLBACK","false","true","DRAFT_NON_PRODUCTION","1.0.0"
"MTC_RUBRIC_ANKLE_TALOCRURAL_M_CONSERVATIVE_FALLBACK","MTC_SCALE_ANKLE_TALOCRURAL_M","CONSERVATIVE_FALLBACK","2.5","","","","","","","","0","0","","","NOT_APPLICABLE_OPERATIONAL_FALLBACK","false","true","DRAFT_NON_PRODUCTION","1.0.0"
"MTC_RUBRIC_ANKLE_TALOCRURAL_T_FAMILY_DEFAULT","MTC_SCALE_ANKLE_TALOCRURAL_T","FAMILY_DEFAULT","2.0","","","","","","","","0","0","","","NOT_APPLICABLE_OPERATIONAL_FALLBACK","false","true","DRAFT_NON_PRODUCTION","1.0.0"
"MTC_RUBRIC_ANKLE_TALOCRURAL_T_CONSERVATIVE_FALLBACK","MTC_SCALE_ANKLE_TALOCRURAL_T","CONSERVATIVE_FALLBACK","2.5","","","","","","","","0","0","","","NOT_APPLICABLE_OPERATIONAL_FALLBACK","false","true","DRAFT_NON_PRODUCTION","1.0.0"
"MTC_RUBRIC_ANKLE_TALOCRURAL_C_FAMILY_DEFAULT","MTC_SCALE_ANKLE_TALOCRURAL_C","FAMILY_DEFAULT","2.0","","","","","","","","0","0","","","NOT_APPLICABLE_OPERATIONAL_FALLBACK","false","true","DRAFT_NON_PRODUCTION","1.0.0"
"MTC_RUBRIC_ANKLE_TALOCRURAL_C_CONSERVATIVE_FALLBACK","MTC_SCALE_ANKLE_TALOCRURAL_C","CONSERVATIVE_FALLBACK","2.5","","","","","","","","0","0","","","NOT_APPLICABLE_OPERATIONAL_FALLBACK","false","true","DRAFT_NON_PRODUCTION","1.0.0"
"MTC_RUBRIC_ANKLE_LATERAL_LIGAMENT_COMPLEX_M_FAMILY_DEFAULT","MTC_SCALE_ANKLE_LATERAL_LIGAMENT_COMPLEX_M","FAMILY_DEFAULT","2.0","","","","","","","","0","0","","","NOT_APPLICABLE_OPERATIONAL_FALLBACK","false","true","DRAFT_NON_PRODUCTION","1.0.0"
"MTC_RUBRIC_ANKLE_LATERAL_LIGAMENT_COMPLEX_M_CONSERVATIVE_FALLBACK","MTC_SCALE_ANKLE_LATERAL_LIGAMENT_COMPLEX_M","CONSERVATIVE_FALLBACK","2.5","","","","","","","","0","0","","","NOT_APPLICABLE_OPERATIONAL_FALLBACK","false","true","DRAFT_NON_PRODUCTION","1.0.0"
"MTC_RUBRIC_ANKLE_LATERAL_LIGAMENT_COMPLEX_T_FAMILY_DEFAULT","MTC_SCALE_ANKLE_LATERAL_LIGAMENT_COMPLEX_T","FAMILY_DEFAULT","2.0","","","","","","","","0","0","","","NOT_APPLICABLE_OPERATIONAL_FALLBACK","false","true","DRAFT_NON_PRODUCTION","1.0.0"
"MTC_RUBRIC_ANKLE_LATERAL_LIGAMENT_COMPLEX_T_CONSERVATIVE_FALLBACK","MTC_SCALE_ANKLE_LATERAL_LIGAMENT_COMPLEX_T","CONSERVATIVE_FALLBACK","2.5","","","","","","","","0","0","","","NOT_APPLICABLE_OPERATIONAL_FALLBACK","false","true","DRAFT_NON_PRODUCTION","1.0.0"
"MTC_RUBRIC_ANKLE_LATERAL_LIGAMENT_COMPLEX_C_FAMILY_DEFAULT","MTC_SCALE_ANKLE_LATERAL_LIGAMENT_COMPLEX_C","FAMILY_DEFAULT","2.0","","","","","","","","0","0","","","NOT_APPLICABLE_OPERATIONAL_FALLBACK","false","true","DRAFT_NON_PRODUCTION","1.0.0"
"MTC_RUBRIC_ANKLE_LATERAL_LIGAMENT_COMPLEX_C_CONSERVATIVE_FALLBACK","MTC_SCALE_ANKLE_LATERAL_LIGAMENT_COMPLEX_C","CONSERVATIVE_FALLBACK","2.5","","","","","","","","0","0","","","NOT_APPLICABLE_OPERATIONAL_FALLBACK","false","true","DRAFT_NON_PRODUCTION","1.0.0"
"MTC_RUBRIC_PERONEAL_DYNAMIC_STABILIZATION_M_FAMILY_DEFAULT","MTC_SCALE_PERONEAL_DYNAMIC_STABILIZATION_M","FAMILY_DEFAULT","2.0","","","","","","","","0","0","","","NOT_APPLICABLE_OPERATIONAL_FALLBACK","false","true","DRAFT_NON_PRODUCTION","1.0.0"
"MTC_RUBRIC_PERONEAL_DYNAMIC_STABILIZATION_M_CONSERVATIVE_FALLBACK","MTC_SCALE_PERONEAL_DYNAMIC_STABILIZATION_M","CONSERVATIVE_FALLBACK","2.5","","","","","","","","0","0","","","NOT_APPLICABLE_OPERATIONAL_FALLBACK","false","true","DRAFT_NON_PRODUCTION","1.0.0"
"MTC_RUBRIC_PERONEAL_DYNAMIC_STABILIZATION_T_FAMILY_DEFAULT","MTC_SCALE_PERONEAL_DYNAMIC_STABILIZATION_T","FAMILY_DEFAULT","2.0","","","","","","","","0","0","","","NOT_APPLICABLE_OPERATIONAL_FALLBACK","false","true","DRAFT_NON_PRODUCTION","1.0.0"
"MTC_RUBRIC_PERONEAL_DYNAMIC_STABILIZATION_T_CONSERVATIVE_FALLBACK","MTC_SCALE_PERONEAL_DYNAMIC_STABILIZATION_T","CONSERVATIVE_FALLBACK","2.5","","","","","","","","0","0","","","NOT_APPLICABLE_OPERATIONAL_FALLBACK","false","true","DRAFT_NON_PRODUCTION","1.0.0"
"MTC_RUBRIC_PERONEAL_DYNAMIC_STABILIZATION_C_FAMILY_DEFAULT","MTC_SCALE_PERONEAL_DYNAMIC_STABILIZATION_C","FAMILY_DEFAULT","2.0","","","","","","","","0","0","","","NOT_APPLICABLE_OPERATIONAL_FALLBACK","false","true","DRAFT_NON_PRODUCTION","1.0.0"
"MTC_RUBRIC_PERONEAL_DYNAMIC_STABILIZATION_C_CONSERVATIVE_FALLBACK","MTC_SCALE_PERONEAL_DYNAMIC_STABILIZATION_C","CONSERVATIVE_FALLBACK","2.5","","","","","","","","0","0","","","NOT_APPLICABLE_OPERATIONAL_FALLBACK","false","true","DRAFT_NON_PRODUCTION","1.0.0"
"MTC_RUBRIC_SYNDESMOTIC_ROTATIONAL_COMPLEX_M_FAMILY_DEFAULT","MTC_SCALE_SYNDESMOTIC_ROTATIONAL_COMPLEX_M","FAMILY_DEFAULT","2.0","","","","","","","","0","0","","","NOT_APPLICABLE_OPERATIONAL_FALLBACK","false","true","DRAFT_NON_PRODUCTION","1.0.0"
"MTC_RUBRIC_SYNDESMOTIC_ROTATIONAL_COMPLEX_M_CONSERVATIVE_FALLBACK","MTC_SCALE_SYNDESMOTIC_ROTATIONAL_COMPLEX_M","CONSERVATIVE_FALLBACK","2.5","","","","","","","","0","0","","","NOT_APPLICABLE_OPERATIONAL_FALLBACK","false","true","DRAFT_NON_PRODUCTION","1.0.0"
"MTC_RUBRIC_SYNDESMOTIC_ROTATIONAL_COMPLEX_T_FAMILY_DEFAULT","MTC_SCALE_SYNDESMOTIC_ROTATIONAL_COMPLEX_T","FAMILY_DEFAULT","2.0","","","","","","","","0","0","","","NOT_APPLICABLE_OPERATIONAL_FALLBACK","false","true","DRAFT_NON_PRODUCTION","1.0.0"
"MTC_RUBRIC_SYNDESMOTIC_ROTATIONAL_COMPLEX_T_CONSERVATIVE_FALLBACK","MTC_SCALE_SYNDESMOTIC_ROTATIONAL_COMPLEX_T","CONSERVATIVE_FALLBACK","2.5","","","","","","","","0","0","","","NOT_APPLICABLE_OPERATIONAL_FALLBACK","false","true","DRAFT_NON_PRODUCTION","1.0.0"
"MTC_RUBRIC_SYNDESMOTIC_ROTATIONAL_COMPLEX_C_FAMILY_DEFAULT","MTC_SCALE_SYNDESMOTIC_ROTATIONAL_COMPLEX_C","FAMILY_DEFAULT","2.0","","","","","","","","0","0","","","NOT_APPLICABLE_OPERATIONAL_FALLBACK","false","true","DRAFT_NON_PRODUCTION","1.0.0"
