"stableKey","canonicalMovementFamily","biomechanicalMovementFamily","mappingStatus"
"ex_fa3416f6","SQUAT_VARIANTS","SQUAT","AUDITED_APPLICABLE"
"ex_e1894690","PULL_UP_CHIN_UP_LAT_PULLDOWN_VARIANTS","NOT_APPLICABLE","AUDITED_NOT_APPLICABLE"
"barbell_back_squat","SQUAT_VARIANTS","SQUAT","AUDITED_APPLICABLE"
"ex_b59bed7d","HAMSTRING_CURL_VARIANTS","KNEE_FLEXION","AUDITED_APPLICABLE"
"ex_bd072cd","CALF_RAISE_ANKLE_STIFFNESS_VARIANTS","CALF_RAISE","AUDITED_APPLICABLE"
"ex_ca5cce66","LAT_STRAIGHT_ARM_PULLDOWN_OR_PULLOVER_ACCESSORY","NOT_APPLICABLE","AUDITED_NOT_APPLICABLE"
"ex_516f4456","ELBOW_FLEXION_BICEPS_CURL_VARIANTS","NOT_APPLICABLE","AUDITED_NOT_APPLICABLE"
"ex_f2a79d37","LUNGE_SPLIT_SQUAT_VARIANTS","LUNGE","AUDITED_APPLICABLE"
"ex_a76f20b6","ROW_VARIANTS","NOT_APPLICABLE","AUDITED_NOT_APPLICABLE"
"ex_5c8751d2","CALF_RAISE_ANKLE_STIFFNESS_VARIANTS","CALF_RAISE","AUDITED_APPLICABLE"
"ex_5715d6ca","HIP_THRUST_GLUTE_BRIDGE_VARIANTS","HINGE","AUDITED_APPLICABLE"
"ex_d60745b4","KNEE_EXTENSION_QUAD_ISOLATION","KNEE_EXTENSION","AUDITED_APPLICABLE"
"ex_8824026f","HAMSTRING_CURL_VARIANTS","KNEE_FLEXION","AUDITED_APPLICABLE"
"ex_5ca7133f","CALF_RAISE_ANKLE_STIFFNESS_VARIANTS","CALF_RAISE","AUDITED_APPLICABLE"
"ex_d634055c","HIP_THRUST_GLUTE_BRIDGE_VARIANTS","HINGE","AUDITED_APPLICABLE"
"ex_767e188e","OVERHEAD_PRESS_VARIANTS","NOT_APPLICABLE","AUDITED_NOT_APPLICABLE"
"ex_73b0b63f","PUSH_UP_VARIANTS","NOT_APPLICABLE","AUDITED_NOT_APPLICABLE"
"ex_a9e8859c","OVERHEAD_TRICEPS_LONG_HEAD","NOT_APPLICABLE","AUDITED_NOT_APPLICABLE"
"ex_32219f7a","OVERHEAD_PRESS_VARIANTS","NOT_APPLICABLE","AUDITED_NOT_APPLICABLE"
"ex_e3715c0b","LUNGE_SPLIT_SQUAT_VARIANTS","LUNGE","AUDITED_APPLICABLE"
"ex_a091b9fe","LEG_PRESS_KNEE_DOMINANT_MACHINE_VARIANTS","SQUAT","AUDITED_APPLICABLE"
"ex_f1d31d3d","SQUAT_VARIANTS","SQUAT","AUDITED_APPLICABLE"
"ex_e0b1e364","DEADLIFT_HINGE_VARIANTS","HINGE","AUDITED_APPLICABLE"
"ex_30a0e9aa","ROW_VARIANTS","NOT_APPLICABLE","AUDITED_NOT_APPLICABLE"
"ex_389e0556","BENCH_PRESS_DUMBBELL_PRESS_MACHINE_PRESS_VARIANTS","NOT_APPLICABLE","AUDITED_NOT_APPLICABLE"
"ex_7814843a","OVERHEAD_PRESS_VARIANTS","NOT_APPLICABLE","AUDITED_NOT_APPLICABLE"
"ex_fdbdf454","OVERHEAD_TRICEPS_LONG_HEAD","NOT_APPLICABLE","AUDITED_NOT_APPLICABLE"
"ex_85b2ac56","ELBOW_FLEXION_BICEPS_CURL_VARIANTS","NOT_APPLICABLE","AUDITED_NOT_APPLICABLE"
"ex_32eb8457","PULL_UP_CHIN_UP_LAT_PULLDOWN_VARIANTS","NOT_APPLICABLE","AUDITED_NOT_APPLICABLE"
"ex_e3487166","ROW_VARIANTS","NOT_APPLICABLE","AUDITED_NOT_APPLICABLE"
"ex_a60496be","REAR_DELT_FLY_HORIZONTAL_ABDUCTION_VARIANTS","NOT_APPLICABLE","AUDITED_NOT_APPLICABLE"
"ex_33d2da8e","ROW_VARIANTS","NOT_APPLICABLE","AUDITED_NOT_APPLICABLE"
"ex_c365e5e2","LAT_STRAIGHT_ARM_PULLDOWN_OR_PULLOVER_ACCESSORY","NOT_APPLICABLE","AUDITED_NOT_APPLICABLE"
"ex_d9084b5e","ROW_VARIANTS","NOT_APPLICABLE","AUDITED_NOT_APPLICABLE"
"ex_9f283612","BENCH_PRESS_DUMBBELL_PRESS_MACHINE_PRESS_VARIANTS","NOT_APPLICABLE","AUDITED_NOT_APPLICABLE"
"ex_b076570e","LATERAL_RAISE_DELTOID_ISOLATION_VARIANTS","NOT_APPLICABLE","AUDITED_NOT_APPLICABLE"
"ex_c536edc2","OVERHEAD_PRESS_VARIANTS","NOT_APPLICABLE","AUDITED_NOT_APPLICABLE"
"ex_3d5719de","ELBOW_FLEXION_BICEPS_CURL_VARIANTS","NOT_APPLICABLE","AUDITED_NOT_APPLICABLE"
"ex_5322f2d1","ELBOW_EXTENSION_TRICEPS_ISOLATION_VARIANTS","NOT_APPLICABLE","AUDITED_NOT_APPLICABLE"
"ex_442617f6","CHEST_ISOLATION","NOT_APPLICABLE","AUDITED_NOT_APPLICABLE"
"ex_40fa57be","ROW_VARIANTS","NOT_APPLICABLE","AUDITED_NOT_APPLICABLE"
"ex_86323ed6","ELBOW_FLEXION_BRACHIALIS_BRACHIORADIALIS_VARIANTS","NOT_APPLICABLE","AUDITED_NOT_APPLICABLE"
"ex_64661229","KNEE_DOMINANT_ISOMETRIC","KNEE_EXTENSION","AUDITED_APPLICABLE"
"ex_e159d15a","ROW_VARIANTS","NOT_APPLICABLE","AUDITED_NOT_APPLICABLE"
"ex_d5048362","ELBOW_FLEXION_BICEPS_CURL_VARIANTS","NOT_APPLICABLE","AUDITED_NOT_APPLICABLE"
"ex_a61f1e96","BENCH_PRESS_DUMBBELL_PRESS_MACHINE_PRESS_VARIANTS","NOT_APPLICABLE","AUDITED_NOT_APPLICABLE"
"ex_a61f307a","CHEST_ISOLATION","NOT_APPLICABLE","AUDITED_NOT_APPLICABLE"
"ex_e41e8dcf","PULL_UP_CHIN_UP_LAT_PULLDOWN_VARIANTS","NOT_APPLICABLE","AUDITED_NOT_APPLICABLE"
"ex_e41f4c2b","PULL_UP_CHIN_UP_LAT_PULLDOWN_VARIANTS","NOT_APPLICABLE","AUDITED_NOT_APPLICABLE"
"ex_8e51640a","ROW_VARIANTS","NOT_APPLICABLE","AUDITED_NOT_APPLICABLE"
"ex_6a966452","ROW_VARIANTS","NOT_APPLICABLE","AUDITED_NOT_APPLICABLE"
"ex_462c760e","ROW_VARIANTS","NOT_APPLICABLE","AUDITED_NOT_APPLICABLE"
"ex_6466fe77","PULL_UP_CHIN_UP_LAT_PULLDOWN_VARIANTS","NOT_APPLICABLE","AUDITED_NOT_APPLICABLE"
"ex_f892893e","CALF_RAISE_ANKLE_STIFFNESS_VARIANTS","CALF_RAISE","AUDITED_APPLICABLE"
"ex_a345e30b","CORE_FLEXION_ANTERIOR_CORE","NOT_APPLICABLE","AUDITED_NOT_APPLICABLE"
"ex_c62c0716","ELBOW_FLEXION_BICEPS_CURL_VARIANTS","NOT_APPLICABLE","AUDITED_NOT_APPLICABLE"
"ex_b76d3f92","LATERAL_RAISE_DELTOID_ISOLATION_VARIANTS","NOT_APPLICABLE","AUDITED_NOT_APPLICABLE"
"ex_fa31f7a6","ROW_VARIANTS","NOT_APPLICABLE","AUDITED_NOT_APPLICABLE"
"ex_3c3692aa","ROW_VARIANTS","NOT_APPLICABLE","AUDITED_NOT_APPLICABLE"
"ex_eb636bac","ELBOW_EXTENSION_TRICEPS_ISOLATION_VARIANTS","NOT_APPLICABLE","AUDITED_NOT_APPLICABLE"
"ex_e709eeda","ELBOW_FLEXION_BICEPS_CURL_VARIANTS","NOT_APPLICABLE","AUDITED_NOT_APPLICABLE"
"ex_fa34ddfe","GLUTE_ISOLATION_ACCESSORY","NOT_APPLICABLE","AUDITED_NOT_APPLICABLE"
"ex_4c76dbb2","DEADLIFT_HINGE_VARIANTS","HINGE","AUDITED_APPLICABLE"
"ex_4c779df2","CHEST_ISOLATION","NOT_APPLICABLE","AUDITED_NOT_APPLICABLE"
"ex_b69ab702","ELBOW_FLEXION_BRACHIALIS_BRACHIORADIALIS_VARIANTS","NOT_APPLICABLE","AUDITED_NOT_APPLICABLE"
"ex_27b3deb5","BENCH_PRESS_DUMBBELL_PRESS_MACHINE_PRESS_VARIANTS","NOT_APPLICABLE","AUDITED_NOT_APPLICABLE"
"ex_885b629","DEADLIFT_HINGE_VARIANTS","HINGE","AUDITED_APPLICABLE"
"ex_fa570291","ELBOW_EXTENSION_TRICEPS_ISOLATION_VARIANTS","NOT_APPLICABLE","AUDITED_NOT_APPLICABLE"
"ex_3caa236b","BODYWEIGHT_VERTICAL_PUSH_VARIANTS","NOT_APPLICABLE","AUDITED_NOT_APPLICABLE"
"face_pull","SCAPULAR_RETRACTION_EXTERNAL_ROTATION_CONTROL_VARIANTS","NOT_APPLICABLE","AUDITED_NOT_APPLICABLE"
"ex_28902b13","PUSH_UP_VARIANTS","NOT_APPLICABLE","AUDITED_NOT_APPLICABLE"
"pull_up","PULL_UP_CHIN_UP_LAT_PULLDOWN_VARIANTS","NOT_APPLICABLE","AUDITED_NOT_APPLICABLE"
"ex_c5043892","SQUAT_VARIANTS","SQUAT","AUDITED_APPLICABLE"
"ex_7ce96a7a","LUNGE_SPLIT_SQUAT_VARIANTS","LUNGE","AUDITED_APPLICABLE"
"ex_e994008a","ELBOW_FLEXION_BICEPS_CURL_VARIANTS","NOT_APPLICABLE","AUDITED_NOT_APPLICABLE"
"ex_91b749b3","CHEST_ISOLATION","NOT_APPLICABLE","AUDITED_NOT_APPLICABLE"
"ex_2a826c82","ANTI_ROTATION_ANTI_EXTENSION_CORE","NOT_APPLICABLE","AUDITED_NOT_APPLICABLE"
"ex_2892da5a","ELBOW_FLEXION_BRACHIALIS_BRACHIORADIALIS_VARIANTS","NOT_APPLICABLE","AUDITED_NOT_APPLICABLE"
"ex_e9e97659","SQUAT_VARIANTS","SQUAT","AUDITED_APPLICABLE"
"ex_fa2e73b3","BODYWEIGHT_VERTICAL_PUSH_VARIANTS","NOT_APPLICABLE","AUDITED_NOT_APPLICABLE"
"ex_b3f447be","CORE_FLEXION_ANTERIOR_CORE","NOT_APPLICABLE","AUDITED_NOT_APPLICABLE"
"ex_721f7b5b","HIP_THRUST_GLUTE_BRIDGE_VARIANTS","HINGE","AUDITED_APPLICABLE"
"ex_eaea872c","HIP_ADDUCTION_ACCESSORY","NOT_APPLICABLE","AUDITED_NOT_APPLICABLE"
"ex_728da646","HIP_ABDUCTION_GLUTE_MED_ACCESSORY","NOT_APPLICABLE","AUDITED_NOT_APPLICABLE"
"ex_91d8430b","BADMINTON_OVERHEAD_POWER_TEST","NOT_APPLICABLE","AUDITED_NOT_APPLICABLE"
"ex_bc84eb7f","FOOTWORK_SPLIT_STEP_REACTION_DRILL_VARIANTS","BADMINTON_FOOTWORK","AUDITED_APPLICABLE"
"ex_33841b88","FOOTWORK_SPLIT_STEP_REACTION_DRILL_VARIANTS","BADMINTON_FOOTWORK","AUDITED_APPLICABLE"
"ex_c7977dfd","FOOTWORK_SPLIT_STEP_REACTION_DRILL_VARIANTS","BADMINTON_FOOTWORK","AUDITED_APPLICABLE"
"ex_a12de111","RUNNING_MECHANICS_SUPPORT","RUNNING","AUDITED_APPLICABLE"
"ex_a12de4d2","RUNNING_MECHANICS_SUPPORT","RUNNING","AUDITED_APPLICABLE"
"ex_216351a1","FOOTWORK_SPLIT_STEP_REACTION_DRILL_VARIANTS","BADMINTON_FOOTWORK","AUDITED_APPLICABLE"
"ex_ac7df636","SQUAT_VARIANTS","SQUAT","AUDITED_APPLICABLE"
"ex_1cf51b6b","NORDIC_HAMSTRING_ECCENTRIC","KNEE_FLEXION","AUDITED_APPLICABLE"
"ex_d5bdffe1","ANTI_ROTATION_ANTI_EXTENSION_CORE","NOT_APPLICABLE","AUDITED_NOT_APPLICABLE"
"ex_d6726746","PLYOMETRIC_JUMP_VARIANTS","VERTICAL_JUMP","AUDITED_APPLICABLE"
"ex_a3ddd8ac","ANKLE_STIFFNESS_SSC_CONDITIONING","POGO_OR_REPEATED_HOP","AUDITED_APPLICABLE"
"ex_34e7d21","LATERAL_BOUND_LANDING_DECELERATION_VARIANTS","LATERAL_HOP","AUDITED_APPLICABLE"
"ex_69a56484","STEP_UP_VARIANTS","STEP_UP","AUDITED_APPLICABLE"
"ex_64422511","FOOTWORK_SPLIT_STEP_REACTION_DRILL_VARIANTS","BADMINTON_FOOTWORK","AUDITED_APPLICABLE"
"ex_c5f4c242","FOOTWORK_SPLIT_STEP_REACTION_DRILL_VARIANTS","BADMINTON_FOOTWORK","AUDITED_APPLICABLE"
"ex_1c7f2342","FOOTWORK_SPLIT_STEP_REACTION_DRILL_VARIANTS","BADMINTON_FOOTWORK","AUDITED_APPLICABLE"
"ex_4773b6ea","SPRINT_ACCELERATION_CONDITIONING","RUNNING","AUDITED_APPLICABLE"
"ex_5004ca76","FOOTWORK_SPLIT_STEP_REACTION_DRILL_VARIANTS","BADMINTON_FOOTWORK","AUDITED_APPLICABLE"
"ex_752b45ae","FOOTWORK_SPLIT_STEP_REACTION_DRILL_VARIANTS","BADMINTON_FOOTWORK","AUDITED_APPLICABLE"
"ex_26ac0c19","POWER_CORE_SHOULDER","NOT_APPLICABLE","AUDITED_NOT_APPLICABLE"
"ex_16b298db","HIP_ABDUCTION_GLUTE_MED_ACCESSORY","NOT_APPLICABLE","AUDITED_NOT_APPLICABLE"
"ex_8354acd","POWER_CORE_SHOULDER","NOT_APPLICABLE","AUDITED_NOT_APPLICABLE"
"ex_6232f4bc","STEP_UP_VARIANTS","STEP_UP","AUDITED_APPLICABLE"
"ex_d9e141e4","PLYOMETRIC_JUMP_VARIANTS","VERTICAL_JUMP","AUDITED_APPLICABLE"
"ex_149730de","MOBILITY_WARMUP_RECOVERY_EXERCISES","NOT_APPLICABLE","AUDITED_NOT_APPLICABLE"
"ex_3f184ef9","BODYWEIGHT_CONDITIONING_POWER","VERTICAL_JUMP","AUDITED_APPLICABLE"
"ex_e2efd0fe","LUNGE_SPLIT_SQUAT_VARIANTS","LUNGE","AUDITED_APPLICABLE"
"ex_9b132c23","LATERAL_BOUND_LANDING_DECELERATION_VARIANTS","LATERAL_HOP","AUDITED_APPLICABLE"
"ex_f6d43398","ANTI_ROTATION_ANTI_EXTENSION_CORE","NOT_APPLICABLE","AUDITED_NOT_APPLICABLE"
"ex_a4040be3","FOOTWORK_SPLIT_STEP_REACTION_DRILL_VARIANTS","BADMINTON_FOOTWORK","AUDITED_APPLICABLE"
"ex_c4535de3","SERRATUS_SCAPULAR_PROTRACTION_CONTROL_VARIANTS","NOT_APPLICABLE","AUDITED_NOT_APPLICABLE"
"ex_ee378da7","SQUAT_VARIANTS","SQUAT","AUDITED_APPLICABLE"
"ex_c4ea0a2a","RUNNING_MECHANICS_SUPPORT","RUNNING","AUDITED_APPLICABLE"
"ex_c5c2fdef","RUNNING_MECHANICS_SUPPORT","RUNNING","AUDITED_APPLICABLE"
"ex_dd16e07a","MOBILITY_WARMUP_RECOVERY_EXERCISES","NOT_APPLICABLE","AUDITED_NOT_APPLICABLE"
"ex_c6d9efef","FOOTWORK_SPLIT_STEP_REACTION_DRILL_VARIANTS","BADMINTON_FOOTWORK","AUDITED_APPLICABLE"
"ex_8e69fc74","FOOTWORK_SPLIT_STEP_REACTION_DRILL_VARIANTS","BADMINTON_FOOTWORK","AUDITED_APPLICABLE"
"ex_377448a9","BADMINTON_REACTIVE_LUNGE_FOOTWORK","BADMINTON_FORWARD_LUNGE","AUDITED_APPLICABLE"
"single_leg_rdl","DEADLIFT_HINGE_VARIANTS","HINGE","AUDITED_APPLICABLE"
"ex_85f12271","SQUAT_VARIANTS","SQUAT","AUDITED_APPLICABLE"
"ex_314df428","PLYOMETRIC_JUMP_VARIANTS","VERTICAL_JUMP","AUDITED_APPLICABLE"
"ex_c1bf2aa8","FOOTWORK_SPLIT_STEP_REACTION_DRILL_VARIANTS","BADMINTON_FOOTWORK","AUDITED_APPLICABLE"
"ex_a412dd45","RUNNING_MECHANICS_SUPPORT","RUNNING","AUDITED_APPLICABLE"
"ex_4255e429","FOOTWORK_SPLIT_STEP_REACTION_DRILL_VARIANTS","BADMINTON_FOOTWORK","AUDITED_APPLICABLE"
"ex_2055b629","FOOTWORK_SPLIT_STEP_REACTION_DRILL_VARIANTS","BADMINTON_FOOTWORK","AUDITED_APPLICABLE"
"ex_8380d7fe","HALF_KNEELING_UNILATERAL_SHOULDER_PRESS_VARIANTS","NOT_APPLICABLE","AUDITED_NOT_APPLICABLE"
"ex_f332aeab","RUNNING_MECHANICS_SUPPORT","RUNNING","AUDITED_APPLICABLE"
"ex_f97a05ab","SCAPULAR_CONTROL_RECOVERY_PREHAB_VARIANTS","NOT_APPLICABLE","AUDITED_NOT_APPLICABLE"
"ex_df966b45","JUMP_LUNGE_PLYOMETRIC","JUMP_LUNGE","AUDITED_APPLICABLE"
"ex_421ba24b","FOOTWORK_SPLIT_STEP_REACTION_DRILL_VARIANTS","BADMINTON_FOOTWORK","AUDITED_APPLICABLE"
"ex_7404067c","BALLISTIC_HINGE_POWER","HINGE","AUDITED_APPLICABLE"
"ex_a611010d","SQUAT_VARIANTS","SQUAT","AUDITED_APPLICABLE"
"ex_a8385c4a","ANTI_ROTATION_ANTI_EXTENSION_CORE","NOT_APPLICABLE","AUDITED_NOT_APPLICABLE"
"ex_a4350c0f","FOOTWORK_SPLIT_STEP_REACTION_DRILL_VARIANTS","BADMINTON_FOOTWORK","AUDITED_APPLICABLE"
"ex_91f6958d","TURKISH_GETUP_TOTAL_BODY_STABILITY","NOT_APPLICABLE","AUDITED_NOT_APPLICABLE"
"ex_a1fc4533","LOADED_CARRY_VARIANTS","NOT_APPLICABLE","AUDITED_NOT_APPLICABLE"
"ex_99728d25","ANTI_ROTATION_ANTI_EXTENSION_CORE_VARIANTS","NOT_APPLICABLE","AUDITED_NOT_APPLICABLE"
"ex_e465d1e9","ANKLE_STIFFNESS_SSC_CONDITIONING","POGO_OR_REPEATED_HOP","AUDITED_APPLICABLE"
"ex_a44ae2ca","ANTI_ROTATION_ANTI_EXTENSION_CORE","NOT_APPLICABLE","AUDITED_NOT_APPLICABLE"
"ex_d67e5761","SQUAT_VARIANTS","SQUAT","AUDITED_APPLICABLE"
"ex_c821775c","RUNNING_MECHANICS_SUPPORT","RUNNING","AUDITED_APPLICABLE"
"ex_8e1b313e","HALF_KNEELING_UNILATERAL_SHOULDER_PRESS_VARIANTS","NOT_APPLICABLE","AUDITED_NOT_APPLICABLE"
"ex_d79824d2","HALF_KNEELING_UNILATERAL_SHOULDER_PRESS_VARIANTS","NOT_APPLICABLE","AUDITED_NOT_APPLICABLE"
"ex_e0759156","HALF_KNEELING_UNILATERAL_SHOULDER_PRESS_VARIANTS","NOT_APPLICABLE","AUDITED_NOT_APPLICABLE"
"ex_66e8c8c2","HALF_KNEELING_UNILATERAL_SHOULDER_PRESS_VARIANTS","NOT_APPLICABLE","AUDITED_NOT_APPLICABLE"
"ex_1a4858d7","OTHER_SPORT_SESSION_RECORDS","NOT_APPLICABLE","AUDITED_NOT_APPLICABLE"
"ex_aca9d312","OTHER_SPORT_SESSION_RECORDS","NOT_APPLICABLE","AUDITED_NOT_APPLICABLE"
"ex_ae9ecdbc","BADMINTON_SESSION_SPORT_RECORDS","NOT_APPLICABLE","AUDITED_NOT_APPLICABLE"
"ex_badminton_lesson","BADMINTON_SESSION_SPORT_RECORDS","NOT_APPLICABLE","AUDITED_NOT_APPLICABLE"
"ex_1a4bbdcf","OTHER_SPORT_SESSION_RECORDS","NOT_APPLICABLE","AUDITED_NOT_APPLICABLE"
"ex_2f3b56d0","OTHER_SPORT_SESSION_RECORDS","NOT_APPLICABLE","AUDITED_NOT_APPLICABLE"
"ex_74c2d13b","CARDIO_RECORDS","NOT_APPLICABLE","AUDITED_NOT_APPLICABLE"
"ex_681d9ed2","CARDIO_RECORDS","NOT_APPLICABLE","AUDITED_NOT_APPLICABLE"
"ex_d7c90536","CARDIO_RECORDS","NOT_APPLICABLE","AUDITED_NOT_APPLICABLE"
"ex_681eed4a","CARDIO_RECORDS","NOT_APPLICABLE","AUDITED_NOT_APPLICABLE"
"ex_ab918e2b","CARDIO_RECORDS","NOT_APPLICABLE","AUDITED_NOT_APPLICABLE"
"ex_faae2044","CARDIO_RECORDS","NOT_APPLICABLE","AUDITED_NOT_APPLICABLE"
"ex_9bd6dddb","ANKLE_STIFFNESS_SSC_CONDITIONING","POGO_OR_REPEATED_HOP","AUDITED_APPLICABLE"
"med_ball_side_throw","ROTATIONAL_KINETIC_CHAIN","NOT_APPLICABLE","AUDITED_NOT_APPLICABLE"
"med_ball_rotational_scoop_toss","ROTATIONAL_KINETIC_CHAIN","NOT_APPLICABLE","AUDITED_NOT_APPLICABLE"
"med_ball_rotational_slam","ROTATIONAL_KINETIC_CHAIN","NOT_APPLICABLE","AUDITED_NOT_APPLICABLE"
"med_ball_overhead_slam","POWER_CORE_SHOULDER","NOT_APPLICABLE","AUDITED_NOT_APPLICABLE"
