"exerciseStableKey","운동명","bodyRegion","category","forceType","movementCategory","executionLaterality(D_CONTEXT_ONLY)","defaultProtocolClass","diProfileId","functionalCurveId","jointProtectionCurveId","fastMechanicalCurveId","biologicalCurveRouting","runtimeFlags","mappingStatus","scoreAuthority"
"ex_1dbee10e","머신 체스트프레스","UPPER","근력운동","PUSH","STRENGTH","BILATERAL","UPPER_COMPOUND_HORIZONTAL_PUSH","DI_WEIGHTED_REP","RCV_FUNC_COMPOUND_MODERATE","RCV_SHOULDER_SENSORIMOTOR_24","RCV_TENDON_FAST_MECHANICAL","BY_LOAD_UNIT_RECOVERY_CLASS","FAILURE_ESCALATABLE|SHOULDER_SYMPTOM_OVERRIDE|WRIST_BEARING_IF_BODYWEIGHT","COMPLETE","REL-MSCP-D-INTEGRATED-0.3_UNSIDED / 전체239_통합롱"
"ex_f459ad2a","메도우즈 로우","UPPER","근력운동","PULL","STRENGTH","UNILATERAL","UPPER_COMPOUND_HORIZONTAL_PULL","DI_WEIGHTED_REP","RCV_FUNC_COMPOUND_MODERATE","RCV_SHOULDER_SENSORIMOTOR_24","RCV_TENDON_FAST_MECHANICAL","BY_LOAD_UNIT_RECOVERY_CLASS","FAILURE_ESCALATABLE|GRIP_CONTEXT|GRIP_RPE_RECOMMENDED","COMPLETE","REL-MSCP-D-INTEGRATED-0.3_UNSIDED / 전체239_통합롱"
"ex_de46b7f6","바벨 로우","UPPER","근력운동","PULL","STRENGTH","BILATERAL","UPPER_COMPOUND_HORIZONTAL_PULL","DI_WEIGHTED_REP","RCV_FUNC_COMPOUND_MODERATE","RCV_SHOULDER_SENSORIMOTOR_24","RCV_TENDON_FAST_MECHANICAL","BY_LOAD_UNIT_RECOVERY_CLASS","FAILURE_ESCALATABLE|GRIP_CONTEXT|GRIP_RPE_RECOMMENDED","COMPLETE","REL-MSCP-D-INTEGRATED-0.3_UNSIDED / 전체239_통합롱"
"ex_e8ff8cfa","밴드 외회전","UPPER","근력운동","ISOLATION","SUPPORT","UNILATERAL","UPPER_SCAP_ROTATOR_CONTROL","DI_WEIGHTED_REP","RCV_FUNC_VERY_LIGHT","RCV_SHOULDER_SENSORIMOTOR_24","RCV_TENDON_FAST_MECHANICAL","BY_LOAD_UNIT_RECOVERY_CLASS","PAIN_OVERRIDE|SHOULDER_SYMPTOM_OVERRIDE|TECHNIQUE_QUALITY","COMPLETE","REL-MSCP-D-INTEGRATED-0.3_UNSIDED / 전체239_통합롱"
"ex_28347c1f","버드독","TRUNK","근력운동","CORE","SUPPORT","ALTERNATING","TRUNK_DYNAMIC_CONTROLLED","DI_BODYWEIGHT_REP","RCV_FUNC_LOCAL_CONTROLLED","RCV_JOINT_PROTECTION_SHORT","RCV_SPINAL_CREEP","BY_LOAD_UNIT_RECOVERY_CLASS","FAILURE_ESCALATABLE|ROM_CONTEXT","COMPLETE","REL-MSCP-D-INTEGRATED-0.3_UNSIDED / 전체239_통합롱"
"ex_deca2b61","벤치 딥스","UPPER","근력운동","PUSH","STRENGTH","BILATERAL","UPPER_DIP_PUSH","DI_BODYWEIGHT_REP","RCV_FUNC_COMPOUND_MODERATE","RCV_SHOULDER_SENSORIMOTOR_24","RCV_CARTILAGE_UPPER_PROXY","BY_LOAD_UNIT_RECOVERY_CLASS","ANTERIOR_SHOULDER_OVERRIDE|DEPTH_CONTEXT|FAILURE_ESCALATABLE","COMPLETE","REL-MSCP-D-INTEGRATED-0.3_UNSIDED / 전체239_통합롱"
"barbell_bench_press","벤치프레스","UPPER","근력운동","PUSH","STRENGTH","BILATERAL","UPPER_COMPOUND_HORIZONTAL_PUSH","DI_WEIGHTED_REP","RCV_FUNC_COMPOUND_MODERATE","RCV_SHOULDER_SENSORIMOTOR_24","RCV_TENDON_FAST_MECHANICAL","BY_LOAD_UNIT_RECOVERY_CLASS","FAILURE_ESCALATABLE|SHOULDER_SYMPTOM_OVERRIDE|WRIST_BEARING_IF_BODYWEIGHT","COMPLETE","REL-MSCP-D-INTEGRATED-0.3_UNSIDED / 전체239_통합롱"
"ex_284ecca6","슈퍼맨","TRUNK","근력운동","HINGE","ACCESSORY","BILATERAL","TRUNK_DYNAMIC_CONTROLLED","DI_BODYWEIGHT_REP","RCV_FUNC_LOCAL_CONTROLLED","RCV_JOINT_PROTECTION_SHORT","RCV_SPINAL_CREEP","BY_LOAD_UNIT_RECOVERY_CLASS","FAILURE_ESCALATABLE|ROM_CONTEXT","COMPLETE","REL-MSCP-D-INTEGRATED-0.3_UNSIDED / 전체239_통합롱"
"ex_1052e9fa","스미스 머신 런지","LOWER","근력운동","LOWER_BODY","STRENGTH","ALTERNATING","COMPOUND_CONTROLLED_STRENGTH","DI_WEIGHTED_REP","RCV_FUNC_COMPOUND_MODERATE","RCV_JOINT_PROTECTION_SHORT","RCV_TENDON_FAST_MECHANICAL","BY_LOAD_UNIT_RECOVERY_CLASS","FAILURE_ESCALATABLE|VELOCITY_LOSS_ESCALATABLE","COMPLETE","REL-MSCP-D-INTEGRATED-0.3_UNSIDED / 전체239_통합롱"
"ex_fa3416f6","스미스 머신 스쿼트","LOWER","근력운동","LOWER_BODY","STRENGTH","BILATERAL","COMPOUND_CONTROLLED_STRENGTH","DI_WEIGHTED_REP","RCV_FUNC_COMPOUND_MODERATE","RCV_JOINT_PROTECTION_SHORT","RCV_TENDON_FAST_MECHANICAL","BY_LOAD_UNIT_RECOVERY_CLASS","FAILURE_ESCALATABLE|VELOCITY_LOSS_ESCALATABLE","COMPLETE","REL-MSCP-D-INTEGRATED-0.3_UNSIDED / 전체239_통합롱"
"ex_e1894690","스캡 풀업","UPPER","근력운동","PULL","STRENGTH","BILATERAL","UPPER_SCAP_ROTATOR_CONTROL","DI_BODYWEIGHT_REP","RCV_FUNC_VERY_LIGHT","RCV_SHOULDER_SENSORIMOTOR_24","RCV_TENDON_FAST_MECHANICAL","BY_LOAD_UNIT_RECOVERY_CLASS","GRIP_CONTEXT|PAIN_OVERRIDE|TECHNIQUE_QUALITY","COMPLETE","REL-MSCP-D-INTEGRATED-0.3_UNSIDED / 전체239_통합롱"
"barbell_back_squat","스쿼트","LOWER","근력운동","LOWER_BODY","STRENGTH","BILATERAL","COMPOUND_CONTROLLED_STRENGTH","DI_WEIGHTED_REP","RCV_FUNC_COMPOUND_MODERATE","RCV_JOINT_PROTECTION_SHORT","RCV_TENDON_FAST_MECHANICAL","BY_LOAD_UNIT_RECOVERY_CLASS","FAILURE_ESCALATABLE|VELOCITY_LOSS_ESCALATABLE","COMPLETE","REL-MSCP-D-INTEGRATED-0.3_UNSIDED / 전체239_통합롱"
"ex_b59bed7d","스탠딩 레그 컬","LOWER","근력운동","ISOLATION","ACCESSORY","UNILATERAL","LOCAL_CONTROLLED_STRENGTH","DI_WEIGHTED_REP","RCV_FUNC_LOCAL_CONTROLLED","RCV_JOINT_PROTECTION_SHORT","RCV_TENDON_FAST_MECHANICAL","BY_LOAD_UNIT_RECOVERY_CLASS","ECCENTRIC_NOVELTY_ESCALATABLE|FAILURE_ESCALATABLE|GRIP_CONTEXT","COMPLETE","REL-MSCP-D-INTEGRATED-0.3_UNSIDED / 전체239_통합롱"
"ex_bd072cd","스탠딩 카프 레이즈","LOWER","근력운동","ISOLATION","ACCESSORY","BILATERAL","CALF_TENDON_STRENGTH","DI_WEIGHTED_REP","RCV_FUNC_COMPOUND_MODERATE","RCV_JOINT_PROTECTION_SHORT","RCV_TENDON_FAST_MECHANICAL","BY_LOAD_UNIT_RECOVERY_CLASS","ACHILLES_CHECK|FAILURE_ESCALATABLE","COMPLETE","REL-MSCP-D-INTEGRATED-0.3_UNSIDED / 전체239_통합롱"
"ex_ca5cce66","스트레이트암 풀다운","UPPER","근력운동","PULL","ACCESSORY","BILATERAL","UPPER_LOCAL_CONTROLLED","DI_WEIGHTED_REP","RCV_FUNC_LOCAL_CONTROLLED","RCV_JOINT_PROTECTION_SHORT","RCV_TENDON_FAST_MECHANICAL","BY_LOAD_UNIT_RECOVERY_CLASS","FAILURE_ESCALATABLE|SHOULDER_SYMPTOM_OVERRIDE","COMPLETE","REL-MSCP-D-INTEGRATED-0.3_UNSIDED / 전체239_통합롱"
"ex_516f4456","스파이더 컬","UPPER","근력운동","ISOLATION","ACCESSORY","BILATERAL","UPPER_LOCAL_CONTROLLED","DI_WEIGHTED_REP","RCV_FUNC_LOCAL_CONTROLLED","RCV_JOINT_PROTECTION_SHORT","RCV_TENDON_FAST_MECHANICAL","BY_LOAD_UNIT_RECOVERY_CLASS","FAILURE_ESCALATABLE|GRIP_CONTEXT","COMPLETE","REL-MSCP-D-INTEGRATED-0.3_UNSIDED / 전체239_통합롱"
"ex_f2a79d37","스플릿 스쿼트","LOWER","근력운동","LOWER_BODY","STRENGTH","ALTERNATING","COMPOUND_CONTROLLED_STRENGTH","DI_WEIGHTED_REP","RCV_FUNC_COMPOUND_MODERATE","RCV_JOINT_PROTECTION_SHORT","RCV_TENDON_FAST_MECHANICAL","BY_LOAD_UNIT_RECOVERY_CLASS","FAILURE_ESCALATABLE|VELOCITY_LOSS_ESCALATABLE","COMPLETE","REL-MSCP-D-INTEGRATED-0.3_UNSIDED / 전체239_통합롱"
"ex_a76f20b6","시티드 원암 케이블 로우","UPPER","근력운동","PULL","STRENGTH","UNILATERAL","UPPER_COMPOUND_HORIZONTAL_PULL","DI_WEIGHTED_REP","RCV_FUNC_COMPOUND_MODERATE","RCV_SHOULDER_SENSORIMOTOR_24","RCV_TENDON_FAST_MECHANICAL","BY_LOAD_UNIT_RECOVERY_CLASS","FAILURE_ESCALATABLE|GRIP_CONTEXT|GRIP_RPE_RECOMMENDED","COMPLETE","REL-MSCP-D-INTEGRATED-0.3_UNSIDED / 전체239_통합롱"
"ex_5c8751d2","시티드 카프 레이즈","LOWER","근력운동","ISOLATION","ACCESSORY","BILATERAL","CALF_TENDON_STRENGTH","DI_WEIGHTED_REP","RCV_FUNC_COMPOUND_MODERATE","RCV_JOINT_PROTECTION_SHORT","RCV_TENDON_FAST_MECHANICAL","BY_LOAD_UNIT_RECOVERY_CLASS","ACHILLES_CHECK|FAILURE_ESCALATABLE","COMPLETE","REL-MSCP-D-INTEGRATED-0.3_UNSIDED / 전체239_통합롱"
"ex_5715d6ca","싱글 레그 글루트 브릿지","LOWER","근력운동","HINGE","SUPPORT","UNILATERAL","LOCAL_CONTROLLED_STRENGTH","DI_BODYWEIGHT_REP","RCV_FUNC_LOCAL_CONTROLLED","RCV_JOINT_PROTECTION_SHORT","RCV_TENDON_FAST_MECHANICAL","BY_LOAD_UNIT_RECOVERY_CLASS","ECCENTRIC_NOVELTY_ESCALATABLE|FAILURE_ESCALATABLE","COMPLETE","REL-MSCP-D-INTEGRATED-0.3_UNSIDED / 전체239_통합롱"
"ex_d60745b4","싱글 레그 레그 익스텐션","LOWER","근력운동","ISOLATION","ACCESSORY","UNILATERAL","LOCAL_CONTROLLED_STRENGTH","DI_WEIGHTED_REP","RCV_FUNC_LOCAL_CONTROLLED","RCV_JOINT_PROTECTION_SHORT","RCV_TENDON_FAST_MECHANICAL","BY_LOAD_UNIT_RECOVERY_CLASS","ECCENTRIC_NOVELTY_ESCALATABLE|FAILURE_ESCALATABLE","COMPLETE","REL-MSCP-D-INTEGRATED-0.3_UNSIDED / 전체239_통합롱"
"ex_8824026f","싱글 레그 레그 컬","LOWER","근력운동","ISOLATION","ACCESSORY","UNILATERAL","LOCAL_CONTROLLED_STRENGTH","DI_WEIGHTED_REP","RCV_FUNC_LOCAL_CONTROLLED","RCV_JOINT_PROTECTION_SHORT","RCV_TENDON_FAST_MECHANICAL","BY_LOAD_UNIT_RECOVERY_CLASS","ECCENTRIC_NOVELTY_ESCALATABLE|FAILURE_ESCALATABLE|GRIP_CONTEXT","COMPLETE","REL-MSCP-D-INTEGRATED-0.3_UNSIDED / 전체239_통합롱"
"ex_5ca7133f","싱글 레그 카프 레이즈","LOWER","근력운동","ISOLATION","ACCESSORY","UNILATERAL","CALF_TENDON_STRENGTH","DI_BODYWEIGHT_REP","RCV_FUNC_COMPOUND_MODERATE","RCV_JOINT_PROTECTION_SHORT","RCV_TENDON_FAST_MECHANICAL","BY_LOAD_UNIT_RECOVERY_CLASS","ACHILLES_CHECK|FAILURE_ESCALATABLE","COMPLETE","REL-MSCP-D-INTEGRATED-0.3_UNSIDED / 전체239_통합롱"
"ex_d634055c","싱글 레그 힙 쓰러스트","LOWER","근력운동","HINGE","SUPPORT","UNILATERAL","LOCAL_CONTROLLED_STRENGTH","DI_WEIGHTED_REP","RCV_FUNC_LOCAL_CONTROLLED","RCV_JOINT_PROTECTION_SHORT","RCV_TENDON_FAST_MECHANICAL","BY_LOAD_UNIT_RECOVERY_CLASS","ECCENTRIC_NOVELTY_ESCALATABLE|FAILURE_ESCALATABLE","COMPLETE","REL-MSCP-D-INTEGRATED-0.3_UNSIDED / 전체239_통합롱"
"ex_767e188e","아놀드 프레스","UPPER","근력운동","PUSH","STRENGTH","BILATERAL","UPPER_OVERHEAD_PUSH","DI_WEIGHTED_REP","RCV_FUNC_COMPOUND_MODERATE","RCV_SHOULDER_SENSORIMOTOR_24","RCV_TENDON_FAST_MECHANICAL","BY_LOAD_UNIT_RECOVERY_CLASS","FAILURE_ESCALATABLE|OVERHEAD_VOLUME|SHOULDER_SYMPTOM_OVERRIDE","COMPLETE","REL-MSCP-D-INTEGRATED-0.3_UNSIDED / 전체239_통합롱"
"ex_73b0b63f","아처 푸시업","UPPER","근력운동","PUSH","STRENGTH","ALTERNATING","UPPER_BODYWEIGHT_WRIST_BEARING","DI_BODYWEIGHT_REP","RCV_FUNC_COMPOUND_MODERATE","RCV_SHOULDER_SENSORIMOTOR_24","RCV_CARTILAGE_UPPER_PROXY","BY_LOAD_UNIT_RECOVERY_CLASS","FAILURE_ESCALATABLE|WRIST_EXTENSION_CONTEXT","COMPLETE","REL-MSCP-D-INTEGRATED-0.3_UNSIDED / 전체239_통합롱"
"ex_a9e8859c","오버헤드 트라이셉스 익스텐션","UPPER","근력운동","ISOLATION","ACCESSORY","BILATERAL","UPPER_LOCAL_CONTROLLED","DI_WEIGHTED_REP","RCV_FUNC_LOCAL_CONTROLLED","RCV_JOINT_PROTECTION_SHORT","RCV_TENDON_FAST_MECHANICAL","BY_LOAD_UNIT_RECOVERY_CLASS","ECCENTRIC_NOVELTY_TRACK|FAILURE_ESCALATABLE|SHOULDER_SYMPTOM_OVERRIDE","COMPLETE","REL-MSCP-D-INTEGRATED-0.3_UNSIDED / 전체239_통합롱"
"ex_32219f7a","오버헤드 프레스","UPPER","근력운동","PUSH","STRENGTH","BILATERAL","UPPER_OVERHEAD_PUSH","DI_WEIGHTED_REP","RCV_FUNC_COMPOUND_MODERATE","RCV_SHOULDER_SENSORIMOTOR_24","RCV_TENDON_FAST_MECHANICAL","BY_LOAD_UNIT_RECOVERY_CLASS","FAILURE_ESCALATABLE|OVERHEAD_VOLUME|SHOULDER_SYMPTOM_OVERRIDE","COMPLETE","REL-MSCP-D-INTEGRATED-0.3_UNSIDED / 전체239_통합롱"
"ex_e3715c0b","워킹 런지","LOWER","근력운동","LOWER_BODY","STRENGTH","ALTERNATING","COMPOUND_CONTROLLED_STRENGTH","DI_WEIGHTED_REP","RCV_FUNC_COMPOUND_MODERATE","RCV_JOINT_PROTECTION_SHORT","RCV_TENDON_FAST_MECHANICAL","BY_LOAD_UNIT_RECOVERY_CLASS","FAILURE_ESCALATABLE|VELOCITY_LOSS_ESCALATABLE","COMPLETE","REL-MSCP-D-INTEGRATED-0.3_UNSIDED / 전체239_통합롱"
"ex_a091b9fe","원레그 레그 프레스","LOWER","근력운동","LOWER_BODY","STRENGTH","UNILATERAL","COMPOUND_CONTROLLED_STRENGTH","DI_WEIGHTED_REP","RCV_FUNC_COMPOUND_MODERATE","RCV_JOINT_PROTECTION_SHORT","RCV_TENDON_FAST_MECHANICAL","BY_LOAD_UNIT_RECOVERY_CLASS","FAILURE_ESCALATABLE|SHOULDER_SYMPTOM_OVERRIDE|VELOCITY_LOSS_ESCALATABLE","COMPLETE","REL-MSCP-D-INTEGRATED-0.3_UNSIDED / 전체239_통합롱"
"ex_f1d31d3d","원레그 핵 스쿼트","LOWER","근력운동","LOWER_BODY","STRENGTH","UNILATERAL","COMPOUND_CONTROLLED_STRENGTH","DI_WEIGHTED_REP","RCV_FUNC_COMPOUND_MODERATE","RCV_JOINT_PROTECTION_SHORT","RCV_TENDON_FAST_MECHANICAL","BY_LOAD_UNIT_RECOVERY_CLASS","FAILURE_ESCALATABLE|VELOCITY_LOSS_ESCALATABLE","COMPLETE","REL-MSCP-D-INTEGRATED-0.3_UNSIDED / 전체239_통합롱"
"ex_e0b1e364","원암 덤벨 RDL","LOWER","근력운동","HINGE","STRENGTH","UNILATERAL","COMPOUND_CONTROLLED_STRENGTH","DI_WEIGHTED_REP","RCV_FUNC_COMPOUND_MODERATE","RCV_JOINT_PROTECTION_SHORT","RCV_TENDON_FAST_MECHANICAL","BY_LOAD_UNIT_RECOVERY_CLASS","FAILURE_ESCALATABLE|VELOCITY_LOSS_ESCALATABLE","COMPLETE","REL-MSCP-D-INTEGRATED-0.3_UNSIDED / 전체239_통합롱"
"ex_30a0e9aa","원암 덤벨 로우","UPPER","근력운동","PULL","STRENGTH","UNILATERAL","UPPER_COMPOUND_HORIZONTAL_PULL","DI_WEIGHTED_REP","RCV_FUNC_COMPOUND_MODERATE","RCV_SHOULDER_SENSORIMOTOR_24","RCV_TENDON_FAST_MECHANICAL","BY_LOAD_UNIT_RECOVERY_CLASS","FAILURE_ESCALATABLE|GRIP_CONTEXT|GRIP_RPE_RECOMMENDED","COMPLETE","REL-MSCP-D-INTEGRATED-0.3_UNSIDED / 전체239_통합롱"
"ex_389e0556","원암 덤벨 벤치프레스","UPPER","근력운동","PUSH","STRENGTH","UNILATERAL","UPPER_COMPOUND_HORIZONTAL_PUSH","DI_WEIGHTED_REP","RCV_FUNC_COMPOUND_MODERATE","RCV_SHOULDER_SENSORIMOTOR_24","RCV_TENDON_FAST_MECHANICAL","BY_LOAD_UNIT_RECOVERY_CLASS","FAILURE_ESCALATABLE|SHOULDER_SYMPTOM_OVERRIDE|WRIST_BEARING_IF_BODYWEIGHT","COMPLETE","REL-MSCP-D-INTEGRATED-0.3_UNSIDED / 전체239_통합롱"
"ex_7814843a","원암 덤벨 숄더프레스","UPPER","근력운동","PUSH","STRENGTH","UNILATERAL","UPPER_OVERHEAD_PUSH","DI_WEIGHTED_REP","RCV_FUNC_COMPOUND_MODERATE","RCV_SHOULDER_SENSORIMOTOR_24","RCV_TENDON_FAST_MECHANICAL","BY_LOAD_UNIT_RECOVERY_CLASS","FAILURE_ESCALATABLE|OVERHEAD_VOLUME|SHOULDER_SYMPTOM_OVERRIDE","COMPLETE","REL-MSCP-D-INTEGRATED-0.3_UNSIDED / 전체239_통합롱"
"ex_fdbdf454","원암 덤벨 오버헤드 트라이셉스 익스텐션","UPPER","근력운동","ISOLATION","ACCESSORY","UNILATERAL","UPPER_LOCAL_CONTROLLED","DI_WEIGHTED_REP","RCV_FUNC_LOCAL_CONTROLLED","RCV_JOINT_PROTECTION_SHORT","RCV_TENDON_FAST_MECHANICAL","BY_LOAD_UNIT_RECOVERY_CLASS","ECCENTRIC_NOVELTY_TRACK|FAILURE_ESCALATABLE|SHOULDER_SYMPTOM_OVERRIDE","COMPLETE","REL-MSCP-D-INTEGRATED-0.3_UNSIDED / 전체239_통합롱"
"ex_85b2ac56","원암 덤벨 컬","UPPER","근력운동","ISOLATION","ACCESSORY","UNILATERAL","UPPER_LOCAL_CONTROLLED","DI_WEIGHTED_REP","RCV_FUNC_LOCAL_CONTROLLED","RCV_JOINT_PROTECTION_SHORT","RCV_TENDON_FAST_MECHANICAL","BY_LOAD_UNIT_RECOVERY_CLASS","FAILURE_ESCALATABLE|GRIP_CONTEXT","COMPLETE","REL-MSCP-D-INTEGRATED-0.3_UNSIDED / 전체239_통합롱"
"ex_32eb8457","원암 랫풀다운","UPPER","근력운동","PULL","STRENGTH","UNILATERAL","UPPER_VERTICAL_PULL","DI_BODYWEIGHT_REP","RCV_FUNC_COMPOUND_MODERATE","RCV_SHOULDER_SENSORIMOTOR_24","RCV_TENDON_FAST_MECHANICAL","BY_LOAD_UNIT_RECOVERY_CLASS","FAILURE_ESCALATABLE|GRIP_CONTEXT|GRIP_RPE_RECOMMENDED","COMPLETE","REL-MSCP-D-INTEGRATED-0.3_UNSIDED / 전체239_통합롱"
"ex_e3487166","원암 로우","UPPER","근력운동","PULL","STRENGTH","UNILATERAL","UPPER_COMPOUND_HORIZONTAL_PULL","DI_WEIGHTED_REP","RCV_FUNC_COMPOUND_MODERATE","RCV_SHOULDER_SENSORIMOTOR_24","RCV_TENDON_FAST_MECHANICAL","BY_LOAD_UNIT_RECOVERY_CLASS","FAILURE_ESCALATABLE|GRIP_CONTEXT|GRIP_RPE_RECOMMENDED","COMPLETE","REL-MSCP-D-INTEGRATED-0.3_UNSIDED / 전체239_통합롱"
"ex_a60496be","원암 리어델트 케이블 플라이","UPPER","근력운동","PULL","ACCESSORY","UNILATERAL","UPPER_LOCAL_CONTROLLED","DI_WEIGHTED_REP","RCV_FUNC_LOCAL_CONTROLLED","RCV_JOINT_PROTECTION_SHORT","RCV_TENDON_FAST_MECHANICAL","BY_LOAD_UNIT_RECOVERY_CLASS","FAILURE_ESCALATABLE|SHOULDER_SYMPTOM_OVERRIDE","COMPLETE","REL-MSCP-D-INTEGRATED-0.3_UNSIDED / 전체239_통합롱"
"ex_33d2da8e","원암 머신 로우","UPPER","근력운동","PULL","STRENGTH","UNILATERAL","UPPER_COMPOUND_HORIZONTAL_PULL","DI_WEIGHTED_REP","RCV_FUNC_COMPOUND_MODERATE","RCV_SHOULDER_SENSORIMOTOR_24","RCV_TENDON_FAST_MECHANICAL","BY_LOAD_UNIT_RECOVERY_CLASS","FAILURE_ESCALATABLE|GRIP_CONTEXT|GRIP_RPE_RECOMMENDED","COMPLETE","REL-MSCP-D-INTEGRATED-0.3_UNSIDED / 전체239_통합롱"
"ex_c365e5e2","원암 스트레이트암 풀다운","UPPER","근력운동","PULL","ACCESSORY","UNILATERAL","UPPER_LOCAL_CONTROLLED","DI_WEIGHTED_REP","RCV_FUNC_LOCAL_CONTROLLED","RCV_JOINT_PROTECTION_SHORT","RCV_TENDON_FAST_MECHANICAL","BY_LOAD_UNIT_RECOVERY_CLASS","FAILURE_ESCALATABLE|SHOULDER_SYMPTOM_OVERRIDE","COMPLETE","REL-MSCP-D-INTEGRATED-0.3_UNSIDED / 전체239_통합롱"
"ex_d9084b5e","원암 인버티드 로우","UPPER","근력운동","PULL","STRENGTH","UNILATERAL","UPPER_COMPOUND_HORIZONTAL_PULL","DI_BODYWEIGHT_REP","RCV_FUNC_COMPOUND_MODERATE","RCV_SHOULDER_SENSORIMOTOR_24","RCV_TENDON_FAST_MECHANICAL","BY_LOAD_UNIT_RECOVERY_CLASS","FAILURE_ESCALATABLE|GRIP_CONTEXT|GRIP_RPE_RECOMMENDED","COMPLETE","REL-MSCP-D-INTEGRATED-0.3_UNSIDED / 전체239_통합롱"
"ex_9f283612","원암 인클라인 덤벨 프레스","UPPER","근력운동","PUSH","STRENGTH","UNILATERAL","UPPER_COMPOUND_HORIZONTAL_PUSH","DI_WEIGHTED_REP","RCV_FUNC_COMPOUND_MODERATE","RCV_SHOULDER_SENSORIMOTOR_24","RCV_TENDON_FAST_MECHANICAL","BY_LOAD_UNIT_RECOVERY_CLASS","FAILURE_ESCALATABLE|SHOULDER_SYMPTOM_OVERRIDE|WRIST_BEARING_IF_BODYWEIGHT","COMPLETE","REL-MSCP-D-INTEGRATED-0.3_UNSIDED / 전체239_통합롱"
"ex_b076570e","원암 케이블 래터럴 레이즈","UPPER","근력운동","ISOLATION","ACCESSORY","UNILATERAL","UPPER_LOCAL_CONTROLLED","DI_WEIGHTED_REP","RCV_FUNC_LOCAL_CONTROLLED","RCV_JOINT_PROTECTION_SHORT","RCV_TENDON_FAST_MECHANICAL","BY_LOAD_UNIT_RECOVERY_CLASS","FAILURE_ESCALATABLE|SHOULDER_SYMPTOM_OVERRIDE","COMPLETE","REL-MSCP-D-INTEGRATED-0.3_UNSIDED / 전체239_통합롱"
"ex_c536edc2","원암 케이블 숄더프레스","UPPER","근력운동","PUSH","STRENGTH","UNILATERAL","UPPER_OVERHEAD_PUSH","DI_WEIGHTED_REP","RCV_FUNC_COMPOUND_MODERATE","RCV_SHOULDER_SENSORIMOTOR_24","RCV_TENDON_FAST_MECHANICAL","BY_LOAD_UNIT_RECOVERY_CLASS","FAILURE_ESCALATABLE|OVERHEAD_VOLUME|SHOULDER_SYMPTOM_OVERRIDE","COMPLETE","REL-MSCP-D-INTEGRATED-0.3_UNSIDED / 전체239_통합롱"
"ex_3d5719de","원암 케이블 컬","UPPER","근력운동","ISOLATION","ACCESSORY","UNILATERAL","UPPER_LOCAL_CONTROLLED","DI_WEIGHTED_REP","RCV_FUNC_LOCAL_CONTROLLED","RCV_JOINT_PROTECTION_SHORT","RCV_TENDON_FAST_MECHANICAL","BY_LOAD_UNIT_RECOVERY_CLASS","FAILURE_ESCALATABLE|GRIP_CONTEXT","COMPLETE","REL-MSCP-D-INTEGRATED-0.3_UNSIDED / 전체239_통합롱"
"ex_5322f2d1","원암 케이블 트라이셉스 푸시다운","UPPER","근력운동","ISOLATION","ACCESSORY","UNILATERAL","UPPER_LOCAL_CONTROLLED","DI_WEIGHTED_REP","RCV_FUNC_LOCAL_CONTROLLED","RCV_JOINT_PROTECTION_SHORT","RCV_TENDON_FAST_MECHANICAL","BY_LOAD_UNIT_RECOVERY_CLASS","FAILURE_ESCALATABLE","COMPLETE","REL-MSCP-D-INTEGRATED-0.3_UNSIDED / 전체239_통합롱"
"ex_442617f6","원암 케이블 플라이","UPPER","근력운동","PUSH","ACCESSORY","UNILATERAL","UPPER_LOCAL_CONTROLLED","DI_WEIGHTED_REP","RCV_FUNC_LOCAL_CONTROLLED","RCV_JOINT_PROTECTION_SHORT","RCV_TENDON_FAST_MECHANICAL","BY_LOAD_UNIT_RECOVERY_CLASS","ECCENTRIC_NOVELTY_TRACK|FAILURE_ESCALATABLE|SHOULDER_SYMPTOM_OVERRIDE","COMPLETE","REL-MSCP-D-INTEGRATED-0.3_UNSIDED / 전체239_통합롱"
"ex_40fa57be","원암 케이블 하이 로우","UPPER","근력운동","PULL","STRENGTH","UNILATERAL","UPPER_COMPOUND_HORIZONTAL_PULL","DI_WEIGHTED_REP","RCV_FUNC_COMPOUND_MODERATE","RCV_SHOULDER_SENSORIMOTOR_24","RCV_TENDON_FAST_MECHANICAL","BY_LOAD_UNIT_RECOVERY_CLASS","FAILURE_ESCALATABLE|GRIP_CONTEXT|GRIP_RPE_RECOMMENDED","COMPLETE","REL-MSCP-D-INTEGRATED-0.3_UNSIDED / 전체239_통합롱"
"ex_86323ed6","원암 해머 컬","UPPER","근력운동","ISOLATION","ACCESSORY","UNILATERAL","UPPER_LOCAL_CONTROLLED","DI_WEIGHTED_REP","RCV_FUNC_LOCAL_CONTROLLED","RCV_JOINT_PROTECTION_SHORT","RCV_TENDON_FAST_MECHANICAL","BY_LOAD_UNIT_RECOVERY_CLASS","FAILURE_ESCALATABLE|GRIP_CONTEXT","COMPLETE","REL-MSCP-D-INTEGRATED-0.3_UNSIDED / 전체239_통합롱"
