"exerciseStableKey","displayNameKo","proposedLegacyRole","evidenceType","evidenceFileOrCommit","evidenceLocator","evidenceLineageId","confidence","reconstructionStatus","currentRuntimeRole","proposedRuntimeRole","programmeImpact","notes"
"ex_a12de111","A스킵","SPEED_REACTIVE","CHECKED_IN_EXPLICIT_STABLEKEY_ASSIGNMENT","app/src/main/assets/training_settings_seed.csv","stable_key=ex_a12de111;training_role=SPEED_REACTIVE","LEGACY-TRAINING-ROLE-SEED-V1","HIGH","CONFIRMED_EXPLICIT","SPEED_REACTIVE","SPEED_REACTIVE","EXPECTED_TRAINING_ROLE_POLICY_RESTORATION","Exact stableKey whitelist only; not promoted to final ProgramRoleRef"
"ex_bd072cd","스탠딩 카프 레이즈","ACCESSORY","CHECKED_IN_EXPLICIT_STABLEKEY_ASSIGNMENT","app/src/main/assets/training_settings_seed.csv","stable_key=ex_bd072cd;training_role=ACCESSORY","LEGACY-TRAINING-ROLE-SEED-V1","HIGH","CONFIRMED_EXPLICIT","ACCESSORY","ACCESSORY","EXPECTED_TRAINING_ROLE_POLICY_RESTORATION","Exact stableKey whitelist only; not promoted to final ProgramRoleRef"
"ex_d60745b4","원레그 레그 익스텐션","ACCESSORY","CHECKED_IN_EXPLICIT_STABLEKEY_ASSIGNMENT","app/src/main/assets/training_settings_seed.csv","stable_key=ex_d60745b4;training_role=ACCESSORY","LEGACY-TRAINING-ROLE-SEED-V1","HIGH","CONFIRMED_EXPLICIT","ACCESSORY","ACCESSORY","EXPECTED_TRAINING_ROLE_POLICY_RESTORATION","Exact stableKey whitelist only; not promoted to final ProgramRoleRef"
"ex_e2efd0fe","불가리안 스플릿 스쿼트","MAIN_STRENGTH","CHECKED_IN_EXPLICIT_STABLEKEY_ASSIGNMENT","app/src/main/assets/training_settings_seed.csv","stable_key=ex_e2efd0fe;training_role=MAIN_STRENGTH","LEGACY-TRAINING-ROLE-SEED-V1","HIGH","CONFIRMED_EXPLICIT","MAIN_STRENGTH","MAIN_STRENGTH","EXPECTED_TRAINING_ROLE_POLICY_RESTORATION","Exact stableKey whitelist only; not promoted to final ProgramRoleRef"
"ex_eb636bac","원암 케이블 오버헤드 트라이셉스 익스텐션","ACCESSORY","CHECKED_IN_EXPLICIT_STABLEKEY_ASSIGNMENT","app/src/main/assets/training_settings_seed.csv","stable_key=ex_eb636bac;training_role=ACCESSORY","LEGACY-TRAINING-ROLE-SEED-V1","HIGH","CONFIRMED_EXPLICIT","ACCESSORY","ACCESSORY","EXPECTED_TRAINING_ROLE_POLICY_RESTORATION","Exact stableKey whitelist only; not promoted to final ProgramRoleRef"
"half_kneeling_single_arm_dumbbell_press","하프 닐링 원암 덤벨 프레스","STABILITY","CHECKED_IN_EXPLICIT_STABLEKEY_ASSIGNMENT","app/src/main/assets/training_settings_seed.csv","stable_key=half_kneeling_single_arm_dumbbell_press;training_role=STABILITY","LEGACY-TRAINING-ROLE-SEED-V1","HIGH","CONFIRMED_EXPLICIT","STABILITY","STABILITY","EXPECTED_TRAINING_ROLE_POLICY_RESTORATION","Exact stableKey whitelist only; not promoted to final ProgramRoleRef"
"half_kneeling_single_arm_kettlebell_press","하프 닐링 원암 케틀벨 프레스","STABILITY","CHECKED_IN_EXPLICIT_STABLEKEY_ASSIGNMENT","app/src/main/assets/training_settings_seed.csv","stable_key=half_kneeling_single_arm_kettlebell_press;training_role=STABILITY","LEGACY-TRAINING-ROLE-SEED-V1","HIGH","CONFIRMED_EXPLICIT","STABILITY","STABILITY","EXPECTED_TRAINING_ROLE_POLICY_RESTORATION","Exact stableKey whitelist only; not promoted to final ProgramRoleRef"
"landmine_rotation","랜드마인 좌우 회전","POWER","CHECKED_IN_EXPLICIT_STABLEKEY_ASSIGNMENT","app/src/main/assets/training_settings_seed.csv","stable_key=landmine_rotation;training_role=POWER","LEGACY-TRAINING-ROLE-SEED-V1","HIGH","CONFIRMED_EXPLICIT","POWER","POWER","EXPECTED_TRAINING_ROLE_POLICY_RESTORATION","Exact stableKey whitelist only; not promoted to final ProgramRoleRef"
"lateral_bound_continuous","래터럴 바운드","PLYOMETRIC","CHECKED_IN_EXPLICIT_STABLEKEY_ASSIGNMENT","app/src/main/assets/training_settings_seed.csv","stable_key=lateral_bound_continuous;training_role=PLYOMETRIC","LEGACY-TRAINING-ROLE-SEED-V1","HIGH","CONFIRMED_EXPLICIT","PLYOMETRIC","PLYOMETRIC","EXPECTED_TRAINING_ROLE_POLICY_RESTORATION","Exact stableKey whitelist only; not promoted to final ProgramRoleRef"
"med_ball_overhead_slam","메디신볼 위에서 아래로 슬램","POWER","CHECKED_IN_EXPLICIT_STABLEKEY_ASSIGNMENT","app/src/main/assets/training_settings_seed.csv","stable_key=med_ball_overhead_slam;training_role=POWER","LEGACY-TRAINING-ROLE-SEED-V1","HIGH","CONFIRMED_EXPLICIT","POWER","POWER","EXPECTED_TRAINING_ROLE_POLICY_RESTORATION","Exact stableKey whitelist only; not promoted to final ProgramRoleRef"
"med_ball_rotational_slam","메디신볼 회전 아래로 슬램","POWER","CHECKED_IN_EXPLICIT_STABLEKEY_ASSIGNMENT","app/src/main/assets/training_settings_seed.csv","stable_key=med_ball_rotational_slam;training_role=POWER","LEGACY-TRAINING-ROLE-SEED-V1","HIGH","CONFIRMED_EXPLICIT","POWER","POWER","EXPECTED_TRAINING_ROLE_POLICY_RESTORATION","Exact stableKey whitelist only; not promoted to final ProgramRoleRef"
"medicine_ball_rotational_throw","메디신볼 회전 옆으로 던지기","POWER","CHECKED_IN_EXPLICIT_STABLEKEY_ASSIGNMENT","app/src/main/assets/training_settings_seed.csv","stable_key=medicine_ball_rotational_throw;training_role=POWER","LEGACY-TRAINING-ROLE-SEED-V1","HIGH","CONFIRMED_EXPLICIT","POWER","POWER","EXPECTED_TRAINING_ROLE_POLICY_RESTORATION","Exact stableKey whitelist only; not promoted to final ProgramRoleRef"
"single_leg_hip_bridge","원레그 힙 브릿지","STABILITY","CHECKED_IN_EXPLICIT_STABLEKEY_ASSIGNMENT","app/src/main/assets/training_settings_seed.csv","stable_key=single_leg_hip_bridge;training_role=STABILITY","LEGACY-TRAINING-ROLE-SEED-V1","HIGH","CONFIRMED_EXPLICIT","STABILITY","STABILITY","EXPECTED_TRAINING_ROLE_POLICY_RESTORATION","Exact stableKey whitelist only; not promoted to final ProgramRoleRef"
"single_leg_rdl","원레그 루마니안 데드리프트","MAIN_STRENGTH","CHECKED_IN_EXPLICIT_STABLEKEY_ASSIGNMENT","app/src/main/assets/training_settings_seed.csv","stable_key=single_leg_rdl;training_role=MAIN_STRENGTH","LEGACY-TRAINING-ROLE-SEED-V1","HIGH","CONFIRMED_EXPLICIT","MAIN_STRENGTH","MAIN_STRENGTH","EXPECTED_TRAINING_ROLE_POLICY_RESTORATION","Exact stableKey whitelist only; not promoted to final ProgramRoleRef"
"vipr_chop","바이퍼 회전 아래로","POWER","CHECKED_IN_EXPLICIT_STABLEKEY_ASSIGNMENT","app/src/main/assets/training_settings_seed.csv","stable_key=vipr_chop;training_role=POWER","LEGACY-TRAINING-ROLE-SEED-V1","HIGH","CONFIRMED_EXPLICIT","POWER","POWER","EXPECTED_TRAINING_ROLE_POLICY_RESTORATION","Exact stableKey whitelist only; not promoted to final ProgramRoleRef"
"vipr_rotational_lift","바이퍼 회전 위로","POWER","CHECKED_IN_EXPLICIT_STABLEKEY_ASSIGNMENT","app/src/main/assets/training_settings_seed.csv","stable_key=vipr_rotational_lift;training_role=POWER","LEGACY-TRAINING-ROLE-SEED-V1","HIGH","CONFIRMED_EXPLICIT","POWER","POWER","EXPECTED_TRAINING_ROLE_POLICY_RESTORATION","Exact stableKey whitelist only; not promoted to final ProgramRoleRef"
