"riskPathId","exerciseStableKey","evaluationApplicability","rawSourceValue","rawValuePresent","fallbackTriggered","fallbackInput","fallbackOutput","currentEffectiveValueOrRelation","affectedConsumer","affectedAnalysis","baselineObservableOutput","counterfactualAvailable","outputWithoutFallback","actualOutputDifference","reviewClassification","evidence","notes"
"META-ACTIVITY-NAME-FALLBACK","ex_149730de","APPLICABLE","EXERCISE","TRUE","FALSE","EXERCISE","","EXERCISE","app/src/main/java/com/training/trackplanner/data/ExercisePlanning.kt#Exercise","program generation","ANALYSIS_CONTRACT_BASELINE_V1_UNCHANGED","FALSE","UNAVAILABLE","UNOBSERVABLE","NOT_TRIGGERED_FOR_BUILT_INS","Exact stableKey and checked-in source value",""
"META-ACTIVITY-NAME-FALLBACK","ex_16b298db","APPLICABLE","EXERCISE","TRUE","FALSE","EXERCISE","","EXERCISE","app/src/main/java/com/training/trackplanner/data/ExercisePlanning.kt#Exercise","program generation","ANALYSIS_CONTRACT_BASELINE_V1_UNCHANGED","FALSE","UNAVAILABLE","UNOBSERVABLE","NOT_TRIGGERED_FOR_BUILT_INS","Exact stableKey and checked-in source value",""
"META-ACTIVITY-NAME-FALLBACK","ex_1a4858d7","APPLICABLE","SPORT_SESSION","TRUE","FALSE","SPORT_SESSION","","SPORT_SESSION","app/src/main/java/com/training/trackplanner/data/ExercisePlanning.kt#Exercise","program generation","ANALYSIS_CONTRACT_BASELINE_V1_UNCHANGED","FALSE","UNAVAILABLE","UNOBSERVABLE","NOT_TRIGGERED_FOR_BUILT_INS","Exact stableKey and checked-in source value",""
"META-ACTIVITY-NAME-FALLBACK","ex_1a4bbdcf","APPLICABLE","SPORT_SESSION","TRUE","FALSE","SPORT_SESSION","","SPORT_SESSION","app/src/main/java/com/training/trackplanner/data/ExercisePlanning.kt#Exercise","program generation","ANALYSIS_CONTRACT_BASELINE_V1_UNCHANGED","FALSE","UNAVAILABLE","UNOBSERVABLE","NOT_TRIGGERED_FOR_BUILT_INS","Exact stableKey and checked-in source value",""
"META-ACTIVITY-NAME-FALLBACK","ex_1c7f2342","APPLICABLE","EXERCISE","TRUE","FALSE","EXERCISE","","EXERCISE","app/src/main/java/com/training/trackplanner/data/ExercisePlanning.kt#Exercise","program generation","ANALYSIS_CONTRACT_BASELINE_V1_UNCHANGED","FALSE","UNAVAILABLE","UNOBSERVABLE","NOT_TRIGGERED_FOR_BUILT_INS","Exact stableKey and checked-in source value",""
"META-ACTIVITY-NAME-FALLBACK","ex_1cf51b6b","APPLICABLE","EXERCISE","TRUE","FALSE","EXERCISE","","EXERCISE","app/src/main/java/com/training/trackplanner/data/ExercisePlanning.kt#Exercise","program generation","ANALYSIS_CONTRACT_BASELINE_V1_UNCHANGED","FALSE","UNAVAILABLE","UNOBSERVABLE","NOT_TRIGGERED_FOR_BUILT_INS","Exact stableKey and checked-in source value",""
"META-ACTIVITY-NAME-FALLBACK","ex_1dbee10e","APPLICABLE","EXERCISE","TRUE","FALSE","EXERCISE","","EXERCISE","app/src/main/java/com/training/trackplanner/data/ExercisePlanning.kt#Exercise","program generation","ANALYSIS_CONTRACT_BASELINE_V1_UNCHANGED","FALSE","UNAVAILABLE","UNOBSERVABLE","NOT_TRIGGERED_FOR_BUILT_INS","Exact stableKey and checked-in source value",""
"META-ACTIVITY-NAME-FALLBACK","ex_2055b629","APPLICABLE","EXERCISE","TRUE","FALSE","EXERCISE","","EXERCISE","app/src/main/java/com/training/trackplanner/data/ExercisePlanning.kt#Exercise","program generation","ANALYSIS_CONTRACT_BASELINE_V1_UNCHANGED","FALSE","UNAVAILABLE","UNOBSERVABLE","NOT_TRIGGERED_FOR_BUILT_INS","Exact stableKey and checked-in source value",""
"META-ACTIVITY-NAME-FALLBACK","ex_216351a1","APPLICABLE","EXERCISE","TRUE","FALSE","EXERCISE","","EXERCISE","app/src/main/java/com/training/trackplanner/data/ExercisePlanning.kt#Exercise","program generation","ANALYSIS_CONTRACT_BASELINE_V1_UNCHANGED","FALSE","UNAVAILABLE","UNOBSERVABLE","NOT_TRIGGERED_FOR_BUILT_INS","Exact stableKey and checked-in source value",""
"META-ACTIVITY-NAME-FALLBACK","ex_27b3deb5","APPLICABLE","EXERCISE","TRUE","FALSE","EXERCISE","","EXERCISE","app/src/main/java/com/training/trackplanner/data/ExercisePlanning.kt#Exercise","program generation","ANALYSIS_CONTRACT_BASELINE_V1_UNCHANGED","FALSE","UNAVAILABLE","UNOBSERVABLE","NOT_TRIGGERED_FOR_BUILT_INS","Exact stableKey and checked-in source value",""
"META-ACTIVITY-NAME-FALLBACK","ex_281347da","APPLICABLE","EXERCISE","TRUE","FALSE","EXERCISE","","EXERCISE","app/src/main/java/com/training/trackplanner/data/ExercisePlanning.kt#Exercise","program generation","ANALYSIS_CONTRACT_BASELINE_V1_UNCHANGED","FALSE","UNAVAILABLE","UNOBSERVABLE","NOT_TRIGGERED_FOR_BUILT_INS","Exact stableKey and checked-in source value",""
"META-ACTIVITY-NAME-FALLBACK","ex_2822ec2e","APPLICABLE","EXERCISE","TRUE","FALSE","EXERCISE","","EXERCISE","app/src/main/java/com/training/trackplanner/data/ExercisePlanning.kt#Exercise","program generation","ANALYSIS_CONTRACT_BASELINE_V1_UNCHANGED","FALSE","UNAVAILABLE","UNOBSERVABLE","NOT_TRIGGERED_FOR_BUILT_INS","Exact stableKey and checked-in source value",""
"META-ACTIVITY-NAME-FALLBACK","ex_282a9d87","APPLICABLE","EXERCISE","TRUE","FALSE","EXERCISE","","EXERCISE","app/src/main/java/com/training/trackplanner/data/ExercisePlanning.kt#Exercise","program generation","ANALYSIS_CONTRACT_BASELINE_V1_UNCHANGED","FALSE","UNAVAILABLE","UNOBSERVABLE","NOT_TRIGGERED_FOR_BUILT_INS","Exact stableKey and checked-in source value",""
"META-ACTIVITY-NAME-FALLBACK","ex_28347c1f","APPLICABLE","EXERCISE","TRUE","FALSE","EXERCISE","","EXERCISE","app/src/main/java/com/training/trackplanner/data/ExercisePlanning.kt#Exercise","program generation","ANALYSIS_CONTRACT_BASELINE_V1_UNCHANGED","FALSE","UNAVAILABLE","UNOBSERVABLE","NOT_TRIGGERED_FOR_BUILT_INS","Exact stableKey and checked-in source value",""
"META-ACTIVITY-NAME-FALLBACK","ex_284ecca6","APPLICABLE","EXERCISE","TRUE","FALSE","EXERCISE","","EXERCISE","app/src/main/java/com/training/trackplanner/data/ExercisePlanning.kt#Exercise","program generation","ANALYSIS_CONTRACT_BASELINE_V1_UNCHANGED","FALSE","UNAVAILABLE","UNOBSERVABLE","NOT_TRIGGERED_FOR_BUILT_INS","Exact stableKey and checked-in source value",""
"META-ACTIVITY-NAME-FALLBACK","ex_28902b13","APPLICABLE","EXERCISE","TRUE","FALSE","EXERCISE","","EXERCISE","app/src/main/java/com/training/trackplanner/data/ExercisePlanning.kt#Exercise","program generation","ANALYSIS_CONTRACT_BASELINE_V1_UNCHANGED","FALSE","UNAVAILABLE","UNOBSERVABLE","NOT_TRIGGERED_FOR_BUILT_INS","Exact stableKey and checked-in source value",""
"META-ACTIVITY-NAME-FALLBACK","ex_2892da5a","APPLICABLE","EXERCISE","TRUE","FALSE","EXERCISE","","EXERCISE","app/src/main/java/com/training/trackplanner/data/ExercisePlanning.kt#Exercise","program generation","ANALYSIS_CONTRACT_BASELINE_V1_UNCHANGED","FALSE","UNAVAILABLE","UNOBSERVABLE","NOT_TRIGGERED_FOR_BUILT_INS","Exact stableKey and checked-in source value",""
"META-ACTIVITY-NAME-FALLBACK","ex_2a826c82","APPLICABLE","EXERCISE","TRUE","FALSE","EXERCISE","","EXERCISE","app/src/main/java/com/training/trackplanner/data/ExercisePlanning.kt#Exercise","program generation","ANALYSIS_CONTRACT_BASELINE_V1_UNCHANGED","FALSE","UNAVAILABLE","UNOBSERVABLE","NOT_TRIGGERED_FOR_BUILT_INS","Exact stableKey and checked-in source value",""
"META-ACTIVITY-NAME-FALLBACK","ex_2f3b56d0","APPLICABLE","SPORT_SESSION","TRUE","FALSE","SPORT_SESSION","","SPORT_SESSION","app/src/main/java/com/training/trackplanner/data/ExercisePlanning.kt#Exercise","program generation","ANALYSIS_CONTRACT_BASELINE_V1_UNCHANGED","FALSE","UNAVAILABLE","UNOBSERVABLE","NOT_TRIGGERED_FOR_BUILT_INS","Exact stableKey and checked-in source value",""
"META-ACTIVITY-NAME-FALLBACK","ex_30a0e9aa","APPLICABLE","EXERCISE","TRUE","FALSE","EXERCISE","","EXERCISE","app/src/main/java/com/training/trackplanner/data/ExercisePlanning.kt#Exercise","program generation","ANALYSIS_CONTRACT_BASELINE_V1_UNCHANGED","FALSE","UNAVAILABLE","UNOBSERVABLE","NOT_TRIGGERED_FOR_BUILT_INS","Exact stableKey and checked-in source value",""
"META-ACTIVITY-NAME-FALLBACK","ex_314df428","APPLICABLE","EXERCISE","TRUE","FALSE","EXERCISE","","EXERCISE","app/src/main/java/com/training/trackplanner/data/ExercisePlanning.kt#Exercise","program generation","ANALYSIS_CONTRACT_BASELINE_V1_UNCHANGED","FALSE","UNAVAILABLE","UNOBSERVABLE","NOT_TRIGGERED_FOR_BUILT_INS","Exact stableKey and checked-in source value",""
"META-ACTIVITY-NAME-FALLBACK","ex_32219f7a","APPLICABLE","EXERCISE","TRUE","FALSE","EXERCISE","","EXERCISE","app/src/main/java/com/training/trackplanner/data/ExercisePlanning.kt#Exercise","program generation","ANALYSIS_CONTRACT_BASELINE_V1_UNCHANGED","FALSE","UNAVAILABLE","UNOBSERVABLE","NOT_TRIGGERED_FOR_BUILT_INS","Exact stableKey and checked-in source value",""
"META-ACTIVITY-NAME-FALLBACK","ex_32eb8457","APPLICABLE","EXERCISE","TRUE","FALSE","EXERCISE","","EXERCISE","app/src/main/java/com/training/trackplanner/data/ExercisePlanning.kt#Exercise","program generation","ANALYSIS_CONTRACT_BASELINE_V1_UNCHANGED","FALSE","UNAVAILABLE","UNOBSERVABLE","NOT_TRIGGERED_FOR_BUILT_INS","Exact stableKey and checked-in source value",""
"META-ACTIVITY-NAME-FALLBACK","ex_33841b88","APPLICABLE","EXERCISE","TRUE","FALSE","EXERCISE","","EXERCISE","app/src/main/java/com/training/trackplanner/data/ExercisePlanning.kt#Exercise","program generation","ANALYSIS_CONTRACT_BASELINE_V1_UNCHANGED","FALSE","UNAVAILABLE","UNOBSERVABLE","NOT_TRIGGERED_FOR_BUILT_INS","Exact stableKey and checked-in source value",""
"META-ACTIVITY-NAME-FALLBACK","ex_33d2da8e","APPLICABLE","EXERCISE","TRUE","FALSE","EXERCISE","","EXERCISE","app/src/main/java/com/training/trackplanner/data/ExercisePlanning.kt#Exercise","program generation","ANALYSIS_CONTRACT_BASELINE_V1_UNCHANGED","FALSE","UNAVAILABLE","UNOBSERVABLE","NOT_TRIGGERED_FOR_BUILT_INS","Exact stableKey and checked-in source value",""
"META-ACTIVITY-NAME-FALLBACK","ex_34e7d21","APPLICABLE","EXERCISE","TRUE","FALSE","EXERCISE","","EXERCISE","app/src/main/java/com/training/trackplanner/data/ExercisePlanning.kt#Exercise","program generation","ANALYSIS_CONTRACT_BASELINE_V1_UNCHANGED","FALSE","UNAVAILABLE","UNOBSERVABLE","NOT_TRIGGERED_FOR_BUILT_INS","Exact stableKey and checked-in source value",""
"META-ACTIVITY-NAME-FALLBACK","ex_377448a9","APPLICABLE","EXERCISE","TRUE","FALSE","EXERCISE","","EXERCISE","app/src/main/java/com/training/trackplanner/data/ExercisePlanning.kt#Exercise","program generation","ANALYSIS_CONTRACT_BASELINE_V1_UNCHANGED","FALSE","UNAVAILABLE","UNOBSERVABLE","NOT_TRIGGERED_FOR_BUILT_INS","Exact stableKey and checked-in source value",""
"META-ACTIVITY-NAME-FALLBACK","ex_389920ab","APPLICABLE","EXERCISE","TRUE","FALSE","EXERCISE","","EXERCISE","app/src/main/java/com/training/trackplanner/data/ExercisePlanning.kt#Exercise","program generation","ANALYSIS_CONTRACT_BASELINE_V1_UNCHANGED","FALSE","UNAVAILABLE","UNOBSERVABLE","NOT_TRIGGERED_FOR_BUILT_INS","Exact stableKey and checked-in source value",""
"META-ACTIVITY-NAME-FALLBACK","ex_389e0556","APPLICABLE","EXERCISE","TRUE","FALSE","EXERCISE","","EXERCISE","app/src/main/java/com/training/trackplanner/data/ExercisePlanning.kt#Exercise","program generation","ANALYSIS_CONTRACT_BASELINE_V1_UNCHANGED","FALSE","UNAVAILABLE","UNOBSERVABLE","NOT_TRIGGERED_FOR_BUILT_INS","Exact stableKey and checked-in source value",""
"META-ACTIVITY-NAME-FALLBACK","ex_3a7d3eda","APPLICABLE","EXERCISE","TRUE","FALSE","EXERCISE","","EXERCISE","app/src/main/java/com/training/trackplanner/data/ExercisePlanning.kt#Exercise","program generation","ANALYSIS_CONTRACT_BASELINE_V1_UNCHANGED","FALSE","UNAVAILABLE","UNOBSERVABLE","NOT_TRIGGERED_FOR_BUILT_INS","Exact stableKey and checked-in source value",""
"META-ACTIVITY-NAME-FALLBACK","ex_3c3692aa","APPLICABLE","EXERCISE","TRUE","FALSE","EXERCISE","","EXERCISE","app/src/main/java/com/training/trackplanner/data/ExercisePlanning.kt#Exercise","program generation","ANALYSIS_CONTRACT_BASELINE_V1_UNCHANGED","FALSE","UNAVAILABLE","UNOBSERVABLE","NOT_TRIGGERED_FOR_BUILT_INS","Exact stableKey and checked-in source value",""
"META-ACTIVITY-NAME-FALLBACK","ex_3caa236b","APPLICABLE","EXERCISE","TRUE","FALSE","EXERCISE","","EXERCISE","app/src/main/java/com/training/trackplanner/data/ExercisePlanning.kt#Exercise","program generation","ANALYSIS_CONTRACT_BASELINE_V1_UNCHANGED","FALSE","UNAVAILABLE","UNOBSERVABLE","NOT_TRIGGERED_FOR_BUILT_INS","Exact stableKey and checked-in source value",""
"META-ACTIVITY-NAME-FALLBACK","ex_3d5719de","APPLICABLE","EXERCISE","TRUE","FALSE","EXERCISE","","EXERCISE","app/src/main/java/com/training/trackplanner/data/ExercisePlanning.kt#Exercise","program generation","ANALYSIS_CONTRACT_BASELINE_V1_UNCHANGED","FALSE","UNAVAILABLE","UNOBSERVABLE","NOT_TRIGGERED_FOR_BUILT_INS","Exact stableKey and checked-in source value",""
"META-ACTIVITY-NAME-FALLBACK","ex_3f184ef9","APPLICABLE","EXERCISE","TRUE","FALSE","EXERCISE","","EXERCISE","app/src/main/java/com/training/trackplanner/data/ExercisePlanning.kt#Exercise","program generation","ANALYSIS_CONTRACT_BASELINE_V1_UNCHANGED","FALSE","UNAVAILABLE","UNOBSERVABLE","NOT_TRIGGERED_FOR_BUILT_INS","Exact stableKey and checked-in source value",""
"META-ACTIVITY-NAME-FALLBACK","ex_40fa57be","APPLICABLE","EXERCISE","TRUE","FALSE","EXERCISE","","EXERCISE","app/src/main/java/com/training/trackplanner/data/ExercisePlanning.kt#Exercise","program generation","ANALYSIS_CONTRACT_BASELINE_V1_UNCHANGED","FALSE","UNAVAILABLE","UNOBSERVABLE","NOT_TRIGGERED_FOR_BUILT_INS","Exact stableKey and checked-in source value",""
"META-ACTIVITY-NAME-FALLBACK","ex_421ba24b","APPLICABLE","EXERCISE","TRUE","FALSE","EXERCISE","","EXERCISE","app/src/main/java/com/training/trackplanner/data/ExercisePlanning.kt#Exercise","program generation","ANALYSIS_CONTRACT_BASELINE_V1_UNCHANGED","FALSE","UNAVAILABLE","UNOBSERVABLE","NOT_TRIGGERED_FOR_BUILT_INS","Exact stableKey and checked-in source value",""
"META-ACTIVITY-NAME-FALLBACK","ex_4255e429","APPLICABLE","EXERCISE","TRUE","FALSE","EXERCISE","","EXERCISE","app/src/main/java/com/training/trackplanner/data/ExercisePlanning.kt#Exercise","program generation","ANALYSIS_CONTRACT_BASELINE_V1_UNCHANGED","FALSE","UNAVAILABLE","UNOBSERVABLE","NOT_TRIGGERED_FOR_BUILT_INS","Exact stableKey and checked-in source value",""
"META-ACTIVITY-NAME-FALLBACK","ex_442617f6","APPLICABLE","EXERCISE","TRUE","FALSE","EXERCISE","","EXERCISE","app/src/main/java/com/training/trackplanner/data/ExercisePlanning.kt#Exercise","program generation","ANALYSIS_CONTRACT_BASELINE_V1_UNCHANGED","FALSE","UNAVAILABLE","UNOBSERVABLE","NOT_TRIGGERED_FOR_BUILT_INS","Exact stableKey and checked-in source value",""
"META-ACTIVITY-NAME-FALLBACK","ex_462c760e","APPLICABLE","EXERCISE","TRUE","FALSE","EXERCISE","","EXERCISE","app/src/main/java/com/training/trackplanner/data/ExercisePlanning.kt#Exercise","program generation","ANALYSIS_CONTRACT_BASELINE_V1_UNCHANGED","FALSE","UNAVAILABLE","UNOBSERVABLE","NOT_TRIGGERED_FOR_BUILT_INS","Exact stableKey and checked-in source value",""
"META-ACTIVITY-NAME-FALLBACK","ex_4773b6ea","APPLICABLE","EXERCISE","TRUE","FALSE","EXERCISE","","EXERCISE","app/src/main/java/com/training/trackplanner/data/ExercisePlanning.kt#Exercise","program generation","ANALYSIS_CONTRACT_BASELINE_V1_UNCHANGED","FALSE","UNAVAILABLE","UNOBSERVABLE","NOT_TRIGGERED_FOR_BUILT_INS","Exact stableKey and checked-in source value",""
"META-ACTIVITY-NAME-FALLBACK","ex_4aa3725a","APPLICABLE","EXERCISE","TRUE","FALSE","EXERCISE","","EXERCISE","app/src/main/java/com/training/trackplanner/data/ExercisePlanning.kt#Exercise","program generation","ANALYSIS_CONTRACT_BASELINE_V1_UNCHANGED","FALSE","UNAVAILABLE","UNOBSERVABLE","NOT_TRIGGERED_FOR_BUILT_INS","Exact stableKey and checked-in source value",""
"META-ACTIVITY-NAME-FALLBACK","ex_4c76dbb2","APPLICABLE","EXERCISE","TRUE","FALSE","EXERCISE","","EXERCISE","app/src/main/java/com/training/trackplanner/data/ExercisePlanning.kt#Exercise","program generation","ANALYSIS_CONTRACT_BASELINE_V1_UNCHANGED","FALSE","UNAVAILABLE","UNOBSERVABLE","NOT_TRIGGERED_FOR_BUILT_INS","Exact stableKey and checked-in source value",""
"META-ACTIVITY-NAME-FALLBACK","ex_4c779df2","APPLICABLE","EXERCISE","TRUE","FALSE","EXERCISE","","EXERCISE","app/src/main/java/com/training/trackplanner/data/ExercisePlanning.kt#Exercise","program generation","ANALYSIS_CONTRACT_BASELINE_V1_UNCHANGED","FALSE","UNAVAILABLE","UNOBSERVABLE","NOT_TRIGGERED_FOR_BUILT_INS","Exact stableKey and checked-in source value",""
"META-ACTIVITY-NAME-FALLBACK","ex_5004ca76","APPLICABLE","EXERCISE","TRUE","FALSE","EXERCISE","","EXERCISE","app/src/main/java/com/training/trackplanner/data/ExercisePlanning.kt#Exercise","program generation","ANALYSIS_CONTRACT_BASELINE_V1_UNCHANGED","FALSE","UNAVAILABLE","UNOBSERVABLE","NOT_TRIGGERED_FOR_BUILT_INS","Exact stableKey and checked-in source value",""
"META-ACTIVITY-NAME-FALLBACK","ex_516f4456","APPLICABLE","EXERCISE","TRUE","FALSE","EXERCISE","","EXERCISE","app/src/main/java/com/training/trackplanner/data/ExercisePlanning.kt#Exercise","program generation","ANALYSIS_CONTRACT_BASELINE_V1_UNCHANGED","FALSE","UNAVAILABLE","UNOBSERVABLE","NOT_TRIGGERED_FOR_BUILT_INS","Exact stableKey and checked-in source value",""
"META-ACTIVITY-NAME-FALLBACK","ex_5322f2d1","APPLICABLE","EXERCISE","TRUE","FALSE","EXERCISE","","EXERCISE","app/src/main/java/com/training/trackplanner/data/ExercisePlanning.kt#Exercise","program generation","ANALYSIS_CONTRACT_BASELINE_V1_UNCHANGED","FALSE","UNAVAILABLE","UNOBSERVABLE","NOT_TRIGGERED_FOR_BUILT_INS","Exact stableKey and checked-in source value",""
"META-ACTIVITY-NAME-FALLBACK","ex_5c8751d2","APPLICABLE","EXERCISE","TRUE","FALSE","EXERCISE","","EXERCISE","app/src/main/java/com/training/trackplanner/data/ExercisePlanning.kt#Exercise","program generation","ANALYSIS_CONTRACT_BASELINE_V1_UNCHANGED","FALSE","UNAVAILABLE","UNOBSERVABLE","NOT_TRIGGERED_FOR_BUILT_INS","Exact stableKey and checked-in source value",""
"META-ACTIVITY-NAME-FALLBACK","ex_5ca7133f","APPLICABLE","EXERCISE","TRUE","FALSE","EXERCISE","","EXERCISE","app/src/main/java/com/training/trackplanner/data/ExercisePlanning.kt#Exercise","program generation","ANALYSIS_CONTRACT_BASELINE_V1_UNCHANGED","FALSE","UNAVAILABLE","UNOBSERVABLE","NOT_TRIGGERED_FOR_BUILT_INS","Exact stableKey and checked-in source value",""
"META-ACTIVITY-NAME-FALLBACK","ex_6232f4bc","APPLICABLE","EXERCISE","TRUE","FALSE","EXERCISE","","EXERCISE","app/src/main/java/com/training/trackplanner/data/ExercisePlanning.kt#Exercise","program generation","ANALYSIS_CONTRACT_BASELINE_V1_UNCHANGED","FALSE","UNAVAILABLE","UNOBSERVABLE","NOT_TRIGGERED_FOR_BUILT_INS","Exact stableKey and checked-in source value",""
"META-ACTIVITY-NAME-FALLBACK","ex_64422511","APPLICABLE","EXERCISE","TRUE","FALSE","EXERCISE","","EXERCISE","app/src/main/java/com/training/trackplanner/data/ExercisePlanning.kt#Exercise","program generation","ANALYSIS_CONTRACT_BASELINE_V1_UNCHANGED","FALSE","UNAVAILABLE","UNOBSERVABLE","NOT_TRIGGERED_FOR_BUILT_INS","Exact stableKey and checked-in source value",""
"META-ACTIVITY-NAME-FALLBACK","ex_644e0f9d","APPLICABLE","EXERCISE","TRUE","FALSE","EXERCISE","","EXERCISE","app/src/main/java/com/training/trackplanner/data/ExercisePlanning.kt#Exercise","program generation","ANALYSIS_CONTRACT_BASELINE_V1_UNCHANGED","FALSE","UNAVAILABLE","UNOBSERVABLE","NOT_TRIGGERED_FOR_BUILT_INS","Exact stableKey and checked-in source value",""
"META-ACTIVITY-NAME-FALLBACK","ex_6463edad","APPLICABLE","EXERCISE","TRUE","FALSE","EXERCISE","","EXERCISE","app/src/main/java/com/training/trackplanner/data/ExercisePlanning.kt#Exercise","program generation","ANALYSIS_CONTRACT_BASELINE_V1_UNCHANGED","FALSE","UNAVAILABLE","UNOBSERVABLE","NOT_TRIGGERED_FOR_BUILT_INS","Exact stableKey and checked-in source value",""
"META-ACTIVITY-NAME-FALLBACK","ex_64644b5e","APPLICABLE","EXERCISE","TRUE","FALSE","EXERCISE","","EXERCISE","app/src/main/java/com/training/trackplanner/data/ExercisePlanning.kt#Exercise","program generation","ANALYSIS_CONTRACT_BASELINE_V1_UNCHANGED","FALSE","UNAVAILABLE","UNOBSERVABLE","NOT_TRIGGERED_FOR_BUILT_INS","Exact stableKey and checked-in source value",""
