"summaryType","key","count","details"
"TARGET_LAYER_COUNT","LEGACY_COMPOSITE_TO_BE_DECOMPOSED","25",""
"TARGET_LAYER_COUNT","NON_METADATA_COMPATIBILITY_OR_ANALYSIS_PROTOCOL","96",""
"TARGET_LAYER_COUNT","NON_METADATA_LEGACY_COMPATIBILITY","100",""
"TARGET_LAYER_COUNT","OFI","10",""
"TARGET_LAYER_COUNT","PRESENTATION","6",""
"TARGET_LAYER_COUNT","PROGRAM_GENERATION","43",""
"TARGET_LAYER_COUNT","PROVENANCE_REVIEW","10",""
"TARGET_LAYER_COUNT","STRENGTH_PERFORMANCE","4",""
"TARGET_LAYER_COUNT","UNRESOLVED","4147",""
"UNESTABLISHED_CONSUMER","accessoryContributionGroup|Room exercises|app/src/main/java/com/training/trackplanner/analysis/core/AnalysisInputCollector.kt#Exercise","1","No v2.2-reviewed exact consumer decision"
"UNESTABLISHED_CONSUMER","accessoryContributionGroup|Room exercises|app/src/main/java/com/training/trackplanner/analysis/core/AnalysisInputSnapshot.kt#AnalysisExerciseMetadata","1","No v2.2-reviewed exact consumer decision"
"UNESTABLISHED_CONSUMER","accessoryContributionGroup|Room exercises|app/src/main/java/com/training/trackplanner/analysis/features/ExerciseAnalysisMapper.kt#AnalysisExerciseFeatures","1","No v2.2-reviewed exact consumer decision"
"UNESTABLISHED_CONSUMER","accessoryContributionGroup|Room exercises|app/src/main/java/com/training/trackplanner/analysis/features/ExerciseAnalysisMapper.kt#fromRecord","1","No v2.2-reviewed exact consumer decision"
"UNESTABLISHED_CONSUMER","accessoryContributionGroup|Room exercises|app/src/main/java/com/training/trackplanner/analysis/features/MetadataReadinessReporter.kt#Exercise","1","No v2.2-reviewed exact consumer decision"
"UNESTABLISHED_CONSUMER","accessoryContributionGroup|Room exercises|app/src/main/java/com/training/trackplanner/analysis/features/MetadataReadinessReporter.kt#progressReady","1","No v2.2-reviewed exact consumer decision"
"UNESTABLISHED_CONSUMER","accessoryContributionGroup|Room exercises|app/src/main/java/com/training/trackplanner/analysis/proxyperformance/ProxyPerformanceLoadingBuilder.kt#build","1","No v2.2-reviewed exact consumer decision"
"UNESTABLISHED_CONSUMER","accessoryContributionGroup|Room exercises|app/src/main/java/com/training/trackplanner/data/CanonicalExerciseMetadataRepository.kt#exerciseFrom","1","No v2.2-reviewed exact consumer decision"
"UNESTABLISHED_CONSUMER","accessoryContributionGroup|Room exercises|app/src/main/java/com/training/trackplanner/data/Entities.kt#Exercise","1","No v2.2-reviewed exact consumer decision"
"UNESTABLISHED_CONSUMER","accessoryContributionGroup|Room exercises|app/src/main/java/com/training/trackplanner/data/ExerciseMetadataBackupContract.kt#ExerciseMetadataFieldPolicyRegistry","1","No v2.2-reviewed exact consumer decision"
"UNESTABLISHED_CONSUMER","accessoryContributionGroup|Room exercises|app/src/main/java/com/training/trackplanner/data/ExerciseMetadataBackupContract.kt#normalize","1","No v2.2-reviewed exact consumer decision"
"UNESTABLISHED_CONSUMER","accessoryContributionGroup|Room exercises|app/src/main/java/com/training/trackplanner/data/ExerciseMetadataMapper.kt#applyMetadata","1","No v2.2-reviewed exact consumer decision"
"UNESTABLISHED_CONSUMER","accessoryContributionGroup|Room exercises|app/src/main/java/com/training/trackplanner/data/ExerciseMetadataMapper.kt#MetadataSource","1","No v2.2-reviewed exact consumer decision"
"UNESTABLISHED_CONSUMER","accessoryContributionGroup|Room exercises|app/src/main/java/com/training/trackplanner/data/ExerciseMetadataTaxonomy.kt#AccessoryContributionGroup","1","No v2.2-reviewed exact consumer decision"
"UNESTABLISHED_CONSUMER","accessoryContributionGroup|Room exercises|app/src/main/java/com/training/trackplanner/data/ExerciseStableKeyMigration.kt#createExerciseTable","1","No v2.2-reviewed exact consumer decision"
"UNESTABLISHED_CONSUMER","accessoryContributionGroup|Room exercises|app/src/main/java/com/training/trackplanner/data/ExerciseStableKeyMigration.kt#insertUnresolvedExercise","1","No v2.2-reviewed exact consumer decision"
"UNESTABLISHED_CONSUMER","accessoryContributionGroup|Room exercises|app/src/main/java/com/training/trackplanner/data/ExerciseStableKeyMigration.kt#migrate","1","No v2.2-reviewed exact consumer decision"
"UNESTABLISHED_CONSUMER","accessoryContributionGroup|Room exercises|app/src/main/java/com/training/trackplanner/data/MetadataSanityChecker.kt#Exercise","1","No v2.2-reviewed exact consumer decision"
"UNESTABLISHED_CONSUMER","accessoryContributionGroup|Room exercises|app/src/main/java/com/training/trackplanner/data/RuntimeExerciseMetadataResolver.kt#Exercise","1","No v2.2-reviewed exact consumer decision"
"UNESTABLISHED_CONSUMER","accessoryContributionGroup|Room exercises|app/src/main/java/com/training/trackplanner/data/SeedData.kt#validateCatalog","1","No v2.2-reviewed exact consumer decision"
"UNESTABLISHED_CONSUMER","accessoryContributionGroup|Room exercises|app/src/main/java/com/training/trackplanner/data/TrainingDatabase.kt#migrate","1","No v2.2-reviewed exact consumer decision"
"UNESTABLISHED_CONSUMER","accessoryContributionGroup|Room exercises|app/src/main/java/com/training/trackplanner/data/TrainingRepository.kt#Exercise","1","No v2.2-reviewed exact consumer decision"
"UNESTABLISHED_CONSUMER","accessoryContributionGroup|Room exercises|app/src/main/java/com/training/trackplanner/data/TrainingRoleSplitMigration.kt#createExercisesWithoutLegacyRole","1","No v2.2-reviewed exact consumer decision"
"UNESTABLISHED_CONSUMER","accessoryContributionGroup|Room exercises|app/src/main/java/com/training/trackplanner/data/TrainingRoleSplitMigration.kt#migrateIntrinsicTrainingRoles","1","No v2.2-reviewed exact consumer decision"
"UNESTABLISHED_CONSUMER","accessoryRoles|Room exercises|app/src/main/java/com/training/trackplanner/analysis/core/AnalysisInputCollector.kt#Exercise","1","No v2.2-reviewed exact consumer decision"
"UNESTABLISHED_CONSUMER","accessoryRoles|Room exercises|app/src/main/java/com/training/trackplanner/analysis/core/AnalysisInputSnapshot.kt#AnalysisExerciseMetadata","1","No v2.2-reviewed exact consumer decision"
"UNESTABLISHED_CONSUMER","accessoryRoles|Room exercises|app/src/main/java/com/training/trackplanner/data/CanonicalExerciseMetadataRepository.kt#exerciseFrom","1","No v2.2-reviewed exact consumer decision"
"UNESTABLISHED_CONSUMER","accessoryRoles|Room exercises|app/src/main/java/com/training/trackplanner/data/Entities.kt#Exercise","1","No v2.2-reviewed exact consumer decision"
"UNESTABLISHED_CONSUMER","accessoryRoles|Room exercises|app/src/main/java/com/training/trackplanner/data/ExerciseMetadataBackupContract.kt#ExerciseMetadataFieldPolicyRegistry","1","No v2.2-reviewed exact consumer decision"
"UNESTABLISHED_CONSUMER","accessoryRoles|Room exercises|app/src/main/java/com/training/trackplanner/data/ExerciseMetadataBackupContract.kt#normalize","1","No v2.2-reviewed exact consumer decision"
"UNESTABLISHED_CONSUMER","accessoryRoles|Room exercises|app/src/main/java/com/training/trackplanner/data/ExerciseMetadataMapper.kt#from","1","No v2.2-reviewed exact consumer decision"
"UNESTABLISHED_CONSUMER","accessoryRoles|Room exercises|app/src/main/java/com/training/trackplanner/data/ExerciseStableKeyMigration.kt#createExerciseTable","1","No v2.2-reviewed exact consumer decision"
"UNESTABLISHED_CONSUMER","accessoryRoles|Room exercises|app/src/main/java/com/training/trackplanner/data/ExerciseStableKeyMigration.kt#insertUnresolvedExercise","1","No v2.2-reviewed exact consumer decision"
"UNESTABLISHED_CONSUMER","accessoryRoles|Room exercises|app/src/main/java/com/training/trackplanner/data/ExerciseStableKeyMigration.kt#migrate","1","No v2.2-reviewed exact consumer decision"
"UNESTABLISHED_CONSUMER","accessoryRoles|Room exercises|app/src/main/java/com/training/trackplanner/data/ExerciseTaxonomy.kt#ExerciseTaxonomy","1","No v2.2-reviewed exact consumer decision"
"UNESTABLISHED_CONSUMER","accessoryRoles|Room exercises|app/src/main/java/com/training/trackplanner/data/RuntimeExerciseMetadataResolver.kt#Exercise","1","No v2.2-reviewed exact consumer decision"
"UNESTABLISHED_CONSUMER","accessoryRoles|Room exercises|app/src/main/java/com/training/trackplanner/data/SeedData.kt#exerciseFromCsv","1","No v2.2-reviewed exact consumer decision"
"UNESTABLISHED_CONSUMER","accessoryRoles|Room exercises|app/src/main/java/com/training/trackplanner/data/SeedData.kt#validateCatalog","1","No v2.2-reviewed exact consumer decision"
"UNESTABLISHED_CONSUMER","accessoryRoles|Room exercises|app/src/main/java/com/training/trackplanner/data/SlotCapabilityResolver.kt#legacyTokens","1","No v2.2-reviewed exact consumer decision"
"UNESTABLISHED_CONSUMER","accessoryRoles|Room exercises|app/src/main/java/com/training/trackplanner/data/TrainingRoleSplitMigration.kt#createExercisesWithoutLegacyRole","1","No v2.2-reviewed exact consumer decision"
"UNESTABLISHED_CONSUMER","accessoryRoles|Room exercises|app/src/main/java/com/training/trackplanner/data/TrainingRoleSplitMigration.kt#migrateIntrinsicTrainingRoles","1","No v2.2-reviewed exact consumer decision"
"UNESTABLISHED_CONSUMER","accessoryRoles|Room exercises|app/src/main/java/com/training/trackplanner/ExerciseSubcategoryMapper.kt#addStructured","1","No v2.2-reviewed exact consumer decision"
"UNESTABLISHED_CONSUMER","adaptiveBaselineGroups|Room exercises|app/src/main/java/com/training/trackplanner/analysis/core/AnalysisInputCollector.kt#Exercise","1","No v2.2-reviewed exact consumer decision"
"UNESTABLISHED_CONSUMER","adaptiveBaselineGroups|Room exercises|app/src/main/java/com/training/trackplanner/analysis/core/AnalysisInputSnapshot.kt#AnalysisExerciseMetadata","1","No v2.2-reviewed exact consumer decision"
"UNESTABLISHED_CONSUMER","adaptiveBaselineGroups|Room exercises|app/src/main/java/com/training/trackplanner/analysis/features/ExerciseAnalysisMapper.kt#AnalysisExerciseFeatures","1","No v2.2-reviewed exact consumer decision"
"UNESTABLISHED_CONSUMER","adaptiveBaselineGroups|Room exercises|app/src/main/java/com/training/trackplanner/analysis/features/ExerciseAnalysisMapper.kt#fromRecord","1","No v2.2-reviewed exact consumer decision"
"UNESTABLISHED_CONSUMER","adaptiveBaselineGroups|Room exercises|app/src/main/java/com/training/trackplanner/analysis/features/MetadataReadinessReporter.kt#Exercise","1","No v2.2-reviewed exact consumer decision"
"UNESTABLISHED_CONSUMER","adaptiveBaselineGroups|Room exercises|app/src/main/java/com/training/trackplanner/analysis/features/MetadataReadinessReporter.kt#fatigueReady","1","No v2.2-reviewed exact consumer decision"
"UNESTABLISHED_CONSUMER","adaptiveBaselineGroups|Room exercises|app/src/main/java/com/training/trackplanner/analysis/readiness/DailyAnalysisLoadAggregator.kt#aggregate","1","No v2.2-reviewed exact consumer decision"
"UNESTABLISHED_CONSUMER","adaptiveBaselineGroups|Room exercises|app/src/main/java/com/training/trackplanner/data/CanonicalExerciseMetadataRepository.kt#exerciseFrom","1","No v2.2-reviewed exact consumer decision"
"UNESTABLISHED_CONSUMER","adaptiveBaselineGroups|Room exercises|app/src/main/java/com/training/trackplanner/data/Entities.kt#Exercise","1","No v2.2-reviewed exact consumer decision"
"UNESTABLISHED_CONSUMER","adaptiveBaselineGroups|Room exercises|app/src/main/java/com/training/trackplanner/data/ExerciseMetadataBackupContract.kt#ExerciseMetadataFieldPolicyRegistry","1","No v2.2-reviewed exact consumer decision"
"UNESTABLISHED_CONSUMER","adaptiveBaselineGroups|Room exercises|app/src/main/java/com/training/trackplanner/data/ExerciseMetadataBackupContract.kt#normalize","1","No v2.2-reviewed exact consumer decision"
"UNESTABLISHED_CONSUMER","adaptiveBaselineGroups|Room exercises|app/src/main/java/com/training/trackplanner/data/ExerciseMetadataMapper.kt#applyMetadata","1","No v2.2-reviewed exact consumer decision"
"UNESTABLISHED_CONSUMER","adaptiveBaselineGroups|Room exercises|app/src/main/java/com/training/trackplanner/data/ExerciseStableKeyMigration.kt#createExerciseTable","1","No v2.2-reviewed exact consumer decision"
"UNESTABLISHED_CONSUMER","adaptiveBaselineGroups|Room exercises|app/src/main/java/com/training/trackplanner/data/ExerciseStableKeyMigration.kt#insertUnresolvedExercise","1","No v2.2-reviewed exact consumer decision"
"UNESTABLISHED_CONSUMER","adaptiveBaselineGroups|Room exercises|app/src/main/java/com/training/trackplanner/data/ExerciseStableKeyMigration.kt#migrate","1","No v2.2-reviewed exact consumer decision"
"UNESTABLISHED_CONSUMER","adaptiveBaselineGroups|Room exercises|app/src/main/java/com/training/trackplanner/data/MetadataSanityChecker.kt#check","1","No v2.2-reviewed exact consumer decision"
"UNESTABLISHED_CONSUMER","adaptiveBaselineGroups|Room exercises|app/src/main/java/com/training/trackplanner/data/MetadataSanityChecker.kt#Exercise","1","No v2.2-reviewed exact consumer decision"
"UNESTABLISHED_CONSUMER","adaptiveBaselineGroups|Room exercises|app/src/main/java/com/training/trackplanner/data/RuntimeExerciseMetadataResolver.kt#Exercise","1","No v2.2-reviewed exact consumer decision"
"UNESTABLISHED_CONSUMER","adaptiveBaselineGroups|Room exercises|app/src/main/java/com/training/trackplanner/data/SeedData.kt#validateCatalog","1","No v2.2-reviewed exact consumer decision"
"UNESTABLISHED_CONSUMER","adaptiveBaselineGroups|Room exercises|app/src/main/java/com/training/trackplanner/data/TrainingDatabase.kt#migrate","1","No v2.2-reviewed exact consumer decision"
"UNESTABLISHED_CONSUMER","adaptiveBaselineGroups|Room exercises|app/src/main/java/com/training/trackplanner/data/TrainingRepository.kt#Exercise","1","No v2.2-reviewed exact consumer decision"
"UNESTABLISHED_CONSUMER","adaptiveBaselineGroups|Room exercises|app/src/main/java/com/training/trackplanner/data/TrainingRoleSplitMigration.kt#createExercisesWithoutLegacyRole","1","No v2.2-reviewed exact consumer decision"
"UNESTABLISHED_CONSUMER","adaptiveBaselineGroups|Room exercises|app/src/main/java/com/training/trackplanner/data/TrainingRoleSplitMigration.kt#migrateIntrinsicTrainingRoles","1","No v2.2-reviewed exact consumer decision"
"UNESTABLISHED_CONSUMER","analysisEligibility|canonical asset plus Room runtime_exercise_metadata override|app/src/main/java/com/training/trackplanner/analysis/core/AnalysisInputCollector.kt#Exercise","1","Exact analysisEligibility consumer inventoried; semantic destination remains unresolved"
"UNESTABLISHED_CONSUMER","analysisEligibility|canonical asset plus Room runtime_exercise_metadata override|app/src/main/java/com/training/trackplanner/analysis/core/AnalysisInputSnapshot.kt#AnalysisExerciseMetadata","1","Exact analysisEligibility consumer inventoried; semantic destination remains unresolved"
"UNESTABLISHED_CONSUMER","analysisEligibility|canonical asset plus Room runtime_exercise_metadata override|app/src/main/java/com/training/trackplanner/analysis/features/ExerciseAnalysisMapper.kt#AnalysisExerciseFeatures","1","Exact analysisEligibility consumer inventoried; semantic destination remains unresolved"
"UNESTABLISHED_CONSUMER","analysisEligibility|canonical asset plus Room runtime_exercise_metadata override|app/src/main/java/com/training/trackplanner/analysis/features/ExerciseAnalysisMapper.kt#Exercise","1","Exact analysisEligibility consumer inventoried; semantic destination remains unresolved"
"UNESTABLISHED_CONSUMER","analysisEligibility|canonical asset plus Room runtime_exercise_metadata override|app/src/main/java/com/training/trackplanner/analysis/features/ExerciseAnalysisMapper.kt#fromRecord","1","Exact analysisEligibility consumer inventoried; semantic destination remains unresolved"
"UNESTABLISHED_CONSUMER","analysisEligibility|canonical asset plus Room runtime_exercise_metadata override|app/src/main/java/com/training/trackplanner/data/BackupRestoreImportService.kt#restoreExercise","1","Exact analysisEligibility consumer inventoried; semantic destination remains unresolved"
"UNESTABLISHED_CONSUMER","analysisEligibility|canonical asset plus Room runtime_exercise_metadata override|app/src/main/java/com/training/trackplanner/data/CanonicalExerciseMetadataRepository.kt#exerciseFrom","1","Exact analysisEligibility consumer inventoried; semantic destination remains unresolved"
"UNESTABLISHED_CONSUMER","analysisEligibility|canonical asset plus Room runtime_exercise_metadata override|app/src/main/java/com/training/trackplanner/data/Entities.kt#Exercise","1","Exact analysisEligibility consumer inventoried; semantic destination remains unresolved"
"UNESTABLISHED_CONSUMER","analysisEligibility|canonical asset plus Room runtime_exercise_metadata override|app/src/main/java/com/training/trackplanner/data/ExerciseMetadataAdapter.kt#fromFields","1","Exact analysisEligibility consumer inventoried; semantic destination remains unresolved"
"UNESTABLISHED_CONSUMER","analysisEligibility|canonical asset plus Room runtime_exercise_metadata override|app/src/main/java/com/training/trackplanner/data/ExerciseMetadataAdapter.kt#RuntimeExerciseMetadata","1","Exact analysisEligibility consumer inventoried; semantic destination remains unresolved"
"UNESTABLISHED_CONSUMER","analysisEligibility|canonical asset plus Room runtime_exercise_metadata override|app/src/main/java/com/training/trackplanner/data/ExerciseMetadataBackupContract.kt#ExerciseMetadataFieldPolicyRegistry","1","Exact analysisEligibility consumer inventoried; semantic destination remains unresolved"
"UNESTABLISHED_CONSUMER","analysisEligibility|canonical asset plus Room runtime_exercise_metadata override|app/src/main/java/com/training/trackplanner/data/ExerciseMetadataBackupContract.kt#normalize","1","Exact analysisEligibility consumer inventoried; semantic destination remains unresolved"
"UNESTABLISHED_CONSUMER","analysisEligibility|canonical asset plus Room runtime_exercise_metadata override|app/src/main/java/com/training/trackplanner/data/ExerciseMetadataMapper.kt#applyMetadata","1","Exact analysisEligibility consumer inventoried; semantic destination remains unresolved"
"UNESTABLISHED_CONSUMER","analysisEligibility|canonical asset plus Room runtime_exercise_metadata override|app/src/main/java/com/training/trackplanner/data/ExerciseMetadataMapper.kt#MetadataSource","1","Exact analysisEligibility consumer inventoried; semantic destination remains unresolved"
"UNESTABLISHED_CONSUMER","analysisEligibility|canonical asset plus Room runtime_exercise_metadata override|app/src/main/java/com/training/trackplanner/data/ExerciseMetadataTaxonomy.kt#AnalysisEligibility","1","Exact analysisEligibility consumer inventoried; semantic destination remains unresolved"
"UNESTABLISHED_CONSUMER","analysisEligibility|canonical asset plus Room runtime_exercise_metadata override|app/src/main/java/com/training/trackplanner/data/ExerciseStableKeyMigration.kt#createExerciseTable","1","Exact analysisEligibility consumer inventoried; semantic destination remains unresolved"
"UNESTABLISHED_CONSUMER","analysisEligibility|canonical asset plus Room runtime_exercise_metadata override|app/src/main/java/com/training/trackplanner/data/ExerciseStableKeyMigration.kt#insertUnresolvedExercise","1","Exact analysisEligibility consumer inventoried; semantic destination remains unresolved"
"UNESTABLISHED_CONSUMER","analysisEligibility|canonical asset plus Room runtime_exercise_metadata override|app/src/main/java/com/training/trackplanner/data/ExerciseStableKeyMigration.kt#migrate","1","Exact analysisEligibility consumer inventoried; semantic destination remains unresolved"
"UNESTABLISHED_CONSUMER","analysisEligibility|canonical asset plus Room runtime_exercise_metadata override|app/src/main/java/com/training/trackplanner/data/MetadataSanityChecker.kt#check","1","Exact analysisEligibility consumer inventoried; semantic destination remains unresolved"
"UNESTABLISHED_CONSUMER","analysisEligibility|canonical asset plus Room runtime_exercise_metadata override|app/src/main/java/com/training/trackplanner/data/MetadataSanityChecker.kt#Exercise","1","Exact analysisEligibility consumer inventoried; semantic destination remains unresolved"
"UNESTABLISHED_CONSUMER","analysisEligibility|canonical asset plus Room runtime_exercise_metadata override|app/src/main/java/com/training/trackplanner/data/RecordCsvBackupRestore.kt#appendStrengthRow","1","Exact analysisEligibility consumer inventoried; semantic destination remains unresolved"
"UNESTABLISHED_CONSUMER","analysisEligibility|canonical asset plus Room runtime_exercise_metadata override|app/src/main/java/com/training/trackplanner/data/RecordCsvBackupRestore.kt#legacyRuntimeSnapshotRows","1","Exact analysisEligibility consumer inventoried; semantic destination remains unresolved"
"UNESTABLISHED_CONSUMER","analysisEligibility|canonical asset plus Room runtime_exercise_metadata override|app/src/main/java/com/training/trackplanner/data/RecordCsvBackupRestore.kt#value","1","Exact analysisEligibility consumer inventoried; semantic destination remains unresolved"
"UNESTABLISHED_CONSUMER","analysisEligibility|canonical asset plus Room runtime_exercise_metadata override|app/src/main/java/com/training/trackplanner/data/RuntimeExerciseMetadataPersistence.kt#RuntimeExerciseMetadata","1","Exact analysisEligibility consumer inventoried; semantic destination remains unresolved"
"UNESTABLISHED_CONSUMER","analysisEligibility|canonical asset plus Room runtime_exercise_metadata override|app/src/main/java/com/training/trackplanner/data/RuntimeExerciseMetadataPersistence.kt#RuntimeExerciseMetadataEntity","1","Exact analysisEligibility consumer inventoried; semantic destination remains unresolved"
"UNESTABLISHED_CONSUMER","analysisEligibility|canonical asset plus Room runtime_exercise_metadata override|app/src/main/java/com/training/trackplanner/data/RuntimeExerciseMetadataResolver.kt#Exercise","1","Exact analysisEligibility consumer inventoried; semantic destination remains unresolved"
"UNESTABLISHED_CONSUMER","analysisEligibility|canonical asset plus Room runtime_exercise_metadata override|app/src/main/java/com/training/trackplanner/data/RuntimeExerciseMetadataResolver.kt#forExercise","1","Exact analysisEligibility consumer inventoried; semantic destination remains unresolved"
"UNESTABLISHED_CONSUMER","analysisEligibility|canonical asset plus Room runtime_exercise_metadata override|app/src/main/java/com/training/trackplanner/data/RuntimeExerciseMetadataResolver.kt#forIdentity","1","Exact analysisEligibility consumer inventoried; semantic destination remains unresolved"
"UNESTABLISHED_CONSUMER","analysisEligibility|canonical asset plus Room runtime_exercise_metadata override|app/src/main/java/com/training/trackplanner/data/RuntimeExerciseMetadataResolver.kt#merged","1","Exact analysisEligibility consumer inventoried; semantic destination remains unresolved"
"UNESTABLISHED_CONSUMER","analysisEligibility|canonical asset plus Room runtime_exercise_metadata override|app/src/main/java/com/training/trackplanner/data/RuntimeExerciseMetadataResolver.kt#resolve","1","Exact analysisEligibility consumer inventoried; semantic destination remains unresolved"
"UNESTABLISHED_CONSUMER","analysisEligibility|canonical asset plus Room runtime_exercise_metadata override|app/src/main/java/com/training/trackplanner/data/SeedData.kt#validateCatalog","1","Exact analysisEligibility consumer inventoried; semantic destination remains unresolved"
"UNESTABLISHED_CONSUMER","analysisEligibility|canonical asset plus Room runtime_exercise_metadata override|app/src/main/java/com/training/trackplanner/data/TrainingDatabase.kt#migrate","1","Exact analysisEligibility consumer inventoried; semantic destination remains unresolved"
"UNESTABLISHED_CONSUMER","analysisEligibility|canonical asset plus Room runtime_exercise_metadata override|app/src/main/java/com/training/trackplanner/data/TrainingRepository.kt#Exercise","1","Exact analysisEligibility consumer inventoried; semantic destination remains unresolved"
"UNESTABLISHED_CONSUMER","analysisEligibility|canonical asset plus Room runtime_exercise_metadata override|app/src/main/java/com/training/trackplanner/data/TrainingRoleSplitMigration.kt#createExercisesWithoutLegacyRole","1","Exact analysisEligibility consumer inventoried; semantic destination remains unresolved"
"UNESTABLISHED_CONSUMER","analysisEligibility|canonical asset plus Room runtime_exercise_metadata override|app/src/main/java/com/training/trackplanner/data/TrainingRoleSplitMigration.kt#migrateIntrinsicTrainingRoles","1","Exact analysisEligibility consumer inventoried; semantic destination remains unresolved"
"UNESTABLISHED_CONSUMER","analysisEligibility|Room exercises|app/src/main/java/com/training/trackplanner/analysis/core/AnalysisInputCollector.kt#Exercise","1","Exact analysisEligibility consumer inventoried; semantic destination remains unresolved"
"UNESTABLISHED_CONSUMER","analysisEligibility|Room exercises|app/src/main/java/com/training/trackplanner/analysis/core/AnalysisInputSnapshot.kt#AnalysisExerciseMetadata","1","Exact analysisEligibility consumer inventoried; semantic destination remains unresolved"
"UNESTABLISHED_CONSUMER","analysisEligibility|Room exercises|app/src/main/java/com/training/trackplanner/analysis/features/ExerciseAnalysisMapper.kt#AnalysisExerciseFeatures","1","Exact analysisEligibility consumer inventoried; semantic destination remains unresolved"
"UNESTABLISHED_CONSUMER","analysisEligibility|Room exercises|app/src/main/java/com/training/trackplanner/analysis/features/ExerciseAnalysisMapper.kt#Exercise","1","Exact analysisEligibility consumer inventoried; semantic destination remains unresolved"
"UNESTABLISHED_CONSUMER","analysisEligibility|Room exercises|app/src/main/java/com/training/trackplanner/analysis/features/ExerciseAnalysisMapper.kt#fromRecord","1","Exact analysisEligibility consumer inventoried; semantic destination remains unresolved"
"UNESTABLISHED_CONSUMER","analysisEligibility|Room exercises|app/src/main/java/com/training/trackplanner/data/BackupRestoreImportService.kt#restoreExercise","1","Exact analysisEligibility consumer inventoried; semantic destination remains unresolved"
"UNESTABLISHED_CONSUMER","analysisEligibility|Room exercises|app/src/main/java/com/training/trackplanner/data/CanonicalExerciseMetadataRepository.kt#exerciseFrom","1","Exact analysisEligibility consumer inventoried; semantic destination remains unresolved"
"UNESTABLISHED_CONSUMER","analysisEligibility|Room exercises|app/src/main/java/com/training/trackplanner/data/Entities.kt#Exercise","1","Exact analysisEligibility consumer inventoried; semantic destination remains unresolved"
"UNESTABLISHED_CONSUMER","analysisEligibility|Room exercises|app/src/main/java/com/training/trackplanner/data/ExerciseMetadataAdapter.kt#fromFields","1","Exact analysisEligibility consumer inventoried; semantic destination remains unresolved"
"UNESTABLISHED_CONSUMER","analysisEligibility|Room exercises|app/src/main/java/com/training/trackplanner/data/ExerciseMetadataAdapter.kt#RuntimeExerciseMetadata","1","Exact analysisEligibility consumer inventoried; semantic destination remains unresolved"
"UNESTABLISHED_CONSUMER","analysisEligibility|Room exercises|app/src/main/java/com/training/trackplanner/data/ExerciseMetadataBackupContract.kt#ExerciseMetadataFieldPolicyRegistry","1","Exact analysisEligibility consumer inventoried; semantic destination remains unresolved"
"UNESTABLISHED_CONSUMER","analysisEligibility|Room exercises|app/src/main/java/com/training/trackplanner/data/ExerciseMetadataBackupContract.kt#normalize","1","Exact analysisEligibility consumer inventoried; semantic destination remains unresolved"
"UNESTABLISHED_CONSUMER","analysisEligibility|Room exercises|app/src/main/java/com/training/trackplanner/data/ExerciseMetadataMapper.kt#applyMetadata","1","Exact analysisEligibility consumer inventoried; semantic destination remains unresolved"
"UNESTABLISHED_CONSUMER","analysisEligibility|Room exercises|app/src/main/java/com/training/trackplanner/data/ExerciseMetadataMapper.kt#MetadataSource","1","Exact analysisEligibility consumer inventoried; semantic destination remains unresolved"
