relationKey,exerciseStableKey,exerciseName,muscleCode,muscleRelationType,qualifier,coefficient,confidence,sourceStatus,status,sourceStableKey,provenance
MUSCLE_00011,band_woodchop,밴드 우드찹,GLUTES,PRIMARY,,1,1,MIGRATED_CURRENT_BEHAVIOR,,band_woodchop,analysis_contract_baseline_v1.csv; inherited only where final closeout says so
MUSCLE_00012,band_woodchop,밴드 우드찹,LATERAL_CORE,PRIMARY,,1,1,MIGRATED_CURRENT_BEHAVIOR,,band_woodchop,analysis_contract_baseline_v1.csv; inherited only where final closeout says so
MUSCLE_00013,band_woodchop,밴드 우드찹,SHOULDERS,PRIMARY,,1,1,MIGRATED_CURRENT_BEHAVIOR,,band_woodchop,analysis_contract_baseline_v1.csv; inherited only where final closeout says so
MUSCLE_00014,barbell_back_squat,스쿼트,ANTERIOR_CORE,PRIMARY,,1,1,MIGRATED_CURRENT_BEHAVIOR,,barbell_back_squat,analysis_contract_baseline_v1.csv; inherited only where final closeout says so
MUSCLE_00015,barbell_back_squat,스쿼트,GLUTES,PRIMARY,,1,1,MIGRATED_CURRENT_BEHAVIOR,,barbell_back_squat,analysis_contract_baseline_v1.csv; inherited only where final closeout says so
MUSCLE_00016,barbell_back_squat,스쿼트,HAMSTRINGS,PRIMARY,,1,1,MIGRATED_CURRENT_BEHAVIOR,,barbell_back_squat,analysis_contract_baseline_v1.csv; inherited only where final closeout says so
MUSCLE_00017,barbell_back_squat,스쿼트,QUADS,PRIMARY,,1,1,MIGRATED_CURRENT_BEHAVIOR,,barbell_back_squat,analysis_contract_baseline_v1.csv; inherited only where final closeout says so
MUSCLE_00018,barbell_bench_press,벤치프레스,CHEST,PRIMARY,,1,1,MIGRATED_CURRENT_BEHAVIOR,,barbell_bench_press,analysis_contract_baseline_v1.csv; inherited only where final closeout says so
MUSCLE_00019,barbell_bench_press,벤치프레스,SHOULDERS,PRIMARY,,1,1,MIGRATED_CURRENT_BEHAVIOR,,barbell_bench_press,analysis_contract_baseline_v1.csv; inherited only where final closeout says so
MUSCLE_00020,barbell_bench_press,벤치프레스,TRICEPS,PRIMARY,,1,1,MIGRATED_CURRENT_BEHAVIOR,,barbell_bench_press,analysis_contract_baseline_v1.csv; inherited only where final closeout says so
MUSCLE_00021,barbell_bench_press,벤치프레스,ANTERIOR_CORE,SECONDARY,,0.5,1,MIGRATED_CURRENT_BEHAVIOR,,barbell_bench_press,analysis_contract_baseline_v1.csv; inherited only where final closeout says so
MUSCLE_00022,barbell_deadlift,데드리프트,ANTERIOR_CORE,PRIMARY,,1,1,MIGRATED_CURRENT_BEHAVIOR,,barbell_deadlift,analysis_contract_baseline_v1.csv; inherited only where final closeout says so
MUSCLE_00023,barbell_deadlift,데드리프트,BACK_LATS,PRIMARY,,1,1,MIGRATED_CURRENT_BEHAVIOR,,barbell_deadlift,analysis_contract_baseline_v1.csv; inherited only where final closeout says so
MUSCLE_00024,barbell_deadlift,데드리프트,GLUTES,PRIMARY,,1,1,MIGRATED_CURRENT_BEHAVIOR,,barbell_deadlift,analysis_contract_baseline_v1.csv; inherited only where final closeout says so
MUSCLE_00025,barbell_deadlift,데드리프트,HAMSTRINGS,PRIMARY,,1,1,MIGRATED_CURRENT_BEHAVIOR,,barbell_deadlift,analysis_contract_baseline_v1.csv; inherited only where final closeout says so
MUSCLE_00026,barbell_deadlift,데드리프트,POSTERIOR_CHAIN_ERECTORS,PRIMARY,,1,1,MIGRATED_CURRENT_BEHAVIOR,,barbell_deadlift,analysis_contract_baseline_v1.csv; inherited only where final closeout says so
MUSCLE_00027,barbell_reverse_curl,바벨 리버스 컬,BACK_LATS,PRIMARY,,1,1,MIGRATED_CURRENT_BEHAVIOR,,ex_dd2f732e,analysis_contract_baseline_v1.csv; inherited only where final closeout says so
MUSCLE_00028,barbell_reverse_curl,바벨 리버스 컬,BICEPS,PRIMARY,,1,1,MIGRATED_CURRENT_BEHAVIOR,,ex_dd2f732e,analysis_contract_baseline_v1.csv; inherited only where final closeout says so
MUSCLE_00029,barbell_reverse_curl,바벨 리버스 컬,FOREARM_GRIP,PRIMARY,,1,1,MIGRATED_CURRENT_BEHAVIOR,,ex_dd2f732e,analysis_contract_baseline_v1.csv; inherited only where final closeout says so
MUSCLE_00030,barbell_reverse_curl,바벨 리버스 컬,ANTERIOR_CORE,SECONDARY,,0.5,1,MIGRATED_CURRENT_BEHAVIOR,,ex_dd2f732e,analysis_contract_baseline_v1.csv; inherited only where final closeout says so
MUSCLE_00031,barbell_reverse_wrist_curl,바벨 리버스 리스트 컬,BACK_LATS,PRIMARY,,1,1,MIGRATED_CURRENT_BEHAVIOR,,ex_8e18b02a,analysis_contract_baseline_v1.csv; inherited only where final closeout says so
MUSCLE_00032,barbell_reverse_wrist_curl,바벨 리버스 리스트 컬,FOREARM_GRIP,PRIMARY,,1,1,MIGRATED_CURRENT_BEHAVIOR,,ex_8e18b02a,analysis_contract_baseline_v1.csv; inherited only where final closeout says so
MUSCLE_00033,barbell_reverse_wrist_curl,바벨 리버스 리스트 컬,ANTERIOR_CORE,SECONDARY,,0.5,1,MIGRATED_CURRENT_BEHAVIOR,,ex_8e18b02a,analysis_contract_baseline_v1.csv; inherited only where final closeout says so
MUSCLE_00034,barbell_romanian_deadlift,루마니안 바벨 데드리프트,GLUTES,PRIMARY,,1,1,MIGRATED_CURRENT_BEHAVIOR,,barbell_romanian_deadlift,analysis_contract_baseline_v1.csv; inherited only where final closeout says so
MUSCLE_00035,barbell_romanian_deadlift,루마니안 바벨 데드리프트,HAMSTRINGS,PRIMARY,,1,1,MIGRATED_CURRENT_BEHAVIOR,,barbell_romanian_deadlift,analysis_contract_baseline_v1.csv; inherited only where final closeout says so
MUSCLE_00036,barbell_romanian_deadlift,루마니안 바벨 데드리프트,ANTERIOR_CORE,SECONDARY,,0.5,1,MIGRATED_CURRENT_BEHAVIOR,,barbell_romanian_deadlift,analysis_contract_baseline_v1.csv; inherited only where final closeout says so
MUSCLE_00037,barbell_romanian_deadlift,루마니안 바벨 데드리프트,BACK_LATS,SECONDARY,,0.5,1,MIGRATED_CURRENT_BEHAVIOR,,barbell_romanian_deadlift,analysis_contract_baseline_v1.csv; inherited only where final closeout says so
MUSCLE_00038,barbell_romanian_deadlift,루마니안 바벨 데드리프트,POSTERIOR_CHAIN_ERECTORS,SECONDARY,,0.5,1,MIGRATED_CURRENT_BEHAVIOR,,barbell_romanian_deadlift,analysis_contract_baseline_v1.csv; inherited only where final closeout says so
MUSCLE_00039,cable_hip_adduction,케이블 힙 어덕션,ADDUCTOR_ABDUCTOR,PRIMARY,,1,1,MIGRATED_CURRENT_BEHAVIOR,,ex_eaea872c,analysis_contract_baseline_v1.csv; inherited only where final closeout says so
MUSCLE_00040,cable_hip_adduction,케이블 힙 어덕션,ANTERIOR_CORE,PRIMARY,,1,1,MIGRATED_CURRENT_BEHAVIOR,,ex_eaea872c,analysis_contract_baseline_v1.csv; inherited only where final closeout says so
MUSCLE_00041,cable_hip_adduction,케이블 힙 어덕션,GLUTES,PRIMARY,,1,1,MIGRATED_CURRENT_BEHAVIOR,,ex_eaea872c,analysis_contract_baseline_v1.csv; inherited only where final closeout says so
MUSCLE_00042,cable_lift,케이블 리프트,ANTERIOR_CORE,PRIMARY,,1,1,MIGRATED_CURRENT_BEHAVIOR,,cable_lift,analysis_contract_baseline_v1.csv; inherited only where final closeout says so
MUSCLE_00043,cable_lift,케이블 리프트,FOREARM_GRIP,PRIMARY,,1,1,MIGRATED_CURRENT_BEHAVIOR,,cable_lift,analysis_contract_baseline_v1.csv; inherited only where final closeout says so
MUSCLE_00044,cable_lift,케이블 리프트,GLUTES,PRIMARY,,1,1,MIGRATED_CURRENT_BEHAVIOR,,cable_lift,analysis_contract_baseline_v1.csv; inherited only where final closeout says so
MUSCLE_00045,cable_lift,케이블 리프트,LATERAL_CORE,PRIMARY,,1,1,MIGRATED_CURRENT_BEHAVIOR,,cable_lift,analysis_contract_baseline_v1.csv; inherited only where final closeout says so
MUSCLE_00046,cable_lift,케이블 리프트,SHOULDERS,PRIMARY,,1,1,MIGRATED_CURRENT_BEHAVIOR,,cable_lift,analysis_contract_baseline_v1.csv; inherited only where final closeout says so
MUSCLE_00047,cable_overhead_triceps_extension,케이블 오버헤드 트라이셉스 익스텐션,ANTERIOR_CORE,PRIMARY,,1,1,MIGRATED_CURRENT_BEHAVIOR,,ex_a9e8859c,analysis_contract_baseline_v1.csv; inherited only where final closeout says so
MUSCLE_00048,cable_overhead_triceps_extension,케이블 오버헤드 트라이셉스 익스텐션,FOREARM_GRIP,PRIMARY,,1,1,MIGRATED_CURRENT_BEHAVIOR,,ex_a9e8859c,analysis_contract_baseline_v1.csv; inherited only where final closeout says so
MUSCLE_00049,cable_overhead_triceps_extension,케이블 오버헤드 트라이셉스 익스텐션,TRICEPS,PRIMARY,,1,1,MIGRATED_CURRENT_BEHAVIOR,,ex_a9e8859c,analysis_contract_baseline_v1.csv; inherited only where final closeout says so
MUSCLE_00050,cable_pallof_press,케이블 팔로프 프레스,ANTERIOR_CORE,PRIMARY,,1,1,MIGRATED_CURRENT_BEHAVIOR,,ex_99728d25,analysis_contract_baseline_v1.csv; inherited only where final closeout says so
MUSCLE_00051,cable_pallof_press,케이블 팔로프 프레스,CHEST,PRIMARY,,1,1,MIGRATED_CURRENT_BEHAVIOR,,ex_99728d25,analysis_contract_baseline_v1.csv; inherited only where final closeout says so
MUSCLE_00052,cable_pallof_press,케이블 팔로프 프레스,LATERAL_CORE,PRIMARY,,1,1,MIGRATED_CURRENT_BEHAVIOR,,ex_99728d25,analysis_contract_baseline_v1.csv; inherited only where final closeout says so
MUSCLE_00053,cable_rear_delt_fly,케이블 리어델트 플라이,ANTERIOR_CORE,PRIMARY,,1,1,MIGRATED_CURRENT_BEHAVIOR,,ex_7176cbee,analysis_contract_baseline_v1.csv; inherited only where final closeout says so
MUSCLE_00054,cable_rear_delt_fly,케이블 리어델트 플라이,BACK_LATS,PRIMARY,,1,1,MIGRATED_CURRENT_BEHAVIOR,,ex_7176cbee,analysis_contract_baseline_v1.csv; inherited only where final closeout says so
MUSCLE_00055,cable_rear_delt_fly,케이블 리어델트 플라이,LATERAL_CORE,PRIMARY,,1,1,MIGRATED_CURRENT_BEHAVIOR,,ex_7176cbee,analysis_contract_baseline_v1.csv; inherited only where final closeout says so
MUSCLE_00056,cable_rear_delt_fly,케이블 리어델트 플라이,SHOULDERS,PRIMARY,,1,1,MIGRATED_CURRENT_BEHAVIOR,,ex_7176cbee,analysis_contract_baseline_v1.csv; inherited only where final closeout says so
MUSCLE_00057,cable_woodchop,케이블 우드찹,ANTERIOR_CORE,PRIMARY,,1,1,MIGRATED_CURRENT_BEHAVIOR,,cable_woodchop,analysis_contract_baseline_v1.csv; inherited only where final closeout says so
MUSCLE_00058,cable_woodchop,케이블 우드찹,FOREARM_GRIP,PRIMARY,,1,1,MIGRATED_CURRENT_BEHAVIOR,,cable_woodchop,analysis_contract_baseline_v1.csv; inherited only where final closeout says so
MUSCLE_00059,cable_woodchop,케이블 우드찹,GLUTES,PRIMARY,,1,1,MIGRATED_CURRENT_BEHAVIOR,,cable_woodchop,analysis_contract_baseline_v1.csv; inherited only where final closeout says so
MUSCLE_00060,cable_woodchop,케이블 우드찹,LATERAL_CORE,PRIMARY,,1,1,MIGRATED_CURRENT_BEHAVIOR,,cable_woodchop,analysis_contract_baseline_v1.csv; inherited only where final closeout says so
MUSCLE_00061,cable_woodchop,케이블 우드찹,SHOULDERS,PRIMARY,,1,1,MIGRATED_CURRENT_BEHAVIOR,,cable_woodchop,analysis_contract_baseline_v1.csv; inherited only where final closeout says so
MUSCLE_00062,chest_supported_row_machine,체스트 서포티드 로우 머신,BACK_LATS,PRIMARY,,1,1,MIGRATED_CURRENT_BEHAVIOR,,ex_8e51640a,analysis_contract_baseline_v1.csv; inherited only where final closeout says so
MUSCLE_00063,chest_supported_row_machine,체스트 서포티드 로우 머신,BICEPS,PRIMARY,,1,1,MIGRATED_CURRENT_BEHAVIOR,,ex_8e51640a,analysis_contract_baseline_v1.csv; inherited only where final closeout says so
MUSCLE_00064,chest_supported_row_machine,체스트 서포티드 로우 머신,CHEST,PRIMARY,,1,1,MIGRATED_CURRENT_BEHAVIOR,,ex_8e51640a,analysis_contract_baseline_v1.csv; inherited only where final closeout says so
MUSCLE_00065,chest_supported_row_machine,체스트 서포티드 로우 머신,SHOULDERS,PRIMARY,,1,1,MIGRATED_CURRENT_BEHAVIOR,,ex_8e51640a,analysis_contract_baseline_v1.csv; inherited only where final closeout says so
MUSCLE_00066,chest_supported_row_machine,체스트 서포티드 로우 머신,ANTERIOR_CORE,SECONDARY,,0.5,1,MIGRATED_CURRENT_BEHAVIOR,,ex_8e51640a,analysis_contract_baseline_v1.csv; inherited only where final closeout says so
MUSCLE_00067,dumbbell_chest_supported_row,덤벨 체스트 서포티드 로우,BACK_LATS,PRIMARY,,1,1,MIGRATED_CURRENT_BEHAVIOR,,ex_8e51640a,analysis_contract_baseline_v1.csv; inherited only where final closeout says so
MUSCLE_00068,dumbbell_chest_supported_row,덤벨 체스트 서포티드 로우,BICEPS,PRIMARY,,1,1,MIGRATED_CURRENT_BEHAVIOR,,ex_8e51640a,analysis_contract_baseline_v1.csv; inherited only where final closeout says so
MUSCLE_00069,dumbbell_chest_supported_row,덤벨 체스트 서포티드 로우,CHEST,PRIMARY,,1,1,MIGRATED_CURRENT_BEHAVIOR,,ex_8e51640a,analysis_contract_baseline_v1.csv; inherited only where final closeout says so
MUSCLE_00070,dumbbell_chest_supported_row,덤벨 체스트 서포티드 로우,SHOULDERS,PRIMARY,,1,1,MIGRATED_CURRENT_BEHAVIOR,,ex_8e51640a,analysis_contract_baseline_v1.csv; inherited only where final closeout says so
MUSCLE_00071,dumbbell_chest_supported_row,덤벨 체스트 서포티드 로우,ANTERIOR_CORE,SECONDARY,,0.5,1,MIGRATED_CURRENT_BEHAVIOR,,ex_8e51640a,analysis_contract_baseline_v1.csv; inherited only where final closeout says so
MUSCLE_00072,dumbbell_farmer_carry,덤벨 파머스 캐리,ANTERIOR_CORE,PRIMARY,,1,1,MIGRATED_CURRENT_BEHAVIOR,,ex_a1fc4533,analysis_contract_baseline_v1.csv; inherited only where final closeout says so
MUSCLE_00073,dumbbell_farmer_carry,덤벨 파머스 캐리,FOREARM_GRIP,PRIMARY,,1,1,MIGRATED_CURRENT_BEHAVIOR,,ex_a1fc4533,analysis_contract_baseline_v1.csv; inherited only where final closeout says so
MUSCLE_00074,dumbbell_goblet_squat,덤벨 고블릿 스쿼트,ANTERIOR_CORE,PRIMARY,,1,1,MIGRATED_CURRENT_BEHAVIOR,,ex_ac7df636,analysis_contract_baseline_v1.csv; inherited only where final closeout says so
MUSCLE_00075,dumbbell_lying_triceps_extension,덤벨 라잉 트라이셉스 익스텐션,FOREARM_GRIP,PRIMARY,,1,1,MIGRATED_CURRENT_BEHAVIOR,,ex_d20b7487,analysis_contract_baseline_v1.csv; inherited only where final closeout says so
MUSCLE_00076,dumbbell_lying_triceps_extension,덤벨 라잉 트라이셉스 익스텐션,SHOULDERS,PRIMARY,,1,1,MIGRATED_CURRENT_BEHAVIOR,,ex_d20b7487,analysis_contract_baseline_v1.csv; inherited only where final closeout says so
MUSCLE_00077,dumbbell_lying_triceps_extension,덤벨 라잉 트라이셉스 익스텐션,TRICEPS,PRIMARY,,1,1,MIGRATED_CURRENT_BEHAVIOR,,ex_d20b7487,analysis_contract_baseline_v1.csv; inherited only where final closeout says so
MUSCLE_00078,dumbbell_lying_triceps_extension,덤벨 라잉 트라이셉스 익스텐션,ANTERIOR_CORE,SECONDARY,,0.5,1,MIGRATED_CURRENT_BEHAVIOR,,ex_d20b7487,analysis_contract_baseline_v1.csv; inherited only where final closeout says so
MUSCLE_00079,dumbbell_overhead_triceps_extension,덤벨 오버헤드 트라이셉스 익스텐션,ANTERIOR_CORE,PRIMARY,,1,1,MIGRATED_CURRENT_BEHAVIOR,,ex_a9e8859c,analysis_contract_baseline_v1.csv; inherited only where final closeout says so
MUSCLE_00080,dumbbell_overhead_triceps_extension,덤벨 오버헤드 트라이셉스 익스텐션,FOREARM_GRIP,PRIMARY,,1,1,MIGRATED_CURRENT_BEHAVIOR,,ex_a9e8859c,analysis_contract_baseline_v1.csv; inherited only where final closeout says so
MUSCLE_00081,dumbbell_overhead_triceps_extension,덤벨 오버헤드 트라이셉스 익스텐션,TRICEPS,PRIMARY,,1,1,MIGRATED_CURRENT_BEHAVIOR,,ex_a9e8859c,analysis_contract_baseline_v1.csv; inherited only where final closeout says so
MUSCLE_00082,dumbbell_preacher_curl,덤벨 프리처 컬,BICEPS,PRIMARY,,1,1,MIGRATED_CURRENT_BEHAVIOR,,ex_e994008a,analysis_contract_baseline_v1.csv; inherited only where final closeout says so
MUSCLE_00083,dumbbell_preacher_curl,덤벨 프리처 컬,FOREARM_GRIP,PRIMARY,,1,1,MIGRATED_CURRENT_BEHAVIOR,,ex_e994008a,analysis_contract_baseline_v1.csv; inherited only where final closeout says so
MUSCLE_00084,dumbbell_preacher_curl,덤벨 프리처 컬,ANTERIOR_CORE,SECONDARY,,0.5,1,MIGRATED_CURRENT_BEHAVIOR,,ex_e994008a,analysis_contract_baseline_v1.csv; inherited only where final closeout says so
MUSCLE_00085,dumbbell_rear_delt_fly,덤벨 리어델트 플라이,ANTERIOR_CORE,PRIMARY,,1,1,MIGRATED_CURRENT_BEHAVIOR,,ex_7176cbee,analysis_contract_baseline_v1.csv; inherited only where final closeout says so
MUSCLE_00086,dumbbell_rear_delt_fly,덤벨 리어델트 플라이,BACK_LATS,PRIMARY,,1,1,MIGRATED_CURRENT_BEHAVIOR,,ex_7176cbee,analysis_contract_baseline_v1.csv; inherited only where final closeout says so
MUSCLE_00087,dumbbell_rear_delt_fly,덤벨 리어델트 플라이,LATERAL_CORE,PRIMARY,,1,1,MIGRATED_CURRENT_BEHAVIOR,,ex_7176cbee,analysis_contract_baseline_v1.csv; inherited only where final closeout says so
MUSCLE_00088,dumbbell_rear_delt_fly,덤벨 리어델트 플라이,SHOULDERS,PRIMARY,,1,1,MIGRATED_CURRENT_BEHAVIOR,,ex_7176cbee,analysis_contract_baseline_v1.csv; inherited only where final closeout says so
MUSCLE_00089,dumbbell_reverse_wrist_curl,덤벨 리버스 리스트 컬,BACK_LATS,PRIMARY,,1,1,MIGRATED_CURRENT_BEHAVIOR,,ex_8e18b02a,analysis_contract_baseline_v1.csv; inherited only where final closeout says so
MUSCLE_00090,dumbbell_reverse_wrist_curl,덤벨 리버스 리스트 컬,FOREARM_GRIP,PRIMARY,,1,1,MIGRATED_CURRENT_BEHAVIOR,,ex_8e18b02a,analysis_contract_baseline_v1.csv; inherited only where final closeout says so
MUSCLE_00091,dumbbell_reverse_wrist_curl,덤벨 리버스 리스트 컬,ANTERIOR_CORE,SECONDARY,,0.5,1,MIGRATED_CURRENT_BEHAVIOR,,ex_8e18b02a,analysis_contract_baseline_v1.csv; inherited only where final closeout says so
MUSCLE_00092,dumbbell_romanian_deadlift,루마니안 덤벨 데드리프트,GLUTES,PRIMARY,,1,1,MIGRATED_CURRENT_BEHAVIOR,,dumbbell_romanian_deadlift,analysis_contract_baseline_v1.csv; inherited only where final closeout says so
MUSCLE_00093,dumbbell_romanian_deadlift,루마니안 덤벨 데드리프트,HAMSTRINGS,PRIMARY,,1,1,MIGRATED_CURRENT_BEHAVIOR,,dumbbell_romanian_deadlift,analysis_contract_baseline_v1.csv; inherited only where final closeout says so
MUSCLE_00094,dumbbell_romanian_deadlift,루마니안 덤벨 데드리프트,ANTERIOR_CORE,SECONDARY,,0.5,1,MIGRATED_CURRENT_BEHAVIOR,,dumbbell_romanian_deadlift,analysis_contract_baseline_v1.csv; inherited only where final closeout says so
MUSCLE_00095,dumbbell_romanian_deadlift,루마니안 덤벨 데드리프트,FOREARM_GRIP,SECONDARY,,0.5,1,MIGRATED_CURRENT_BEHAVIOR,,dumbbell_romanian_deadlift,analysis_contract_baseline_v1.csv; inherited only where final closeout says so
MUSCLE_00096,dumbbell_romanian_deadlift,루마니안 덤벨 데드리프트,POSTERIOR_CHAIN_ERECTORS,SECONDARY,,0.5,1,MIGRATED_CURRENT_BEHAVIOR,,dumbbell_romanian_deadlift,analysis_contract_baseline_v1.csv; inherited only where final closeout says so
MUSCLE_00097,dumbbell_single_leg_rdl,덤벨 원레그 루마니안 데드리프트,GLUTES,PRIMARY,,1,1,MIGRATED_CURRENT_BEHAVIOR,,single_leg_rdl,analysis_contract_baseline_v1.csv; inherited only where final closeout says so
MUSCLE_00098,dumbbell_single_leg_rdl,덤벨 원레그 루마니안 데드리프트,HAMSTRINGS,PRIMARY,,1,1,MIGRATED_CURRENT_BEHAVIOR,,single_leg_rdl,analysis_contract_baseline_v1.csv; inherited only where final closeout says so
MUSCLE_00099,dumbbell_single_leg_rdl,덤벨 원레그 루마니안 데드리프트,ANTERIOR_CORE,SECONDARY,,0.5,1,MIGRATED_CURRENT_BEHAVIOR,,single_leg_rdl,analysis_contract_baseline_v1.csv; inherited only where final closeout says so
MUSCLE_00100,dumbbell_single_leg_rdl,덤벨 원레그 루마니안 데드리프트,POSTERIOR_CHAIN_ERECTORS,SECONDARY,,0.5,1,MIGRATED_CURRENT_BEHAVIOR,,single_leg_rdl,analysis_contract_baseline_v1.csv; inherited only where final closeout says so
MUSCLE_00101,dumbbell_spider_curl,덤벨 스파이더 컬,BICEPS,PRIMARY,,1,1,MIGRATED_CURRENT_BEHAVIOR,,ex_516f4456,analysis_contract_baseline_v1.csv; inherited only where final closeout says so
MUSCLE_00102,dumbbell_spider_curl,덤벨 스파이더 컬,CHEST,PRIMARY,,1,1,MIGRATED_CURRENT_BEHAVIOR,,ex_516f4456,analysis_contract_baseline_v1.csv; inherited only where final closeout says so
MUSCLE_00103,dumbbell_spider_curl,덤벨 스파이더 컬,FOREARM_GRIP,PRIMARY,,1,1,MIGRATED_CURRENT_BEHAVIOR,,ex_516f4456,analysis_contract_baseline_v1.csv; inherited only where final closeout says so
MUSCLE_00104,dumbbell_spider_curl,덤벨 스파이더 컬,ANTERIOR_CORE,SECONDARY,,0.5,1,MIGRATED_CURRENT_BEHAVIOR,,ex_516f4456,analysis_contract_baseline_v1.csv; inherited only where final closeout says so
MUSCLE_00105,dumbbell_woodchop,덤벨 우드찹,ANTERIOR_CORE,PRIMARY,,1,1,MIGRATED_CURRENT_BEHAVIOR,,dumbbell_woodchop,analysis_contract_baseline_v1.csv; inherited only where final closeout says so
MUSCLE_00106,dumbbell_woodchop,덤벨 우드찹,FOREARM_GRIP,PRIMARY,,1,1,MIGRATED_CURRENT_BEHAVIOR,,dumbbell_woodchop,analysis_contract_baseline_v1.csv; inherited only where final closeout says so
MUSCLE_00107,dumbbell_woodchop,덤벨 우드찹,GLUTES,PRIMARY,,1,1,MIGRATED_CURRENT_BEHAVIOR,,dumbbell_woodchop,analysis_contract_baseline_v1.csv; inherited only where final closeout says so
MUSCLE_00108,dumbbell_woodchop,덤벨 우드찹,LATERAL_CORE,PRIMARY,,1,1,MIGRATED_CURRENT_BEHAVIOR,,dumbbell_woodchop,analysis_contract_baseline_v1.csv; inherited only where final closeout says so
MUSCLE_00109,dumbbell_woodchop,덤벨 우드찹,SHOULDERS,PRIMARY,,1,1,MIGRATED_CURRENT_BEHAVIOR,,dumbbell_woodchop,analysis_contract_baseline_v1.csv; inherited only where final closeout says so
MUSCLE_00110,ex_1052e9fa,스미스 머신 런지,ADDUCTOR_ABDUCTOR,PRIMARY,,1,1,MIGRATED_CURRENT_BEHAVIOR,,ex_1052e9fa,analysis_contract_baseline_v1.csv; inherited only where final closeout says so
MUSCLE_00111,ex_1052e9fa,스미스 머신 런지,GLUTES,PRIMARY,,1,1,MIGRATED_CURRENT_BEHAVIOR,,ex_1052e9fa,analysis_contract_baseline_v1.csv; inherited only where final closeout says so
MUSCLE_00112,ex_1052e9fa,스미스 머신 런지,HAMSTRINGS,PRIMARY,,1,1,MIGRATED_CURRENT_BEHAVIOR,,ex_1052e9fa,analysis_contract_baseline_v1.csv; inherited only where final closeout says so
MUSCLE_00113,ex_1052e9fa,스미스 머신 런지,QUADS,PRIMARY,,1,1,MIGRATED_CURRENT_BEHAVIOR,,ex_1052e9fa,analysis_contract_baseline_v1.csv; inherited only where final closeout says so
MUSCLE_00114,ex_1052e9fa,스미스 머신 런지,ANTERIOR_CORE,SECONDARY,,0.5,1,MIGRATED_CURRENT_BEHAVIOR,,ex_1052e9fa,analysis_contract_baseline_v1.csv; inherited only where final closeout says so
MUSCLE_00115,ex_149730de,발목/고관절 가동성,CALVES,PRIMARY,,1,1,MIGRATED_CURRENT_BEHAVIOR,,ex_149730de,analysis_contract_baseline_v1.csv; inherited only where final closeout says so
MUSCLE_00116,ex_149730de,발목/고관절 가동성,ANTERIOR_CORE,SECONDARY,,0.5,1,MIGRATED_CURRENT_BEHAVIOR,,ex_149730de,analysis_contract_baseline_v1.csv; inherited only where final closeout says so
MUSCLE_00117,ex_16b298db,미니밴드 사이드워크,ANTERIOR_CORE,PRIMARY,,1,1,MIGRATED_CURRENT_BEHAVIOR,,ex_16b298db,analysis_contract_baseline_v1.csv; inherited only where final closeout says so
MUSCLE_00118,ex_16b298db,미니밴드 사이드워크,CALVES,PRIMARY,,1,1,MIGRATED_CURRENT_BEHAVIOR,,ex_16b298db,analysis_contract_baseline_v1.csv; inherited only where final closeout says so
