relationId,exerciseStableKey,exerciseName,relationType,relationValue,sourceStableKey,status,provenance
MOVEMENT_00019,band_woodchop,밴드 우드찹,MOBILITY_DEMAND,MODERATE,band_woodchop,REVIEW_RECOMMENDED,FINAL_CLOSEOUT_2026-08-04
MOVEMENT_00020,band_woodchop,밴드 우드찹,MOVEMENT_FAMILY,ROTATIONAL_KINETIC_CHAIN,band_woodchop,REVIEW_RECOMMENDED,FINAL_CLOSEOUT_2026-08-04
MOVEMENT_00021,band_woodchop,밴드 우드찹,MOVEMENT_SUBTYPE,BAND_CHOP,band_woodchop,REVIEW_RECOMMENDED,FINAL_CLOSEOUT_2026-08-04
MOVEMENT_00022,barbell_back_squat,스쿼트,MOVEMENT_PATTERN,SQUAT,barbell_back_squat,DRAFT_READY,FINAL_CLOSEOUT_2026-08-04
MOVEMENT_00023,barbell_back_squat,스쿼트,JOINT_ACTION,ANKLE_DORSIFLEXION,barbell_back_squat,DRAFT_READY,FINAL_CLOSEOUT_2026-08-04
MOVEMENT_00024,barbell_back_squat,스쿼트,JOINT_ACTION,ANKLE_PLANTARFLEXION,barbell_back_squat,DRAFT_READY,FINAL_CLOSEOUT_2026-08-04
MOVEMENT_00025,barbell_back_squat,스쿼트,JOINT_ACTION,HIP_EXTENSION,barbell_back_squat,DRAFT_READY,FINAL_CLOSEOUT_2026-08-04
MOVEMENT_00026,barbell_back_squat,스쿼트,JOINT_ACTION,HIP_FLEXION,barbell_back_squat,DRAFT_READY,FINAL_CLOSEOUT_2026-08-04
MOVEMENT_00027,barbell_back_squat,스쿼트,JOINT_ACTION,KNEE_EXTENSION,barbell_back_squat,DRAFT_READY,FINAL_CLOSEOUT_2026-08-04
MOVEMENT_00028,barbell_back_squat,스쿼트,JOINT_ACTION,KNEE_FLEXION,barbell_back_squat,DRAFT_READY,FINAL_CLOSEOUT_2026-08-04
MOVEMENT_00029,barbell_back_squat,스쿼트,KINETIC_CHAIN,CLOSED_CHAIN,barbell_back_squat,DRAFT_READY,FINAL_CLOSEOUT_2026-08-04
MOVEMENT_00030,barbell_back_squat,스쿼트,STABILITY_DEMAND,MODERATE,barbell_back_squat,DRAFT_READY,FINAL_CLOSEOUT_2026-08-04
MOVEMENT_00031,barbell_back_squat,스쿼트,MOBILITY_DEMAND,MODERATE,barbell_back_squat,DRAFT_READY,FINAL_CLOSEOUT_2026-08-04
MOVEMENT_00032,barbell_back_squat,스쿼트,MOVEMENT_FAMILY,SQUAT_VARIANTS,barbell_back_squat,DRAFT_READY,FINAL_CLOSEOUT_2026-08-04
MOVEMENT_00033,barbell_back_squat,스쿼트,MOVEMENT_SUBTYPE,BACK_SQUAT,barbell_back_squat,DRAFT_READY,FINAL_CLOSEOUT_2026-08-04
MOVEMENT_00034,barbell_bench_press,벤치프레스,MOVEMENT_PATTERN,HORIZONTAL_PUSH,barbell_bench_press,DRAFT_READY,FINAL_CLOSEOUT_2026-08-04
MOVEMENT_00035,barbell_bench_press,벤치프레스,JOINT_ACTION,ELBOW_EXTENSION,barbell_bench_press,DRAFT_READY,FINAL_CLOSEOUT_2026-08-04
MOVEMENT_00036,barbell_bench_press,벤치프레스,JOINT_ACTION,ELBOW_FLEXION,barbell_bench_press,DRAFT_READY,FINAL_CLOSEOUT_2026-08-04
MOVEMENT_00037,barbell_bench_press,벤치프레스,JOINT_ACTION,SHOULDER_HORIZONTAL_ABDUCTION,barbell_bench_press,DRAFT_READY,FINAL_CLOSEOUT_2026-08-04
MOVEMENT_00038,barbell_bench_press,벤치프레스,JOINT_ACTION,SHOULDER_HORIZONTAL_ADDUCTION,barbell_bench_press,DRAFT_READY,FINAL_CLOSEOUT_2026-08-04
MOVEMENT_00039,barbell_bench_press,벤치프레스,KINETIC_CHAIN,OPEN_CHAIN,barbell_bench_press,DRAFT_READY,FINAL_CLOSEOUT_2026-08-04
MOVEMENT_00040,barbell_bench_press,벤치프레스,STABILITY_DEMAND,MODERATE,barbell_bench_press,DRAFT_READY,FINAL_CLOSEOUT_2026-08-04
MOVEMENT_00041,barbell_bench_press,벤치프레스,MOBILITY_DEMAND,MODERATE,barbell_bench_press,DRAFT_READY,FINAL_CLOSEOUT_2026-08-04
MOVEMENT_00042,barbell_bench_press,벤치프레스,MOVEMENT_FAMILY,BENCH_PRESS_DUMBBELL_PRESS_MACHINE_PRESS_VARIANTS,barbell_bench_press,DRAFT_READY,FINAL_CLOSEOUT_2026-08-04
MOVEMENT_00043,barbell_bench_press,벤치프레스,MOVEMENT_SUBTYPE,BARBELL_BENCH_PRESS,barbell_bench_press,DRAFT_READY,FINAL_CLOSEOUT_2026-08-04
MOVEMENT_00044,barbell_deadlift,데드리프트,MOVEMENT_PATTERN,HINGE,barbell_deadlift,DRAFT_READY,FINAL_CLOSEOUT_2026-08-04
MOVEMENT_00045,barbell_deadlift,데드리프트,JOINT_ACTION,HIP_EXTENSION,barbell_deadlift,DRAFT_READY,FINAL_CLOSEOUT_2026-08-04
MOVEMENT_00046,barbell_deadlift,데드리프트,JOINT_ACTION,HIP_FLEXION,barbell_deadlift,DRAFT_READY,FINAL_CLOSEOUT_2026-08-04
MOVEMENT_00047,barbell_deadlift,데드리프트,JOINT_ACTION,KNEE_EXTENSION,barbell_deadlift,DRAFT_READY,FINAL_CLOSEOUT_2026-08-04
MOVEMENT_00048,barbell_deadlift,데드리프트,JOINT_ACTION,KNEE_FLEXION,barbell_deadlift,DRAFT_READY,FINAL_CLOSEOUT_2026-08-04
MOVEMENT_00049,barbell_deadlift,데드리프트,KINETIC_CHAIN,CLOSED_CHAIN,barbell_deadlift,DRAFT_READY,FINAL_CLOSEOUT_2026-08-04
MOVEMENT_00050,barbell_deadlift,데드리프트,STABILITY_DEMAND,MODERATE,barbell_deadlift,DRAFT_READY,FINAL_CLOSEOUT_2026-08-04
MOVEMENT_00051,barbell_deadlift,데드리프트,MOBILITY_DEMAND,MODERATE,barbell_deadlift,DRAFT_READY,FINAL_CLOSEOUT_2026-08-04
MOVEMENT_00052,barbell_deadlift,데드리프트,MOVEMENT_FAMILY,DEADLIFT_HINGE_VARIANTS,barbell_deadlift,DRAFT_READY,FINAL_CLOSEOUT_2026-08-04
MOVEMENT_00053,barbell_deadlift,데드리프트,MOVEMENT_SUBTYPE,CONVENTIONAL_DEADLIFT,barbell_deadlift,DRAFT_READY,FINAL_CLOSEOUT_2026-08-04
MOVEMENT_00054,barbell_reverse_curl,바벨 리버스 컬,JOINT_ACTION,ELBOW_EXTENSION,ex_dd2f732e,REVIEW_RECOMMENDED,FINAL_CLOSEOUT_SPLIT_FROM_ex_dd2f732e
MOVEMENT_00055,barbell_reverse_curl,바벨 리버스 컬,JOINT_ACTION,ELBOW_FLEXION,ex_dd2f732e,REVIEW_RECOMMENDED,FINAL_CLOSEOUT_SPLIT_FROM_ex_dd2f732e
MOVEMENT_00056,barbell_reverse_curl,바벨 리버스 컬,KINETIC_CHAIN,OPEN_CHAIN,ex_dd2f732e,REVIEW_RECOMMENDED,FINAL_CLOSEOUT_SPLIT_FROM_ex_dd2f732e
MOVEMENT_00057,barbell_reverse_curl,바벨 리버스 컬,STABILITY_DEMAND,LOW,ex_dd2f732e,REVIEW_RECOMMENDED,FINAL_CLOSEOUT_SPLIT_FROM_ex_dd2f732e
MOVEMENT_00058,barbell_reverse_curl,바벨 리버스 컬,MOBILITY_DEMAND,LOW,ex_dd2f732e,REVIEW_RECOMMENDED,FINAL_CLOSEOUT_SPLIT_FROM_ex_dd2f732e
MOVEMENT_00059,barbell_reverse_curl,바벨 리버스 컬,MOVEMENT_FAMILY,ELBOW_FLEXION_BRACHIALIS_BRACHIORADIALIS_VARIANTS,ex_dd2f732e,REVIEW_RECOMMENDED,FINAL_CLOSEOUT_SPLIT_FROM_ex_dd2f732e
MOVEMENT_00060,barbell_reverse_curl,바벨 리버스 컬,MOVEMENT_SUBTYPE,REVERSE_CURL,ex_dd2f732e,REVIEW_RECOMMENDED,FINAL_CLOSEOUT_SPLIT_FROM_ex_dd2f732e
MOVEMENT_00061,barbell_reverse_wrist_curl,바벨 리버스 리스트 컬,JOINT_ACTION,WRIST_EXTENSION,ex_8e18b02a,REVIEW_RECOMMENDED,FINAL_CLOSEOUT_SPLIT_FROM_ex_8e18b02a
MOVEMENT_00062,barbell_reverse_wrist_curl,바벨 리버스 리스트 컬,JOINT_ACTION,WRIST_FLEXION,ex_8e18b02a,REVIEW_RECOMMENDED,FINAL_CLOSEOUT_SPLIT_FROM_ex_8e18b02a
MOVEMENT_00063,barbell_reverse_wrist_curl,바벨 리버스 리스트 컬,KINETIC_CHAIN,OPEN_CHAIN,ex_8e18b02a,REVIEW_RECOMMENDED,FINAL_CLOSEOUT_SPLIT_FROM_ex_8e18b02a
MOVEMENT_00064,barbell_reverse_wrist_curl,바벨 리버스 리스트 컬,STABILITY_DEMAND,LOW,ex_8e18b02a,REVIEW_RECOMMENDED,FINAL_CLOSEOUT_SPLIT_FROM_ex_8e18b02a
MOVEMENT_00065,barbell_reverse_wrist_curl,바벨 리버스 리스트 컬,MOBILITY_DEMAND,LOW,ex_8e18b02a,REVIEW_RECOMMENDED,FINAL_CLOSEOUT_SPLIT_FROM_ex_8e18b02a
MOVEMENT_00066,barbell_reverse_wrist_curl,바벨 리버스 리스트 컬,MOVEMENT_FAMILY,FOREARM_GRIP_ACCESSORY,ex_8e18b02a,REVIEW_RECOMMENDED,FINAL_CLOSEOUT_SPLIT_FROM_ex_8e18b02a
MOVEMENT_00067,barbell_reverse_wrist_curl,바벨 리버스 리스트 컬,MOVEMENT_SUBTYPE,REVERSE_WRIST_CURL,ex_8e18b02a,REVIEW_RECOMMENDED,FINAL_CLOSEOUT_SPLIT_FROM_ex_8e18b02a
MOVEMENT_00068,barbell_romanian_deadlift,루마니안 바벨 데드리프트,MOVEMENT_PATTERN,HINGE,barbell_romanian_deadlift,REVIEW_RECOMMENDED,FINAL_CLOSEOUT_2026-08-04
MOVEMENT_00069,barbell_romanian_deadlift,루마니안 바벨 데드리프트,JOINT_ACTION,HIP_EXTENSION,barbell_romanian_deadlift,REVIEW_RECOMMENDED,FINAL_CLOSEOUT_2026-08-04
MOVEMENT_00070,barbell_romanian_deadlift,루마니안 바벨 데드리프트,JOINT_ACTION,HIP_FLEXION,barbell_romanian_deadlift,REVIEW_RECOMMENDED,FINAL_CLOSEOUT_2026-08-04
MOVEMENT_00071,barbell_romanian_deadlift,루마니안 바벨 데드리프트,KINETIC_CHAIN,CLOSED_CHAIN,barbell_romanian_deadlift,REVIEW_RECOMMENDED,FINAL_CLOSEOUT_2026-08-04
MOVEMENT_00072,barbell_romanian_deadlift,루마니안 바벨 데드리프트,STABILITY_DEMAND,MODERATE,barbell_romanian_deadlift,REVIEW_RECOMMENDED,FINAL_CLOSEOUT_2026-08-04
MOVEMENT_00073,barbell_romanian_deadlift,루마니안 바벨 데드리프트,MOBILITY_DEMAND,MODERATE,barbell_romanian_deadlift,REVIEW_RECOMMENDED,FINAL_CLOSEOUT_2026-08-04
MOVEMENT_00074,barbell_romanian_deadlift,루마니안 바벨 데드리프트,MOVEMENT_FAMILY,DEADLIFT_HINGE_VARIANTS,barbell_romanian_deadlift,REVIEW_RECOMMENDED,FINAL_CLOSEOUT_2026-08-04
MOVEMENT_00075,barbell_romanian_deadlift,루마니안 바벨 데드리프트,MOVEMENT_SUBTYPE,BARBELL_ROMANIAN_DEADLIFT,barbell_romanian_deadlift,REVIEW_RECOMMENDED,FINAL_CLOSEOUT_2026-08-04
MOVEMENT_00076,cable_hip_adduction,케이블 힙 어덕션,JOINT_ACTION,HIP_ABDUCTION,ex_eaea872c,REVIEW_REQUIRED,FINAL_CLOSEOUT_SPLIT_FROM_ex_eaea872c
MOVEMENT_00077,cable_hip_adduction,케이블 힙 어덕션,JOINT_ACTION,HIP_ADDUCTION,ex_eaea872c,REVIEW_REQUIRED,FINAL_CLOSEOUT_SPLIT_FROM_ex_eaea872c
MOVEMENT_00078,cable_hip_adduction,케이블 힙 어덕션,KINETIC_CHAIN,OPEN_CHAIN,ex_eaea872c,REVIEW_REQUIRED,FINAL_CLOSEOUT_SPLIT_FROM_ex_eaea872c
MOVEMENT_00079,cable_hip_adduction,케이블 힙 어덕션,STABILITY_DEMAND,LOW,ex_eaea872c,REVIEW_REQUIRED,FINAL_CLOSEOUT_SPLIT_FROM_ex_eaea872c
MOVEMENT_00080,cable_hip_adduction,케이블 힙 어덕션,MOBILITY_DEMAND,MODERATE,ex_eaea872c,REVIEW_REQUIRED,FINAL_CLOSEOUT_SPLIT_FROM_ex_eaea872c
MOVEMENT_00081,cable_hip_adduction,케이블 힙 어덕션,MOVEMENT_FAMILY,HIP_ADDUCTION_ACCESSORY,ex_eaea872c,REVIEW_REQUIRED,FINAL_CLOSEOUT_SPLIT_FROM_ex_eaea872c
MOVEMENT_00082,cable_hip_adduction,케이블 힙 어덕션,MOVEMENT_SUBTYPE,HIP_ADDUCTION_MACHINE_OR_CABLE,ex_eaea872c,REVIEW_REQUIRED,FINAL_CLOSEOUT_SPLIT_FROM_ex_eaea872c
MOVEMENT_00083,cable_lift,케이블 리프트,MOVEMENT_PATTERN,TRUNK_ROTATION,cable_lift,DRAFT_READY,FINAL_CLOSEOUT_2026-08-04
MOVEMENT_00084,cable_lift,케이블 리프트,JOINT_ACTION,HIP_EXTERNAL_ROTATION,cable_lift,DRAFT_READY,FINAL_CLOSEOUT_2026-08-04
MOVEMENT_00085,cable_lift,케이블 리프트,JOINT_ACTION,HIP_INTERNAL_ROTATION,cable_lift,DRAFT_READY,FINAL_CLOSEOUT_2026-08-04
MOVEMENT_00086,cable_lift,케이블 리프트,JOINT_ACTION,THORACIC_ROTATION,cable_lift,DRAFT_READY,FINAL_CLOSEOUT_2026-08-04
MOVEMENT_00087,cable_lift,케이블 리프트,STABILITY_DEMAND,HIGH,cable_lift,DRAFT_READY,FINAL_CLOSEOUT_2026-08-04
MOVEMENT_00088,cable_lift,케이블 리프트,MOBILITY_DEMAND,MODERATE,cable_lift,DRAFT_READY,FINAL_CLOSEOUT_2026-08-04
MOVEMENT_00089,cable_lift,케이블 리프트,MOVEMENT_FAMILY,ROTATIONAL_KINETIC_CHAIN,cable_lift,DRAFT_READY,FINAL_CLOSEOUT_2026-08-04
MOVEMENT_00090,cable_lift,케이블 리프트,MOVEMENT_SUBTYPE,CABLE_LIFT,cable_lift,DRAFT_READY,FINAL_CLOSEOUT_2026-08-04
MOVEMENT_00091,cable_overhead_triceps_extension,케이블 오버헤드 트라이셉스 익스텐션,JOINT_ACTION,ELBOW_EXTENSION,ex_a9e8859c,REVIEW_RECOMMENDED,FINAL_CLOSEOUT_SPLIT_FROM_ex_a9e8859c
MOVEMENT_00092,cable_overhead_triceps_extension,케이블 오버헤드 트라이셉스 익스텐션,JOINT_ACTION,ELBOW_FLEXION,ex_a9e8859c,REVIEW_RECOMMENDED,FINAL_CLOSEOUT_SPLIT_FROM_ex_a9e8859c
MOVEMENT_00093,cable_overhead_triceps_extension,케이블 오버헤드 트라이셉스 익스텐션,KINETIC_CHAIN,OPEN_CHAIN,ex_a9e8859c,REVIEW_RECOMMENDED,FINAL_CLOSEOUT_SPLIT_FROM_ex_a9e8859c
MOVEMENT_00094,cable_overhead_triceps_extension,케이블 오버헤드 트라이셉스 익스텐션,STABILITY_DEMAND,LOW,ex_a9e8859c,REVIEW_RECOMMENDED,FINAL_CLOSEOUT_SPLIT_FROM_ex_a9e8859c
MOVEMENT_00095,cable_overhead_triceps_extension,케이블 오버헤드 트라이셉스 익스텐션,MOBILITY_DEMAND,LOW,ex_a9e8859c,REVIEW_RECOMMENDED,FINAL_CLOSEOUT_SPLIT_FROM_ex_a9e8859c
MOVEMENT_00096,cable_overhead_triceps_extension,케이블 오버헤드 트라이셉스 익스텐션,MOVEMENT_FAMILY,OVERHEAD_TRICEPS_LONG_HEAD,ex_a9e8859c,REVIEW_RECOMMENDED,FINAL_CLOSEOUT_SPLIT_FROM_ex_a9e8859c
MOVEMENT_00097,cable_overhead_triceps_extension,케이블 오버헤드 트라이셉스 익스텐션,MOVEMENT_SUBTYPE,OVERHEAD_TRICEPS_EXTENSION,ex_a9e8859c,REVIEW_RECOMMENDED,FINAL_CLOSEOUT_SPLIT_FROM_ex_a9e8859c
MOVEMENT_00098,cable_pallof_press,케이블 팔로프 프레스,MOVEMENT_PATTERN,TRUNK_BRACE,ex_99728d25,REVIEW_RECOMMENDED,FINAL_CLOSEOUT_SPLIT_FROM_ex_99728d25
MOVEMENT_00099,cable_pallof_press,케이블 팔로프 프레스,STABILITY_DEMAND,HIGH,ex_99728d25,REVIEW_RECOMMENDED,FINAL_CLOSEOUT_SPLIT_FROM_ex_99728d25
MOVEMENT_00100,cable_pallof_press,케이블 팔로프 프레스,MOBILITY_DEMAND,LOW,ex_99728d25,REVIEW_RECOMMENDED,FINAL_CLOSEOUT_SPLIT_FROM_ex_99728d25
MOVEMENT_00101,cable_pallof_press,케이블 팔로프 프레스,MOVEMENT_FAMILY,ANTI_ROTATION_ANTI_EXTENSION_CORE_VARIANTS,ex_99728d25,REVIEW_RECOMMENDED,FINAL_CLOSEOUT_SPLIT_FROM_ex_99728d25
MOVEMENT_00102,cable_pallof_press,케이블 팔로프 프레스,MOVEMENT_SUBTYPE,PALLOF_PRESS,ex_99728d25,REVIEW_RECOMMENDED,FINAL_CLOSEOUT_SPLIT_FROM_ex_99728d25
MOVEMENT_00103,cable_rear_delt_fly,케이블 리어델트 플라이,JOINT_ACTION,SHOULDER_HORIZONTAL_ABDUCTION,ex_7176cbee,REVIEW_RECOMMENDED,FINAL_CLOSEOUT_SPLIT_FROM_ex_7176cbee
MOVEMENT_00104,cable_rear_delt_fly,케이블 리어델트 플라이,JOINT_ACTION,SHOULDER_HORIZONTAL_ADDUCTION,ex_7176cbee,REVIEW_RECOMMENDED,FINAL_CLOSEOUT_SPLIT_FROM_ex_7176cbee
MOVEMENT_00105,cable_rear_delt_fly,케이블 리어델트 플라이,KINETIC_CHAIN,OPEN_CHAIN,ex_7176cbee,REVIEW_RECOMMENDED,FINAL_CLOSEOUT_SPLIT_FROM_ex_7176cbee
MOVEMENT_00106,cable_rear_delt_fly,케이블 리어델트 플라이,STABILITY_DEMAND,LOW,ex_7176cbee,REVIEW_RECOMMENDED,FINAL_CLOSEOUT_SPLIT_FROM_ex_7176cbee
MOVEMENT_00107,cable_rear_delt_fly,케이블 리어델트 플라이,MOBILITY_DEMAND,LOW,ex_7176cbee,REVIEW_RECOMMENDED,FINAL_CLOSEOUT_SPLIT_FROM_ex_7176cbee
MOVEMENT_00108,cable_rear_delt_fly,케이블 리어델트 플라이,MOVEMENT_FAMILY,REAR_DELT_FLY_HORIZONTAL_ABDUCTION_VARIANTS,ex_7176cbee,REVIEW_RECOMMENDED,FINAL_CLOSEOUT_SPLIT_FROM_ex_7176cbee
MOVEMENT_00109,cable_rear_delt_fly,케이블 리어델트 플라이,MOVEMENT_SUBTYPE,REAR_DELT_FLY,ex_7176cbee,REVIEW_RECOMMENDED,FINAL_CLOSEOUT_SPLIT_FROM_ex_7176cbee
MOVEMENT_00110,cable_woodchop,케이블 우드찹,MOVEMENT_PATTERN,TRUNK_ROTATION,cable_woodchop,REVIEW_RECOMMENDED,FINAL_CLOSEOUT_2026-08-04
MOVEMENT_00111,cable_woodchop,케이블 우드찹,JOINT_ACTION,HIP_EXTERNAL_ROTATION,cable_woodchop,REVIEW_RECOMMENDED,FINAL_CLOSEOUT_2026-08-04
MOVEMENT_00112,cable_woodchop,케이블 우드찹,JOINT_ACTION,HIP_INTERNAL_ROTATION,cable_woodchop,REVIEW_RECOMMENDED,FINAL_CLOSEOUT_2026-08-04
MOVEMENT_00113,cable_woodchop,케이블 우드찹,JOINT_ACTION,THORACIC_ROTATION,cable_woodchop,REVIEW_RECOMMENDED,FINAL_CLOSEOUT_2026-08-04
MOVEMENT_00114,cable_woodchop,케이블 우드찹,STABILITY_DEMAND,HIGH,cable_woodchop,REVIEW_RECOMMENDED,FINAL_CLOSEOUT_2026-08-04
MOVEMENT_00115,cable_woodchop,케이블 우드찹,MOBILITY_DEMAND,MODERATE,cable_woodchop,REVIEW_RECOMMENDED,FINAL_CLOSEOUT_2026-08-04
MOVEMENT_00116,cable_woodchop,케이블 우드찹,MOVEMENT_FAMILY,ROTATIONAL_KINETIC_CHAIN,cable_woodchop,REVIEW_RECOMMENDED,FINAL_CLOSEOUT_2026-08-04
MOVEMENT_00117,cable_woodchop,케이블 우드찹,MOVEMENT_SUBTYPE,CABLE_CHOP,cable_woodchop,REVIEW_RECOMMENDED,FINAL_CLOSEOUT_2026-08-04
MOVEMENT_00118,chest_supported_row_machine,체스트 서포티드 로우 머신,MOVEMENT_PATTERN,HORIZONTAL_PULL,ex_8e51640a,REVIEW_REQUIRED,FINAL_CLOSEOUT_SPLIT_FROM_ex_8e51640a
MOVEMENT_00119,chest_supported_row_machine,체스트 서포티드 로우 머신,JOINT_ACTION,ELBOW_EXTENSION,ex_8e51640a,REVIEW_REQUIRED,FINAL_CLOSEOUT_SPLIT_FROM_ex_8e51640a
MOVEMENT_00120,chest_supported_row_machine,체스트 서포티드 로우 머신,JOINT_ACTION,ELBOW_FLEXION,ex_8e51640a,REVIEW_REQUIRED,FINAL_CLOSEOUT_SPLIT_FROM_ex_8e51640a
MOVEMENT_00121,chest_supported_row_machine,체스트 서포티드 로우 머신,JOINT_ACTION,SCAPULAR_PROTRACTION,ex_8e51640a,REVIEW_REQUIRED,FINAL_CLOSEOUT_SPLIT_FROM_ex_8e51640a
MOVEMENT_00122,chest_supported_row_machine,체스트 서포티드 로우 머신,JOINT_ACTION,SCAPULAR_RETRACTION,ex_8e51640a,REVIEW_REQUIRED,FINAL_CLOSEOUT_SPLIT_FROM_ex_8e51640a
MOVEMENT_00123,chest_supported_row_machine,체스트 서포티드 로우 머신,JOINT_ACTION,SHOULDER_EXTENSION,ex_8e51640a,REVIEW_REQUIRED,FINAL_CLOSEOUT_SPLIT_FROM_ex_8e51640a
MOVEMENT_00124,chest_supported_row_machine,체스트 서포티드 로우 머신,JOINT_ACTION,SHOULDER_FLEXION,ex_8e51640a,REVIEW_REQUIRED,FINAL_CLOSEOUT_SPLIT_FROM_ex_8e51640a
MOVEMENT_00125,chest_supported_row_machine,체스트 서포티드 로우 머신,KINETIC_CHAIN,OPEN_CHAIN,ex_8e51640a,REVIEW_REQUIRED,FINAL_CLOSEOUT_SPLIT_FROM_ex_8e51640a
MOVEMENT_00126,chest_supported_row_machine,체스트 서포티드 로우 머신,STABILITY_DEMAND,LOW,ex_8e51640a,REVIEW_REQUIRED,FINAL_CLOSEOUT_SPLIT_FROM_ex_8e51640a
MOVEMENT_00127,chest_supported_row_machine,체스트 서포티드 로우 머신,MOBILITY_DEMAND,MODERATE,ex_8e51640a,REVIEW_REQUIRED,FINAL_CLOSEOUT_SPLIT_FROM_ex_8e51640a
MOVEMENT_00128,chest_supported_row_machine,체스트 서포티드 로우 머신,MOVEMENT_FAMILY,ROW_VARIANTS,ex_8e51640a,REVIEW_REQUIRED,FINAL_CLOSEOUT_SPLIT_FROM_ex_8e51640a
MOVEMENT_00129,chest_supported_row_machine,체스트 서포티드 로우 머신,MOVEMENT_SUBTYPE,CHEST_SUPPORTED_ROW,ex_8e51640a,REVIEW_REQUIRED,FINAL_CLOSEOUT_SPLIT_FROM_ex_8e51640a
MOVEMENT_00130,dumbbell_chest_supported_row,덤벨 체스트 서포티드 로우,MOVEMENT_PATTERN,HORIZONTAL_PULL,ex_8e51640a,REVIEW_REQUIRED,FINAL_CLOSEOUT_SPLIT_FROM_ex_8e51640a
MOVEMENT_00131,dumbbell_chest_supported_row,덤벨 체스트 서포티드 로우,JOINT_ACTION,ELBOW_EXTENSION,ex_8e51640a,REVIEW_REQUIRED,FINAL_CLOSEOUT_SPLIT_FROM_ex_8e51640a
MOVEMENT_00132,dumbbell_chest_supported_row,덤벨 체스트 서포티드 로우,JOINT_ACTION,ELBOW_FLEXION,ex_8e51640a,REVIEW_REQUIRED,FINAL_CLOSEOUT_SPLIT_FROM_ex_8e51640a
