relationKey,exerciseStableKey,exerciseName,relationType,relationValue,transferConfidence,identityStatus,sourceStableKey,inheritanceSourceStableKey,reviewStatus,evidenceSource,provenance,notes
BADMINTON_00017,band_woodchop,밴드 우드찹,SKILL_TARGET,ROTATION_SEQUENCING,MEDIUM,SELECTABLE_CANONICAL,band_woodchop,,PASS,HEURISTIC_ACCEPTED|SOURCE_ACCEPTED_WITH_LIMITATION,CANONICAL_METADATA_PASS3_1,Existing populated badminton source metadata preserved on the retained canonical identity.
BADMINTON_00018,band_woodchop,밴드 우드찹,PHYSICAL_QUALITY,CORE_BRACING,MEDIUM,SELECTABLE_CANONICAL,band_woodchop,,PASS,HEURISTIC_ACCEPTED|SOURCE_ACCEPTED_WITH_LIMITATION,CANONICAL_METADATA_PASS3_1,Existing populated badminton source metadata preserved on the retained canonical identity.
BADMINTON_00019,band_woodchop,밴드 우드찹,PHYSICAL_QUALITY,ROTATIONAL_CONTROL,MEDIUM,SELECTABLE_CANONICAL,band_woodchop,,PASS,HEURISTIC_ACCEPTED|SOURCE_ACCEPTED_WITH_LIMITATION,CANONICAL_METADATA_PASS3_1,Existing populated badminton source metadata preserved on the retained canonical identity.
BADMINTON_00020,band_woodchop,밴드 우드찹,COURT_MOVEMENT,NONE,MEDIUM,SELECTABLE_CANONICAL,band_woodchop,,PASS,HEURISTIC_ACCEPTED|SOURCE_ACCEPTED_WITH_LIMITATION,CANONICAL_METADATA_PASS3_1,Existing populated badminton source metadata preserved on the retained canonical identity.
BADMINTON_00021,barbell_back_squat,스쿼트,TRANSFER_LEVEL,GENERAL,LOW,SELECTABLE_CANONICAL,barbell_back_squat,,PASS,HEURISTIC_ACCEPTED|SOURCE_ACCEPTED,CANONICAL_METADATA_PASS3_1,Existing populated badminton source metadata preserved on the retained canonical identity.
BADMINTON_00022,barbell_back_squat,스쿼트,TRANSFER_TYPE,GENERAL_STRENGTH_SUPPORTIVE,LOW,SELECTABLE_CANONICAL,barbell_back_squat,,PASS,HEURISTIC_ACCEPTED|SOURCE_ACCEPTED,CANONICAL_METADATA_PASS3_1,Existing populated badminton source metadata preserved on the retained canonical identity.
BADMINTON_00023,barbell_back_squat,스쿼트,SKILL_TARGET,NONE,LOW,SELECTABLE_CANONICAL,barbell_back_squat,,PASS,HEURISTIC_ACCEPTED|SOURCE_ACCEPTED,CANONICAL_METADATA_PASS3_1,Existing populated badminton source metadata preserved on the retained canonical identity.
BADMINTON_00024,barbell_back_squat,스쿼트,PHYSICAL_QUALITY,HIP_KNEE_EXTENSION_STRENGTH,LOW,SELECTABLE_CANONICAL,barbell_back_squat,,PASS,HEURISTIC_ACCEPTED|SOURCE_ACCEPTED,CANONICAL_METADATA_PASS3_1,Existing populated badminton source metadata preserved on the retained canonical identity.
BADMINTON_00025,barbell_back_squat,스쿼트,PHYSICAL_QUALITY,LOWER_BODY_FORCE,LOW,SELECTABLE_CANONICAL,barbell_back_squat,,PASS,HEURISTIC_ACCEPTED|SOURCE_ACCEPTED,CANONICAL_METADATA_PASS3_1,Existing populated badminton source metadata preserved on the retained canonical identity.
BADMINTON_00026,barbell_back_squat,스쿼트,COURT_MOVEMENT,NONE,LOW,SELECTABLE_CANONICAL,barbell_back_squat,,PASS,HEURISTIC_ACCEPTED|SOURCE_ACCEPTED,CANONICAL_METADATA_PASS3_1,Existing populated badminton source metadata preserved on the retained canonical identity.
BADMINTON_00027,barbell_bench_press,벤치프레스,TRANSFER_LEVEL,NONE,NONE,SELECTABLE_CANONICAL,barbell_bench_press,,PASS,ANATOMY_SUPPORTED|SOURCE_ACCEPTED,CANONICAL_METADATA_PASS3_1,Existing populated badminton source metadata preserved on the retained canonical identity.
BADMINTON_00028,barbell_bench_press,벤치프레스,TRANSFER_TYPE,NONE,NONE,SELECTABLE_CANONICAL,barbell_bench_press,,PASS,ANATOMY_SUPPORTED|SOURCE_ACCEPTED,CANONICAL_METADATA_PASS3_1,Existing populated badminton source metadata preserved on the retained canonical identity.
BADMINTON_00029,barbell_bench_press,벤치프레스,SKILL_TARGET,NONE,NONE,SELECTABLE_CANONICAL,barbell_bench_press,,PASS,ANATOMY_SUPPORTED|SOURCE_ACCEPTED,CANONICAL_METADATA_PASS3_1,Existing populated badminton source metadata preserved on the retained canonical identity.
BADMINTON_00030,barbell_bench_press,벤치프레스,PHYSICAL_QUALITY,NONE,NONE,SELECTABLE_CANONICAL,barbell_bench_press,,PASS,ANATOMY_SUPPORTED|SOURCE_ACCEPTED,CANONICAL_METADATA_PASS3_1,Existing populated badminton source metadata preserved on the retained canonical identity.
BADMINTON_00031,barbell_bench_press,벤치프레스,COURT_MOVEMENT,NONE,NONE,SELECTABLE_CANONICAL,barbell_bench_press,,PASS,ANATOMY_SUPPORTED|SOURCE_ACCEPTED,CANONICAL_METADATA_PASS3_1,Existing populated badminton source metadata preserved on the retained canonical identity.
BADMINTON_00032,barbell_deadlift,데드리프트,TRANSFER_LEVEL,GENERAL,LOW,SELECTABLE_CANONICAL,barbell_deadlift,,PASS,HEURISTIC_ACCEPTED|SOURCE_ACCEPTED,CANONICAL_METADATA_PASS3_1,Existing populated badminton source metadata preserved on the retained canonical identity.
BADMINTON_00033,barbell_deadlift,데드리프트,TRANSFER_TYPE,GENERAL_STRENGTH_SUPPORTIVE,LOW,SELECTABLE_CANONICAL,barbell_deadlift,,PASS,HEURISTIC_ACCEPTED|SOURCE_ACCEPTED,CANONICAL_METADATA_PASS3_1,Existing populated badminton source metadata preserved on the retained canonical identity.
BADMINTON_00034,barbell_deadlift,데드리프트,SKILL_TARGET,NONE,LOW,SELECTABLE_CANONICAL,barbell_deadlift,,PASS,HEURISTIC_ACCEPTED|SOURCE_ACCEPTED,CANONICAL_METADATA_PASS3_1,Existing populated badminton source metadata preserved on the retained canonical identity.
BADMINTON_00035,barbell_deadlift,데드리프트,PHYSICAL_QUALITY,HIP_KNEE_EXTENSION_STRENGTH,LOW,SELECTABLE_CANONICAL,barbell_deadlift,,PASS,HEURISTIC_ACCEPTED|SOURCE_ACCEPTED,CANONICAL_METADATA_PASS3_1,Existing populated badminton source metadata preserved on the retained canonical identity.
BADMINTON_00036,barbell_deadlift,데드리프트,PHYSICAL_QUALITY,LOWER_BODY_FORCE,LOW,SELECTABLE_CANONICAL,barbell_deadlift,,PASS,HEURISTIC_ACCEPTED|SOURCE_ACCEPTED,CANONICAL_METADATA_PASS3_1,Existing populated badminton source metadata preserved on the retained canonical identity.
BADMINTON_00037,barbell_deadlift,데드리프트,COURT_MOVEMENT,NONE,LOW,SELECTABLE_CANONICAL,barbell_deadlift,,PASS,HEURISTIC_ACCEPTED|SOURCE_ACCEPTED,CANONICAL_METADATA_PASS3_1,Existing populated badminton source metadata preserved on the retained canonical identity.
BADMINTON_00038,barbell_reverse_curl,바벨 리버스 컬,TRANSFER_LEVEL,GENERAL,LOW,SELECTABLE_CANONICAL,ex_dd2f732e,ex_dd2f732e,PASS,ANATOMY_SUPPORTED|SOURCE_ACCEPTED,FINAL_CLOSEOUT_SPLIT_FROM_ex_dd2f732e,Equipment-specific identity inherits the reviewed broad badminton-transfer meaning; identity/equipment fields remain variant-specific.
BADMINTON_00039,barbell_reverse_curl,바벨 리버스 컬,TRANSFER_TYPE,GENERAL_STRENGTH_SUPPORTIVE,LOW,SELECTABLE_CANONICAL,ex_dd2f732e,ex_dd2f732e,PASS,ANATOMY_SUPPORTED|SOURCE_ACCEPTED,FINAL_CLOSEOUT_SPLIT_FROM_ex_dd2f732e,Equipment-specific identity inherits the reviewed broad badminton-transfer meaning; identity/equipment fields remain variant-specific.
BADMINTON_00040,barbell_reverse_curl,바벨 리버스 컬,SKILL_TARGET,NONE,LOW,SELECTABLE_CANONICAL,ex_dd2f732e,ex_dd2f732e,PASS,ANATOMY_SUPPORTED|SOURCE_ACCEPTED,FINAL_CLOSEOUT_SPLIT_FROM_ex_dd2f732e,Equipment-specific identity inherits the reviewed broad badminton-transfer meaning; identity/equipment fields remain variant-specific.
BADMINTON_00041,barbell_reverse_curl,바벨 리버스 컬,PHYSICAL_QUALITY,GRIP_ENDURANCE,LOW,SELECTABLE_CANONICAL,ex_dd2f732e,ex_dd2f732e,PASS,ANATOMY_SUPPORTED|SOURCE_ACCEPTED,FINAL_CLOSEOUT_SPLIT_FROM_ex_dd2f732e,Equipment-specific identity inherits the reviewed broad badminton-transfer meaning; identity/equipment fields remain variant-specific.
BADMINTON_00042,barbell_reverse_curl,바벨 리버스 컬,COURT_MOVEMENT,NONE,LOW,SELECTABLE_CANONICAL,ex_dd2f732e,ex_dd2f732e,PASS,ANATOMY_SUPPORTED|SOURCE_ACCEPTED,FINAL_CLOSEOUT_SPLIT_FROM_ex_dd2f732e,Equipment-specific identity inherits the reviewed broad badminton-transfer meaning; identity/equipment fields remain variant-specific.
BADMINTON_00043,barbell_reverse_wrist_curl,바벨 리버스 리스트 컬,TRANSFER_LEVEL,SUPPORTIVE,LOW,SELECTABLE_CANONICAL,ex_8e18b02a,ex_8e18b02a,PASS,ANATOMY_SUPPORTED|SOURCE_ACCEPTED,FINAL_CLOSEOUT_SPLIT_FROM_ex_8e18b02a,Equipment-specific identity inherits the reviewed broad badminton-transfer meaning; identity/equipment fields remain variant-specific.
BADMINTON_00044,barbell_reverse_wrist_curl,바벨 리버스 리스트 컬,TRANSFER_TYPE,GRIP_WRIST_SUPPORTIVE,LOW,SELECTABLE_CANONICAL,ex_8e18b02a,ex_8e18b02a,PASS,ANATOMY_SUPPORTED|SOURCE_ACCEPTED,FINAL_CLOSEOUT_SPLIT_FROM_ex_8e18b02a,Equipment-specific identity inherits the reviewed broad badminton-transfer meaning; identity/equipment fields remain variant-specific.
BADMINTON_00045,barbell_reverse_wrist_curl,바벨 리버스 리스트 컬,SKILL_TARGET,DRIVE,LOW,SELECTABLE_CANONICAL,ex_8e18b02a,ex_8e18b02a,PASS,ANATOMY_SUPPORTED|SOURCE_ACCEPTED,FINAL_CLOSEOUT_SPLIT_FROM_ex_8e18b02a,Equipment-specific identity inherits the reviewed broad badminton-transfer meaning; identity/equipment fields remain variant-specific.
BADMINTON_00046,barbell_reverse_wrist_curl,바벨 리버스 리스트 컬,SKILL_TARGET,NET_PLAY,LOW,SELECTABLE_CANONICAL,ex_8e18b02a,ex_8e18b02a,PASS,ANATOMY_SUPPORTED|SOURCE_ACCEPTED,FINAL_CLOSEOUT_SPLIT_FROM_ex_8e18b02a,Equipment-specific identity inherits the reviewed broad badminton-transfer meaning; identity/equipment fields remain variant-specific.
BADMINTON_00047,barbell_reverse_wrist_curl,바벨 리버스 리스트 컬,PHYSICAL_QUALITY,GRIP_ENDURANCE,LOW,SELECTABLE_CANONICAL,ex_8e18b02a,ex_8e18b02a,PASS,ANATOMY_SUPPORTED|SOURCE_ACCEPTED,FINAL_CLOSEOUT_SPLIT_FROM_ex_8e18b02a,Equipment-specific identity inherits the reviewed broad badminton-transfer meaning; identity/equipment fields remain variant-specific.
BADMINTON_00048,barbell_reverse_wrist_curl,바벨 리버스 리스트 컬,COURT_MOVEMENT,NONE,LOW,SELECTABLE_CANONICAL,ex_8e18b02a,ex_8e18b02a,PASS,ANATOMY_SUPPORTED|SOURCE_ACCEPTED,FINAL_CLOSEOUT_SPLIT_FROM_ex_8e18b02a,Equipment-specific identity inherits the reviewed broad badminton-transfer meaning; identity/equipment fields remain variant-specific.
BADMINTON_00049,barbell_romanian_deadlift,루마니안 바벨 데드리프트,TRANSFER_LEVEL,GENERAL,LOW,SELECTABLE_CANONICAL,barbell_romanian_deadlift,,PASS,HEURISTIC_ACCEPTED|SOURCE_ACCEPTED,CANONICAL_METADATA_PASS3_1,Existing populated badminton source metadata preserved on the retained canonical identity.
BADMINTON_00050,barbell_romanian_deadlift,루마니안 바벨 데드리프트,TRANSFER_TYPE,GENERAL_STRENGTH_SUPPORTIVE,LOW,SELECTABLE_CANONICAL,barbell_romanian_deadlift,,PASS,HEURISTIC_ACCEPTED|SOURCE_ACCEPTED,CANONICAL_METADATA_PASS3_1,Existing populated badminton source metadata preserved on the retained canonical identity.
BADMINTON_00051,barbell_romanian_deadlift,루마니안 바벨 데드리프트,SKILL_TARGET,NONE,LOW,SELECTABLE_CANONICAL,barbell_romanian_deadlift,,PASS,HEURISTIC_ACCEPTED|SOURCE_ACCEPTED,CANONICAL_METADATA_PASS3_1,Existing populated badminton source metadata preserved on the retained canonical identity.
BADMINTON_00052,barbell_romanian_deadlift,루마니안 바벨 데드리프트,PHYSICAL_QUALITY,HIP_KNEE_EXTENSION_STRENGTH,LOW,SELECTABLE_CANONICAL,barbell_romanian_deadlift,,PASS,HEURISTIC_ACCEPTED|SOURCE_ACCEPTED,CANONICAL_METADATA_PASS3_1,Existing populated badminton source metadata preserved on the retained canonical identity.
BADMINTON_00053,barbell_romanian_deadlift,루마니안 바벨 데드리프트,PHYSICAL_QUALITY,LOWER_BODY_FORCE,LOW,SELECTABLE_CANONICAL,barbell_romanian_deadlift,,PASS,HEURISTIC_ACCEPTED|SOURCE_ACCEPTED,CANONICAL_METADATA_PASS3_1,Existing populated badminton source metadata preserved on the retained canonical identity.
BADMINTON_00054,barbell_romanian_deadlift,루마니안 바벨 데드리프트,COURT_MOVEMENT,NONE,LOW,SELECTABLE_CANONICAL,barbell_romanian_deadlift,,PASS,HEURISTIC_ACCEPTED|SOURCE_ACCEPTED,CANONICAL_METADATA_PASS3_1,Existing populated badminton source metadata preserved on the retained canonical identity.
BADMINTON_00055,cable_hip_adduction,케이블 힙 어덕션,TRANSFER_LEVEL,SUPPORTIVE,MEDIUM,SELECTABLE_CANONICAL,ex_eaea872c,ex_eaea872c,PASS,ANATOMY_SUPPORTED|SOURCE_ACCEPTED,FINAL_CLOSEOUT_SPLIT_FROM_ex_eaea872c,Equipment-specific identity inherits the reviewed broad badminton-transfer meaning; identity/equipment fields remain variant-specific.
BADMINTON_00056,cable_hip_adduction,케이블 힙 어덕션,TRANSFER_TYPE,LOWER_BODY_SUPPORTIVE,MEDIUM,SELECTABLE_CANONICAL,ex_eaea872c,ex_eaea872c,PASS,ANATOMY_SUPPORTED|SOURCE_ACCEPTED,FINAL_CLOSEOUT_SPLIT_FROM_ex_eaea872c,Equipment-specific identity inherits the reviewed broad badminton-transfer meaning; identity/equipment fields remain variant-specific.
BADMINTON_00057,cable_hip_adduction,케이블 힙 어덕션,SKILL_TARGET,CHANGE_OF_DIRECTION,MEDIUM,SELECTABLE_CANONICAL,ex_eaea872c,ex_eaea872c,PASS,ANATOMY_SUPPORTED|SOURCE_ACCEPTED,FINAL_CLOSEOUT_SPLIT_FROM_ex_eaea872c,Equipment-specific identity inherits the reviewed broad badminton-transfer meaning; identity/equipment fields remain variant-specific.
BADMINTON_00058,cable_hip_adduction,케이블 힙 어덕션,SKILL_TARGET,FIRST_STEP,MEDIUM,SELECTABLE_CANONICAL,ex_eaea872c,ex_eaea872c,PASS,ANATOMY_SUPPORTED|SOURCE_ACCEPTED,FINAL_CLOSEOUT_SPLIT_FROM_ex_eaea872c,Equipment-specific identity inherits the reviewed broad badminton-transfer meaning; identity/equipment fields remain variant-specific.
BADMINTON_00059,cable_hip_adduction,케이블 힙 어덕션,PHYSICAL_QUALITY,FRONTAL_PLANE_CONTROL,MEDIUM,SELECTABLE_CANONICAL,ex_eaea872c,ex_eaea872c,PASS,ANATOMY_SUPPORTED|SOURCE_ACCEPTED,FINAL_CLOSEOUT_SPLIT_FROM_ex_eaea872c,Equipment-specific identity inherits the reviewed broad badminton-transfer meaning; identity/equipment fields remain variant-specific.
BADMINTON_00060,cable_hip_adduction,케이블 힙 어덕션,PHYSICAL_QUALITY,HIP_CONTROL,MEDIUM,SELECTABLE_CANONICAL,ex_eaea872c,ex_eaea872c,PASS,ANATOMY_SUPPORTED|SOURCE_ACCEPTED,FINAL_CLOSEOUT_SPLIT_FROM_ex_eaea872c,Equipment-specific identity inherits the reviewed broad badminton-transfer meaning; identity/equipment fields remain variant-specific.
BADMINTON_00061,cable_hip_adduction,케이블 힙 어덕션,PHYSICAL_QUALITY,HIP_KNEE_EXTENSION_STRENGTH,MEDIUM,SELECTABLE_CANONICAL,ex_eaea872c,ex_eaea872c,PASS,ANATOMY_SUPPORTED|SOURCE_ACCEPTED,FINAL_CLOSEOUT_SPLIT_FROM_ex_eaea872c,Equipment-specific identity inherits the reviewed broad badminton-transfer meaning; identity/equipment fields remain variant-specific.
BADMINTON_00062,cable_hip_adduction,케이블 힙 어덕션,PHYSICAL_QUALITY,LOWER_BODY_FORCE,MEDIUM,SELECTABLE_CANONICAL,ex_eaea872c,ex_eaea872c,PASS,ANATOMY_SUPPORTED|SOURCE_ACCEPTED,FINAL_CLOSEOUT_SPLIT_FROM_ex_eaea872c,Equipment-specific identity inherits the reviewed broad badminton-transfer meaning; identity/equipment fields remain variant-specific.
BADMINTON_00063,cable_hip_adduction,케이블 힙 어덕션,PHYSICAL_QUALITY,SINGLE_LEG_STABILITY,MEDIUM,SELECTABLE_CANONICAL,ex_eaea872c,ex_eaea872c,PASS,ANATOMY_SUPPORTED|SOURCE_ACCEPTED,FINAL_CLOSEOUT_SPLIT_FROM_ex_eaea872c,Equipment-specific identity inherits the reviewed broad badminton-transfer meaning; identity/equipment fields remain variant-specific.
BADMINTON_00064,cable_hip_adduction,케이블 힙 어덕션,COURT_MOVEMENT,NONE,MEDIUM,SELECTABLE_CANONICAL,ex_eaea872c,ex_eaea872c,PASS,ANATOMY_SUPPORTED|SOURCE_ACCEPTED,FINAL_CLOSEOUT_SPLIT_FROM_ex_eaea872c,Equipment-specific identity inherits the reviewed broad badminton-transfer meaning; identity/equipment fields remain variant-specific.
BADMINTON_00065,cable_lift,케이블 리프트,TRANSFER_LEVEL,SUPPORTIVE,MEDIUM,SELECTABLE_CANONICAL,cable_lift,,PASS,HEURISTIC_ACCEPTED|SOURCE_ACCEPTED_WITH_LIMITATION,CANONICAL_METADATA_PASS3_1,Existing populated badminton source metadata preserved on the retained canonical identity.
BADMINTON_00066,cable_lift,케이블 리프트,TRANSFER_TYPE,ROTATION_POWER_SUPPORTIVE,MEDIUM,SELECTABLE_CANONICAL,cable_lift,,PASS,HEURISTIC_ACCEPTED|SOURCE_ACCEPTED_WITH_LIMITATION,CANONICAL_METADATA_PASS3_1,Existing populated badminton source metadata preserved on the retained canonical identity.
BADMINTON_00067,cable_lift,케이블 리프트,SKILL_TARGET,ROTATION_SEQUENCING,MEDIUM,SELECTABLE_CANONICAL,cable_lift,,PASS,HEURISTIC_ACCEPTED|SOURCE_ACCEPTED_WITH_LIMITATION,CANONICAL_METADATA_PASS3_1,Existing populated badminton source metadata preserved on the retained canonical identity.
BADMINTON_00068,cable_lift,케이블 리프트,PHYSICAL_QUALITY,CORE_BRACING,MEDIUM,SELECTABLE_CANONICAL,cable_lift,,PASS,HEURISTIC_ACCEPTED|SOURCE_ACCEPTED_WITH_LIMITATION,CANONICAL_METADATA_PASS3_1,Existing populated badminton source metadata preserved on the retained canonical identity.
BADMINTON_00069,cable_lift,케이블 리프트,PHYSICAL_QUALITY,ROTATIONAL_STRENGTH,MEDIUM,SELECTABLE_CANONICAL,cable_lift,,PASS,HEURISTIC_ACCEPTED|SOURCE_ACCEPTED_WITH_LIMITATION,CANONICAL_METADATA_PASS3_1,Existing populated badminton source metadata preserved on the retained canonical identity.
BADMINTON_00070,cable_lift,케이블 리프트,COURT_MOVEMENT,NONE,MEDIUM,SELECTABLE_CANONICAL,cable_lift,,PASS,HEURISTIC_ACCEPTED|SOURCE_ACCEPTED_WITH_LIMITATION,CANONICAL_METADATA_PASS3_1,Existing populated badminton source metadata preserved on the retained canonical identity.
BADMINTON_00071,cable_overhead_triceps_extension,케이블 오버헤드 트라이셉스 익스텐션,TRANSFER_LEVEL,NONE,NONE,SELECTABLE_CANONICAL,ex_a9e8859c,ex_a9e8859c,PASS,HEURISTIC_ACCEPTED|SOURCE_ACCEPTED,FINAL_CLOSEOUT_SPLIT_FROM_ex_a9e8859c,Equipment-specific identity inherits the reviewed broad badminton-transfer meaning; identity/equipment fields remain variant-specific.
BADMINTON_00072,cable_overhead_triceps_extension,케이블 오버헤드 트라이셉스 익스텐션,TRANSFER_TYPE,NONE,NONE,SELECTABLE_CANONICAL,ex_a9e8859c,ex_a9e8859c,PASS,HEURISTIC_ACCEPTED|SOURCE_ACCEPTED,FINAL_CLOSEOUT_SPLIT_FROM_ex_a9e8859c,Equipment-specific identity inherits the reviewed broad badminton-transfer meaning; identity/equipment fields remain variant-specific.
BADMINTON_00073,cable_overhead_triceps_extension,케이블 오버헤드 트라이셉스 익스텐션,SKILL_TARGET,NONE,NONE,SELECTABLE_CANONICAL,ex_a9e8859c,ex_a9e8859c,PASS,HEURISTIC_ACCEPTED|SOURCE_ACCEPTED,FINAL_CLOSEOUT_SPLIT_FROM_ex_a9e8859c,Equipment-specific identity inherits the reviewed broad badminton-transfer meaning; identity/equipment fields remain variant-specific.
BADMINTON_00074,cable_overhead_triceps_extension,케이블 오버헤드 트라이셉스 익스텐션,PHYSICAL_QUALITY,NONE,NONE,SELECTABLE_CANONICAL,ex_a9e8859c,ex_a9e8859c,PASS,HEURISTIC_ACCEPTED|SOURCE_ACCEPTED,FINAL_CLOSEOUT_SPLIT_FROM_ex_a9e8859c,Equipment-specific identity inherits the reviewed broad badminton-transfer meaning; identity/equipment fields remain variant-specific.
