relationId,exerciseStableKey,relationType,relationValue,sourceRowOrder,provenance,reviewStatus
CORE_CLASS_017,dumbbell_chest_supported_row,CORE_CLASS,HIDDEN_LOW,17,USER_APPROVED_CORE_REVIEW_2026_08_13,APPROVED_DRAFT
CORE_CLASS_018,dumbbell_farmer_carry,CORE_CLASS,DIRECT,18,USER_APPROVED_CORE_REVIEW_2026_08_13,REVIEW_RECOMMENDED
CORE_TARGET_018,dumbbell_farmer_carry,DIRECT_TARGET,BRACING,18,USER_APPROVED_CORE_REVIEW_2026_08_13,REVIEW_RECOMMENDED
CORE_CLASS_019,dumbbell_goblet_squat,CORE_CLASS,HIDDEN_MODERATE,19,USER_APPROVED_CORE_REVIEW_2026_08_13,REVIEW_RECOMMENDED
CORE_CLASS_020,dumbbell_lying_triceps_extension,CORE_CLASS,NONE,20,USER_APPROVED_CORE_REVIEW_2026_08_13,APPROVED_DRAFT
CORE_CLASS_021,dumbbell_overhead_triceps_extension,CORE_CLASS,HIDDEN_LOW,21,USER_APPROVED_CORE_REVIEW_2026_08_13,APPROVED_DRAFT
CORE_CLASS_022,dumbbell_preacher_curl,CORE_CLASS,NONE,22,USER_APPROVED_CORE_REVIEW_2026_08_13,APPROVED_DRAFT
CORE_CLASS_023,dumbbell_rear_delt_fly,CORE_CLASS,HIDDEN_LOW,23,USER_APPROVED_CORE_REVIEW_2026_08_13,APPROVED_DRAFT
CORE_CLASS_024,dumbbell_reverse_wrist_curl,CORE_CLASS,NONE,24,USER_APPROVED_CORE_REVIEW_2026_08_13,APPROVED_DRAFT
CORE_CLASS_025,dumbbell_romanian_deadlift,CORE_CLASS,HIDDEN_HIGH,25,USER_APPROVED_CORE_REVIEW_2026_08_13,APPROVED_DRAFT
CORE_CLASS_026,dumbbell_single_leg_rdl,CORE_CLASS,HIDDEN_HIGH,26,USER_APPROVED_CORE_REVIEW_2026_08_13,REVIEW_RECOMMENDED
CORE_CLASS_027,dumbbell_spider_curl,CORE_CLASS,NONE,27,USER_APPROVED_CORE_REVIEW_2026_08_13,APPROVED_DRAFT
CORE_CLASS_028,dumbbell_woodchop,CORE_CLASS,DIRECT,28,USER_APPROVED_CORE_REVIEW_2026_08_13,APPROVED_DRAFT
CORE_TARGET_028,dumbbell_woodchop,DIRECT_TARGET,ROTATION_GENERATION,28,USER_APPROVED_CORE_REVIEW_2026_08_13,APPROVED_DRAFT
CORE_CLASS_029,ex_1052e9fa,CORE_CLASS,HIDDEN_MODERATE,29,USER_APPROVED_CORE_REVIEW_2026_08_13,REVIEW_RECOMMENDED
CORE_CLASS_030,ex_149730de,CORE_CLASS,NONE,30,USER_APPROVED_CORE_REVIEW_2026_08_13,APPROVED_DRAFT
CORE_CLASS_031,ex_16b298db,CORE_CLASS,HIDDEN_MODERATE,31,USER_APPROVED_CORE_REVIEW_2026_08_13,REVIEW_RECOMMENDED
CORE_CLASS_032,ex_1a4858d7,CORE_CLASS,HIDDEN_HIGH,32,USER_APPROVED_CORE_REVIEW_2026_08_13,REVIEW_RECOMMENDED
CORE_CLASS_033,ex_1a4bbdcf,CORE_CLASS,HIDDEN_HIGH,33,USER_APPROVED_CORE_REVIEW_2026_08_13,REVIEW_RECOMMENDED
CORE_CLASS_034,ex_1c7f2342,CORE_CLASS,HIDDEN_MODERATE,34,USER_APPROVED_CORE_REVIEW_2026_08_13,REVIEW_RECOMMENDED
CORE_CLASS_035,ex_1cf51b6b,CORE_CLASS,HIDDEN_MODERATE,35,USER_APPROVED_CORE_REVIEW_2026_08_13,REVIEW_RECOMMENDED
CORE_CLASS_036,ex_1dbee10e,CORE_CLASS,HIDDEN_LOW,36,USER_APPROVED_CORE_REVIEW_2026_08_13,APPROVED_DRAFT
CORE_CLASS_037,ex_2055b629,CORE_CLASS,HIDDEN_MODERATE,37,USER_APPROVED_CORE_REVIEW_2026_08_13,REVIEW_RECOMMENDED
CORE_CLASS_038,ex_216351a1,CORE_CLASS,HIDDEN_MODERATE,38,USER_APPROVED_CORE_REVIEW_2026_08_13,REVIEW_RECOMMENDED
CORE_CLASS_039,ex_27b3deb5,CORE_CLASS,HIDDEN_MODERATE,39,USER_APPROVED_CORE_REVIEW_2026_08_13,APPROVED_DRAFT
CORE_CLASS_040,ex_281347da,CORE_CLASS,HIDDEN_LOW,40,USER_APPROVED_CORE_REVIEW_2026_08_13,APPROVED_DRAFT
CORE_CLASS_041,ex_2822ec2e,CORE_CLASS,NONE,41,USER_APPROVED_CORE_REVIEW_2026_08_13,APPROVED_DRAFT
CORE_CLASS_042,ex_282a9d87,CORE_CLASS,HIDDEN_MODERATE,42,USER_APPROVED_CORE_REVIEW_2026_08_13,APPROVED_DRAFT
CORE_CLASS_043,ex_28347c1f,CORE_CLASS,DIRECT,43,USER_APPROVED_CORE_REVIEW_2026_08_13,APPROVED_DRAFT
CORE_TARGET_043,ex_28347c1f,DIRECT_TARGET,BRACING,43,USER_APPROVED_CORE_REVIEW_2026_08_13,APPROVED_DRAFT
CORE_CLASS_044,ex_284ecca6,CORE_CLASS,DIRECT,44,USER_APPROVED_CORE_REVIEW_2026_08_13,REVIEW_TARGET_TAXONOMY
CORE_TARGET_044,ex_284ecca6,DIRECT_TARGET,TRUNK_EXTENSION,44,USER_APPROVED_CORE_REVIEW_2026_08_13,REVIEW_TARGET_TAXONOMY
CORE_CLASS_045,ex_28902b13,CORE_CLASS,HIDDEN_MODERATE,45,USER_APPROVED_CORE_REVIEW_2026_08_13,APPROVED_DRAFT
CORE_CLASS_046,ex_2892da5a,CORE_CLASS,HIDDEN_LOW,46,USER_APPROVED_CORE_REVIEW_2026_08_13,APPROVED_DRAFT
CORE_CLASS_047,ex_2a826c82,CORE_CLASS,DIRECT,47,USER_APPROVED_CORE_REVIEW_2026_08_13,APPROVED_DRAFT
CORE_TARGET_047,ex_2a826c82,DIRECT_TARGET,BRACING,47,USER_APPROVED_CORE_REVIEW_2026_08_13,APPROVED_DRAFT
CORE_CLASS_048,ex_2f3b56d0,CORE_CLASS,HIDDEN_HIGH,48,USER_APPROVED_CORE_REVIEW_2026_08_13,REVIEW_RECOMMENDED
CORE_CLASS_049,ex_30a0e9aa,CORE_CLASS,HIDDEN_HIGH,49,USER_APPROVED_CORE_REVIEW_2026_08_13,APPROVED_DRAFT
CORE_CLASS_050,ex_314df428,CORE_CLASS,HIDDEN_MODERATE,50,USER_APPROVED_CORE_REVIEW_2026_08_13,REVIEW_RECOMMENDED
CORE_CLASS_051,ex_32219f7a,CORE_CLASS,HIDDEN_HIGH,51,USER_APPROVED_CORE_REVIEW_2026_08_13,APPROVED_DRAFT
CORE_CLASS_052,ex_32eb8457,CORE_CLASS,HIDDEN_MODERATE,52,USER_APPROVED_CORE_REVIEW_2026_08_13,REVIEW_RECOMMENDED
CORE_CLASS_053,ex_33841b88,CORE_CLASS,HIDDEN_MODERATE,53,USER_APPROVED_CORE_REVIEW_2026_08_13,REVIEW_RECOMMENDED
CORE_CLASS_054,ex_33d2da8e,CORE_CLASS,HIDDEN_LOW,54,USER_APPROVED_CORE_REVIEW_2026_08_13,APPROVED_DRAFT
CORE_CLASS_055,ex_34e7d21,CORE_CLASS,HIDDEN_MODERATE,55,USER_APPROVED_CORE_REVIEW_2026_08_13,REVIEW_RECOMMENDED
CORE_CLASS_056,ex_377448a9,CORE_CLASS,HIDDEN_MODERATE,56,USER_APPROVED_CORE_REVIEW_2026_08_13,REVIEW_RECOMMENDED
CORE_CLASS_057,ex_389920ab,CORE_CLASS,HIDDEN_LOW,57,USER_APPROVED_CORE_REVIEW_2026_08_13,APPROVED_DRAFT
CORE_CLASS_058,ex_389e0556,CORE_CLASS,HIDDEN_HIGH,58,USER_APPROVED_CORE_REVIEW_2026_08_13,APPROVED_DRAFT
CORE_CLASS_059,ex_3a7d3eda,CORE_CLASS,HIDDEN_MODERATE,59,USER_APPROVED_CORE_REVIEW_2026_08_13,APPROVED_DRAFT
CORE_CLASS_060,ex_3c3692aa,CORE_CLASS,HIDDEN_HIGH,60,USER_APPROVED_CORE_REVIEW_2026_08_13,APPROVED_DRAFT
CORE_CLASS_061,ex_3caa236b,CORE_CLASS,HIDDEN_MODERATE,61,USER_APPROVED_CORE_REVIEW_2026_08_13,APPROVED_DRAFT
CORE_CLASS_062,ex_3d5719de,CORE_CLASS,HIDDEN_LOW,62,USER_APPROVED_CORE_REVIEW_2026_08_13,APPROVED_DRAFT
CORE_CLASS_063,ex_3f184ef9,CORE_CLASS,HIDDEN_HIGH,63,USER_APPROVED_CORE_REVIEW_2026_08_13,REVIEW_RECOMMENDED
CORE_CLASS_064,ex_40fa57be,CORE_CLASS,HIDDEN_HIGH,64,USER_APPROVED_CORE_REVIEW_2026_08_13,APPROVED_DRAFT
CORE_CLASS_065,ex_421ba24b,CORE_CLASS,HIDDEN_MODERATE,65,USER_APPROVED_CORE_REVIEW_2026_08_13,REVIEW_RECOMMENDED
CORE_CLASS_066,ex_4255e429,CORE_CLASS,HIDDEN_MODERATE,66,USER_APPROVED_CORE_REVIEW_2026_08_13,REVIEW_RECOMMENDED
CORE_CLASS_067,ex_442617f6,CORE_CLASS,HIDDEN_LOW,67,USER_APPROVED_CORE_REVIEW_2026_08_13,APPROVED_DRAFT
CORE_CLASS_068,ex_462c760e,CORE_CLASS,HIDDEN_LOW,68,USER_APPROVED_CORE_REVIEW_2026_08_13,APPROVED_DRAFT
CORE_CLASS_069,ex_4773b6ea,CORE_CLASS,HIDDEN_MODERATE,69,USER_APPROVED_CORE_REVIEW_2026_08_13,REVIEW_RECOMMENDED
CORE_CLASS_070,ex_4aa3725a,CORE_CLASS,HIDDEN_LOW,70,USER_APPROVED_CORE_REVIEW_2026_08_13,APPROVED_DRAFT
CORE_CLASS_071,ex_4c76dbb2,CORE_CLASS,HIDDEN_MODERATE,71,USER_APPROVED_CORE_REVIEW_2026_08_13,REVIEW_RECOMMENDED
CORE_CLASS_072,ex_4c779df2,CORE_CLASS,HIDDEN_LOW,72,USER_APPROVED_CORE_REVIEW_2026_08_13,APPROVED_DRAFT
CORE_CLASS_073,ex_5004ca76,CORE_CLASS,HIDDEN_MODERATE,73,USER_APPROVED_CORE_REVIEW_2026_08_13,REVIEW_RECOMMENDED
CORE_CLASS_074,ex_5322f2d1,CORE_CLASS,HIDDEN_LOW,74,USER_APPROVED_CORE_REVIEW_2026_08_13,APPROVED_DRAFT
CORE_CLASS_075,ex_5c8751d2,CORE_CLASS,NONE,75,USER_APPROVED_CORE_REVIEW_2026_08_13,APPROVED_DRAFT
CORE_CLASS_076,ex_5ca7133f,CORE_CLASS,HIDDEN_LOW,76,USER_APPROVED_CORE_REVIEW_2026_08_13,APPROVED_DRAFT
CORE_CLASS_077,ex_6232f4bc,CORE_CLASS,HIDDEN_MODERATE,77,USER_APPROVED_CORE_REVIEW_2026_08_13,REVIEW_RECOMMENDED
CORE_CLASS_078,ex_64422511,CORE_CLASS,HIDDEN_MODERATE,78,USER_APPROVED_CORE_REVIEW_2026_08_13,REVIEW_RECOMMENDED
CORE_CLASS_079,ex_644e0f9d,CORE_CLASS,DIRECT,79,USER_APPROVED_CORE_REVIEW_2026_08_13,REVIEW_TARGET_TAXONOMY
CORE_TARGET_079,ex_644e0f9d,DIRECT_TARGET,TRUNK_FLEXION,79,USER_APPROVED_CORE_REVIEW_2026_08_13,REVIEW_TARGET_TAXONOMY
CORE_CLASS_080,ex_6463edad,CORE_CLASS,HIDDEN_MODERATE,80,USER_APPROVED_CORE_REVIEW_2026_08_13,REVIEW_RECOMMENDED
CORE_CLASS_081,ex_64644b5e,CORE_CLASS,HIDDEN_MODERATE,81,USER_APPROVED_CORE_REVIEW_2026_08_13,REVIEW_RECOMMENDED
CORE_CLASS_082,ex_64661229,CORE_CLASS,HIDDEN_LOW,82,USER_APPROVED_CORE_REVIEW_2026_08_13,APPROVED_DRAFT
CORE_CLASS_083,ex_6466fe77,CORE_CLASS,HIDDEN_MODERATE,83,USER_APPROVED_CORE_REVIEW_2026_08_13,REVIEW_RECOMMENDED
CORE_CLASS_084,ex_681d9ed2,CORE_CLASS,HIDDEN_MODERATE,84,USER_APPROVED_CORE_REVIEW_2026_08_13,REVIEW_RECOMMENDED
CORE_CLASS_085,ex_681eed4a,CORE_CLASS,HIDDEN_MODERATE,85,USER_APPROVED_CORE_REVIEW_2026_08_13,REVIEW_RECOMMENDED
CORE_CLASS_086,ex_69a56484,CORE_CLASS,HIDDEN_MODERATE,86,USER_APPROVED_CORE_REVIEW_2026_08_13,REVIEW_RECOMMENDED
CORE_CLASS_087,ex_6a966452,CORE_CLASS,HIDDEN_LOW,87,USER_APPROVED_CORE_REVIEW_2026_08_13,APPROVED_DRAFT
CORE_CLASS_088,ex_704cbf1a,CORE_CLASS,HIDDEN_MODERATE,88,USER_APPROVED_CORE_REVIEW_2026_08_13,REVIEW_RECOMMENDED
CORE_CLASS_089,ex_708e64ce,CORE_CLASS,NONE,89,USER_APPROVED_CORE_REVIEW_2026_08_13,APPROVED_DRAFT
CORE_CLASS_090,ex_70f19bf,CORE_CLASS,HIDDEN_LOW,90,USER_APPROVED_CORE_REVIEW_2026_08_13,APPROVED_DRAFT
CORE_CLASS_091,ex_721f7b5b,CORE_CLASS,HIDDEN_LOW,91,USER_APPROVED_CORE_REVIEW_2026_08_13,APPROVED_DRAFT
CORE_CLASS_092,ex_728da646,CORE_CLASS,NONE,92,USER_APPROVED_CORE_REVIEW_2026_08_13,APPROVED_DRAFT
CORE_CLASS_093,ex_72f11dc5,CORE_CLASS,NONE,93,USER_APPROVED_CORE_REVIEW_2026_08_13,APPROVED_DRAFT
CORE_CLASS_094,ex_73b0b63f,CORE_CLASS,HIDDEN_HIGH,94,USER_APPROVED_CORE_REVIEW_2026_08_13,APPROVED_DRAFT
CORE_CLASS_095,ex_7404067c,CORE_CLASS,HIDDEN_HIGH,95,USER_APPROVED_CORE_REVIEW_2026_08_13,REVIEW_RECOMMENDED
CORE_CLASS_096,ex_74c2d13b,CORE_CLASS,HIDDEN_MODERATE,96,USER_APPROVED_CORE_REVIEW_2026_08_13,REVIEW_RECOMMENDED
CORE_CLASS_097,ex_752b45ae,CORE_CLASS,HIDDEN_MODERATE,97,USER_APPROVED_CORE_REVIEW_2026_08_13,REVIEW_RECOMMENDED
CORE_CLASS_098,ex_767e188e,CORE_CLASS,HIDDEN_MODERATE,98,USER_APPROVED_CORE_REVIEW_2026_08_13,APPROVED_DRAFT
CORE_CLASS_099,ex_7814843a,CORE_CLASS,HIDDEN_HIGH,99,USER_APPROVED_CORE_REVIEW_2026_08_13,APPROVED_DRAFT
CORE_CLASS_100,ex_79f3bdbe,CORE_CLASS,HIDDEN_MODERATE,100,USER_APPROVED_CORE_REVIEW_2026_08_13,APPROVED_DRAFT
CORE_CLASS_101,ex_7ce96a7a,CORE_CLASS,HIDDEN_HIGH,101,USER_APPROVED_CORE_REVIEW_2026_08_13,REVIEW_RECOMMENDED
CORE_CLASS_102,ex_7deabeba,CORE_CLASS,HIDDEN_LOW,102,USER_APPROVED_CORE_REVIEW_2026_08_13,APPROVED_DRAFT
CORE_CLASS_103,ex_85b2ac56,CORE_CLASS,HIDDEN_LOW,103,USER_APPROVED_CORE_REVIEW_2026_08_13,APPROVED_DRAFT
CORE_CLASS_104,ex_85f12271,CORE_CLASS,HIDDEN_HIGH,104,USER_APPROVED_CORE_REVIEW_2026_08_13,REVIEW_RECOMMENDED
CORE_CLASS_105,ex_86323ed6,CORE_CLASS,HIDDEN_LOW,105,USER_APPROVED_CORE_REVIEW_2026_08_13,APPROVED_DRAFT
CORE_CLASS_106,ex_8633d8db,CORE_CLASS,HIDDEN_LOW,106,USER_APPROVED_CORE_REVIEW_2026_08_13,APPROVED_DRAFT
CORE_CLASS_107,ex_8824026f,CORE_CLASS,NONE,107,USER_APPROVED_CORE_REVIEW_2026_08_13,APPROVED_DRAFT
CORE_CLASS_108,ex_8a3800f1,CORE_CLASS,HIDDEN_MODERATE,108,USER_APPROVED_CORE_REVIEW_2026_08_13,REVIEW_RECOMMENDED
CORE_CLASS_109,ex_8e4bf08e,CORE_CLASS,HIDDEN_HIGH,109,USER_APPROVED_CORE_REVIEW_2026_08_13,REVIEW_RECOMMENDED
CORE_CLASS_110,ex_8e69fc74,CORE_CLASS,HIDDEN_MODERATE,110,USER_APPROVED_CORE_REVIEW_2026_08_13,REVIEW_RECOMMENDED
CORE_CLASS_111,ex_91b749b3,CORE_CLASS,NONE,111,USER_APPROVED_CORE_REVIEW_2026_08_13,APPROVED_DRAFT
CORE_CLASS_112,ex_91d8430b,CORE_CLASS,HIDDEN_HIGH,112,USER_APPROVED_CORE_REVIEW_2026_08_13,REVIEW_RECOMMENDED
CORE_CLASS_113,ex_91f6958d,CORE_CLASS,HIDDEN_HIGH,113,USER_APPROVED_CORE_REVIEW_2026_08_13,REVIEW_RECOMMENDED
CORE_CLASS_114,ex_93538692,CORE_CLASS,HIDDEN_LOW,114,USER_APPROVED_CORE_REVIEW_2026_08_13,APPROVED_DRAFT
CORE_CLASS_115,ex_95028bfe,CORE_CLASS,NONE,115,USER_APPROVED_CORE_REVIEW_2026_08_13,APPROVED_DRAFT
CORE_CLASS_116,ex_9b132c23,CORE_CLASS,HIDDEN_MODERATE,116,USER_APPROVED_CORE_REVIEW_2026_08_13,REVIEW_RECOMMENDED
CORE_CLASS_117,ex_9bd6dddb,CORE_CLASS,HIDDEN_MODERATE,117,USER_APPROVED_CORE_REVIEW_2026_08_13,REVIEW_RECOMMENDED
CORE_CLASS_118,ex_9f283612,CORE_CLASS,HIDDEN_HIGH,118,USER_APPROVED_CORE_REVIEW_2026_08_13,APPROVED_DRAFT
CORE_CLASS_119,ex_a091b9fe,CORE_CLASS,HIDDEN_LOW,119,USER_APPROVED_CORE_REVIEW_2026_08_13,APPROVED_DRAFT
CORE_CLASS_120,ex_a12de111,CORE_CLASS,HIDDEN_MODERATE,120,USER_APPROVED_CORE_REVIEW_2026_08_13,REVIEW_RECOMMENDED
CORE_CLASS_121,ex_a12de4d2,CORE_CLASS,HIDDEN_MODERATE,121,USER_APPROVED_CORE_REVIEW_2026_08_13,REVIEW_RECOMMENDED
CORE_CLASS_122,ex_a345e30b,CORE_CLASS,DIRECT,122,USER_APPROVED_CORE_REVIEW_2026_08_13,REVIEW_TARGET_TAXONOMY
CORE_TARGET_122,ex_a345e30b,DIRECT_TARGET,TRUNK_FLEXION,122,USER_APPROVED_CORE_REVIEW_2026_08_13,REVIEW_TARGET_TAXONOMY
CORE_CLASS_123,ex_a3ddd8ac,CORE_CLASS,HIDDEN_MODERATE,123,USER_APPROVED_CORE_REVIEW_2026_08_13,REVIEW_RECOMMENDED
CORE_CLASS_124,ex_a4040be3,CORE_CLASS,HIDDEN_MODERATE,124,USER_APPROVED_CORE_REVIEW_2026_08_13,REVIEW_RECOMMENDED
CORE_CLASS_125,ex_a412dd45,CORE_CLASS,HIDDEN_MODERATE,125,USER_APPROVED_CORE_REVIEW_2026_08_13,REVIEW_RECOMMENDED
CORE_CLASS_126,ex_a4350c0f,CORE_CLASS,HIDDEN_MODERATE,126,USER_APPROVED_CORE_REVIEW_2026_08_13,REVIEW_RECOMMENDED
CORE_CLASS_127,ex_a44ae2ca,CORE_CLASS,DIRECT,127,USER_APPROVED_CORE_REVIEW_2026_08_13,APPROVED_DRAFT
CORE_TARGET_127,ex_a44ae2ca,DIRECT_TARGET,BRACING,127,USER_APPROVED_CORE_REVIEW_2026_08_13,APPROVED_DRAFT
CORE_CLASS_128,ex_a60496be,CORE_CLASS,HIDDEN_LOW,128,USER_APPROVED_CORE_REVIEW_2026_08_13,APPROVED_DRAFT
CORE_CLASS_129,ex_a611010d,CORE_CLASS,HIDDEN_HIGH,129,USER_APPROVED_CORE_REVIEW_2026_08_13,REVIEW_RECOMMENDED
CORE_CLASS_130,ex_a61f1e96,CORE_CLASS,HIDDEN_MODERATE,130,USER_APPROVED_CORE_REVIEW_2026_08_13,APPROVED_DRAFT
CORE_CLASS_131,ex_a61f307a,CORE_CLASS,NONE,131,USER_APPROVED_CORE_REVIEW_2026_08_13,APPROVED_DRAFT
CORE_CLASS_132,ex_a76f20b6,CORE_CLASS,HIDDEN_MODERATE,132,USER_APPROVED_CORE_REVIEW_2026_08_13,APPROVED_DRAFT
CORE_CLASS_133,ex_a8385c4a,CORE_CLASS,HIDDEN_HIGH,133,USER_APPROVED_CORE_REVIEW_2026_08_13,REVIEW_RECOMMENDED
CORE_CLASS_134,ex_a9b52886,CORE_CLASS,DIRECT,134,USER_APPROVED_CORE_REVIEW_2026_08_13,APPROVED_DRAFT
CORE_TARGET_134,ex_a9b52886,DIRECT_TARGET,BRACING,134,USER_APPROVED_CORE_REVIEW_2026_08_13,APPROVED_DRAFT
CORE_CLASS_135,ex_ab468462,CORE_CLASS,HIDDEN_LOW,135,USER_APPROVED_CORE_REVIEW_2026_08_13,APPROVED_DRAFT
CORE_CLASS_136,ex_ab918e2b,CORE_CLASS,HIDDEN_LOW,136,USER_APPROVED_CORE_REVIEW_2026_08_13,APPROVED_DRAFT
CORE_CLASS_137,ex_aca9d312,CORE_CLASS,HIDDEN_HIGH,137,USER_APPROVED_CORE_REVIEW_2026_08_13,REVIEW_RECOMMENDED
CORE_CLASS_138,ex_ae9ecdbc,CORE_CLASS,HIDDEN_HIGH,138,USER_APPROVED_CORE_REVIEW_2026_08_13,REVIEW_RECOMMENDED
CORE_CLASS_139,ex_b076570e,CORE_CLASS,HIDDEN_LOW,139,USER_APPROVED_CORE_REVIEW_2026_08_13,APPROVED_DRAFT
CORE_CLASS_140,ex_b3f447be,CORE_CLASS,DIRECT,140,USER_APPROVED_CORE_REVIEW_2026_08_13,REVIEW_TARGET_TAXONOMY
CORE_TARGET_140,ex_b3f447be,DIRECT_TARGET,TRUNK_FLEXION,140,USER_APPROVED_CORE_REVIEW_2026_08_13,REVIEW_TARGET_TAXONOMY
CORE_CLASS_141,ex_b4b198de,CORE_CLASS,HIDDEN_MODERATE,141,USER_APPROVED_CORE_REVIEW_2026_08_13,REVIEW_RECOMMENDED
CORE_CLASS_142,ex_b59bed7d,CORE_CLASS,NONE,142,USER_APPROVED_CORE_REVIEW_2026_08_13,APPROVED_DRAFT
CORE_CLASS_143,ex_b69ab702,CORE_CLASS,HIDDEN_LOW,143,USER_APPROVED_CORE_REVIEW_2026_08_13,APPROVED_DRAFT
CORE_CLASS_144,ex_b76d3f92,CORE_CLASS,HIDDEN_LOW,144,USER_APPROVED_CORE_REVIEW_2026_08_13,APPROVED_DRAFT
CORE_CLASS_145,ex_b78a8f95,CORE_CLASS,NONE,145,USER_APPROVED_CORE_REVIEW_2026_08_13,APPROVED_DRAFT
CORE_CLASS_146,ex_badminton_lesson,CORE_CLASS,HIDDEN_HIGH,146,USER_APPROVED_CORE_REVIEW_2026_08_13,REVIEW_RECOMMENDED
CORE_CLASS_147,ex_bb4b4276,CORE_CLASS,HIDDEN_MODERATE,147,USER_APPROVED_CORE_REVIEW_2026_08_13,APPROVED_DRAFT
CORE_CLASS_148,ex_bc84eb7f,CORE_CLASS,HIDDEN_MODERATE,148,USER_APPROVED_CORE_REVIEW_2026_08_13,REVIEW_RECOMMENDED
CORE_CLASS_149,ex_c1a81cb2,CORE_CLASS,HIDDEN_LOW,149,USER_APPROVED_CORE_REVIEW_2026_08_13,APPROVED_DRAFT
CORE_CLASS_150,ex_c1bf2aa8,CORE_CLASS,HIDDEN_HIGH,150,USER_APPROVED_CORE_REVIEW_2026_08_13,REVIEW_RECOMMENDED
CORE_CLASS_151,ex_c365e5e2,CORE_CLASS,HIDDEN_LOW,151,USER_APPROVED_CORE_REVIEW_2026_08_13,APPROVED_DRAFT
CORE_CLASS_152,ex_c4535de3,CORE_CLASS,HIDDEN_MODERATE,152,USER_APPROVED_CORE_REVIEW_2026_08_13,APPROVED_DRAFT
CORE_CLASS_153,ex_c4ea0a2a,CORE_CLASS,HIDDEN_MODERATE,153,USER_APPROVED_CORE_REVIEW_2026_08_13,REVIEW_RECOMMENDED
CORE_CLASS_154,ex_c5043892,CORE_CLASS,HIDDEN_HIGH,154,USER_APPROVED_CORE_REVIEW_2026_08_13,APPROVED_DRAFT
