slot,exerciseName,stableKey,credit,primary,secondary,weak,source,confidence,warnings
"ATHLETIC_OVERHEAD_PRESS_SUPPORT","하프 닐링 원암 프레스","ex_8e1b313e","FULL","ATHLETIC_OVERHEAD_PRESS_SUPPORT","TRUNK_ANTI_ROTATION_STABILITY|SCAPULAR_SHOULDER_SUPPORT","","RUNTIME_METADATA","HIGH",""
"ATHLETIC_OVERHEAD_PRESS_SUPPORT","하프 닐링 케틀벨 원암 프레스","ex_d79824d2","FULL","ATHLETIC_OVERHEAD_PRESS_SUPPORT","TRUNK_ANTI_ROTATION_STABILITY|SCAPULAR_SHOULDER_SUPPORT","","RUNTIME_METADATA","HIGH",""
"ATHLETIC_OVERHEAD_PRESS_SUPPORT","하프 닐링 케틀벨 프레스","ex_e0759156","FULL","ATHLETIC_OVERHEAD_PRESS_SUPPORT","TRUNK_ANTI_ROTATION_STABILITY|SCAPULAR_SHOULDER_SUPPORT","","RUNTIME_METADATA","HIGH",""
"ATHLETIC_OVERHEAD_PRESS_SUPPORT","하프 닐링 프레스","ex_66e8c8c2","FULL","ATHLETIC_OVERHEAD_PRESS_SUPPORT","TRUNK_ANTI_ROTATION_STABILITY|SCAPULAR_SHOULDER_SUPPORT","","RUNTIME_METADATA","HIGH",""
"ROTATIONAL_KINETIC_CHAIN","바이퍼 트위스트(아래로)","ex_8354acd","FULL","ROTATIONAL_KINETIC_CHAIN","TRUNK_ANTI_ROTATION_STABILITY|SCAPULAR_SHOULDER_SUPPORT","","RUNTIME_METADATA","HIGH",""
"ROTATIONAL_KINETIC_CHAIN","메디신볼 사이드 스로우","med_ball_side_throw","FULL","ROTATIONAL_KINETIC_CHAIN","TRUNK_ANTI_ROTATION_STABILITY|FOREARM_GRIP_ELBOW_SUPPORT","","RUNTIME_METADATA","HIGH",""
"ROTATIONAL_KINETIC_CHAIN","메디신볼 로테이셔널 스쿱 토스","med_ball_rotational_scoop_toss","FULL","ROTATIONAL_KINETIC_CHAIN","HIP_HINGE_POSTERIOR_CHAIN|TRUNK_ANTI_ROTATION_STABILITY","FOREARM_GRIP_ELBOW_SUPPORT","RUNTIME_METADATA","HIGH",""
"ROTATIONAL_KINETIC_CHAIN","메디신볼 로테이셔널 슬램","med_ball_rotational_slam","FULL","ROTATIONAL_KINETIC_CHAIN","TRUNK_ANTI_ROTATION_STABILITY|SCAPULAR_SHOULDER_SUPPORT","FOREARM_GRIP_ELBOW_SUPPORT","RUNTIME_METADATA","HIGH",""
"ROTATIONAL_KINETIC_CHAIN","케이블 우드찹","cable_woodchop","FULL","ROTATIONAL_KINETIC_CHAIN","TRUNK_ANTI_ROTATION_STABILITY","","RUNTIME_METADATA","HIGH",""
"ROTATIONAL_KINETIC_CHAIN","케이블 리프트","cable_lift","FULL","ROTATIONAL_KINETIC_CHAIN","TRUNK_ANTI_ROTATION_STABILITY","","RUNTIME_METADATA","HIGH",""
"ROTATIONAL_KINETIC_CHAIN","밴드 우드찹","band_woodchop","FULL","ROTATIONAL_KINETIC_CHAIN","TRUNK_ANTI_ROTATION_STABILITY","","RUNTIME_METADATA","HIGH",""
"ROTATIONAL_KINETIC_CHAIN","밴드 리프트","band_lift","FULL","ROTATIONAL_KINETIC_CHAIN","TRUNK_ANTI_ROTATION_STABILITY","","RUNTIME_METADATA","HIGH",""
"ROTATIONAL_KINETIC_CHAIN","랜드마인 로테이션","landmine_rotation","FULL","ROTATIONAL_KINETIC_CHAIN","TRUNK_ANTI_ROTATION_STABILITY|SCAPULAR_SHOULDER_SUPPORT","FOREARM_GRIP_ELBOW_SUPPORT","RUNTIME_METADATA","HIGH",""
"ROTATIONAL_KINETIC_CHAIN","랜드마인 레인보우","landmine_rainbow","FULL","ROTATIONAL_KINETIC_CHAIN","TRUNK_ANTI_ROTATION_STABILITY|SCAPULAR_SHOULDER_SUPPORT","FOREARM_GRIP_ELBOW_SUPPORT","RUNTIME_METADATA","HIGH",""
"ROTATIONAL_KINETIC_CHAIN","플레이트 로테이셔널 프레스아웃","plate_rotational_press_out","PARTIAL","TRUNK_ANTI_ROTATION_STABILITY","ROTATIONAL_KINETIC_CHAIN|SCAPULAR_SHOULDER_SUPPORT","","RUNTIME_METADATA","HIGH",""
"ROTATIONAL_KINETIC_CHAIN","덤벨 우드찹","dumbbell_woodchop","FULL","ROTATIONAL_KINETIC_CHAIN","TRUNK_ANTI_ROTATION_STABILITY","","RUNTIME_METADATA","HIGH",""
"ROTATIONAL_KINETIC_CHAIN","바이퍼 로테이셔널 리프트","vipr_rotational_lift","FULL","ROTATIONAL_KINETIC_CHAIN","TRUNK_ANTI_ROTATION_STABILITY|FOREARM_GRIP_ELBOW_SUPPORT","","RUNTIME_METADATA","HIGH",""
"ROTATIONAL_KINETIC_CHAIN","바이퍼 찹","vipr_chop","FULL","ROTATIONAL_KINETIC_CHAIN","TRUNK_ANTI_ROTATION_STABILITY|FOREARM_GRIP_ELBOW_SUPPORT","","RUNTIME_METADATA","HIGH",""
"ROTATIONAL_KINETIC_CHAIN","바이퍼 셔블 / 스쿱","vipr_shovel_scoop","FULL","ROTATIONAL_KINETIC_CHAIN","HIP_HINGE_POSTERIOR_CHAIN|TRUNK_ANTI_ROTATION_STABILITY","FOREARM_GRIP_ELBOW_SUPPORT","RUNTIME_METADATA","HIGH",""
"ROTATIONAL_KINETIC_CHAIN","바이퍼 스텝 앤 로테이트","vipr_step_and_rotate","FULL","ROTATIONAL_KINETIC_CHAIN","SINGLE_LEG_STRENGTH_CONTROL|TRUNK_ANTI_ROTATION_STABILITY","FOREARM_GRIP_ELBOW_SUPPORT","RUNTIME_METADATA","HIGH",""
"ROTATIONAL_KINETIC_CHAIN","바이퍼 로테이셔널 프레스아웃","vipr_rotational_press_out","FULL","ROTATIONAL_KINETIC_CHAIN","TRUNK_ANTI_ROTATION_STABILITY|FOREARM_GRIP_ELBOW_SUPPORT","","RUNTIME_METADATA","HIGH",""
"POWER_REACTIVE_LOW_VOLUME","6방향 랜덤 콕줍기","ex_bc84eb7f","PARTIAL","BADMINTON_FOOTWORK_REACTION","BADMINTON_DECEL_COD|POWER_REACTIVE_LOW_VOLUME","SINGLE_LEG_STRENGTH_CONTROL","RUNTIME_METADATA","HIGH",""
"POWER_REACTIVE_LOW_VOLUME","6코너 섀도우 풋워크","ex_33841b88","PARTIAL","BADMINTON_FOOTWORK_REACTION","BADMINTON_DECEL_COD|POWER_REACTIVE_LOW_VOLUME","SINGLE_LEG_STRENGTH_CONTROL","RUNTIME_METADATA","HIGH","CAPABILITY_TRUNCATED"
"POWER_REACTIVE_LOW_VOLUME","A스킵","ex_a12de111","FULL","POWER_REACTIVE_LOW_VOLUME","CALF_ANKLE_CAPACITY","","RUNTIME_METADATA","MODERATE",""
"POWER_REACTIVE_LOW_VOLUME","B스킵","ex_a12de4d2","FULL","POWER_REACTIVE_LOW_VOLUME","CALF_ANKLE_CAPACITY","","RUNTIME_METADATA","MODERATE",""
"POWER_REACTIVE_LOW_VOLUME","가벼운 콕줍기","ex_216351a1","PARTIAL","BADMINTON_FOOTWORK_REACTION","BADMINTON_DECEL_COD|POWER_REACTIVE_LOW_VOLUME","SINGLE_LEG_STRENGTH_CONTROL","RUNTIME_METADATA","HIGH",""
"POWER_REACTIVE_LOW_VOLUME","드롭 점프","ex_d6726746","FULL","POWER_REACTIVE_LOW_VOLUME","BADMINTON_DECEL_COD|CALF_ANKLE_CAPACITY","","RUNTIME_METADATA","HIGH",""
"POWER_REACTIVE_LOW_VOLUME","라인 홉","ex_a3ddd8ac","FULL","POWER_REACTIVE_LOW_VOLUME","CALF_ANKLE_CAPACITY","","RUNTIME_METADATA","HIGH",""
"POWER_REACTIVE_LOW_VOLUME","래터럴 바운드","ex_34e7d21","PARTIAL","BADMINTON_DECEL_COD","POWER_REACTIVE_LOW_VOLUME|SINGLE_LEG_STRENGTH_CONTROL","CALF_ANKLE_CAPACITY","RUNTIME_METADATA","HIGH",""
"POWER_REACTIVE_LOW_VOLUME","랜덤 방향전환 드릴","ex_64422511","PARTIAL","BADMINTON_DECEL_COD","BADMINTON_FOOTWORK_REACTION|POWER_REACTIVE_LOW_VOLUME","SINGLE_LEG_STRENGTH_CONTROL","RUNTIME_METADATA","HIGH","CAPABILITY_TRUNCATED"
"POWER_REACTIVE_LOW_VOLUME","랜덤 비프 풋워크","ex_c5f4c242","PARTIAL","BADMINTON_FOOTWORK_REACTION","BADMINTON_DECEL_COD|POWER_REACTIVE_LOW_VOLUME","SINGLE_LEG_STRENGTH_CONTROL","RUNTIME_METADATA","HIGH","CAPABILITY_TRUNCATED"
"POWER_REACTIVE_LOW_VOLUME","랜덤 풋워크","ex_1c7f2342","PARTIAL","BADMINTON_FOOTWORK_REACTION","BADMINTON_DECEL_COD|POWER_REACTIVE_LOW_VOLUME","SINGLE_LEG_STRENGTH_CONTROL","RUNTIME_METADATA","HIGH","CAPABILITY_TRUNCATED"
"POWER_REACTIVE_LOW_VOLUME","린단 참고 페이스 체인지 풋워크","ex_5004ca76","PARTIAL","BADMINTON_FOOTWORK_REACTION","BADMINTON_DECEL_COD|POWER_REACTIVE_LOW_VOLUME","SINGLE_LEG_STRENGTH_CONTROL","RUNTIME_METADATA","HIGH","CAPABILITY_TRUNCATED"
"POWER_REACTIVE_LOW_VOLUME","멀티셔틀 풋워크","ex_752b45ae","PARTIAL","BADMINTON_FOOTWORK_REACTION","BADMINTON_DECEL_COD|POWER_REACTIVE_LOW_VOLUME","SINGLE_LEG_STRENGTH_CONTROL","RUNTIME_METADATA","HIGH","CAPABILITY_TRUNCATED"
"POWER_REACTIVE_LOW_VOLUME","박스 점프","ex_d9e141e4","FULL","POWER_REACTIVE_LOW_VOLUME","BADMINTON_DECEL_COD|CALF_ANKLE_CAPACITY","","RUNTIME_METADATA","HIGH",""
"POWER_REACTIVE_LOW_VOLUME","사이드 스텝 후 정지","ex_9b132c23","PARTIAL","BADMINTON_DECEL_COD","POWER_REACTIVE_LOW_VOLUME|SINGLE_LEG_STRENGTH_CONTROL","CALF_ANKLE_CAPACITY","RUNTIME_METADATA","HIGH",""
"POWER_REACTIVE_LOW_VOLUME","셔틀런","ex_a4040be3","PARTIAL","BADMINTON_FOOTWORK_REACTION","BADMINTON_DECEL_COD|POWER_REACTIVE_LOW_VOLUME","CALF_ANKLE_CAPACITY","RUNTIME_METADATA","HIGH",""
"POWER_REACTIVE_LOW_VOLUME","스킵 바운드","ex_c4ea0a2a","FULL","POWER_REACTIVE_LOW_VOLUME","CALF_ANKLE_CAPACITY","","RUNTIME_METADATA","MODERATE",""
"POWER_REACTIVE_LOW_VOLUME","스트라이드","ex_c5c2fdef","FULL","POWER_REACTIVE_LOW_VOLUME","CALF_ANKLE_CAPACITY","","RUNTIME_METADATA","MODERATE",""
"POWER_REACTIVE_LOW_VOLUME","스플릿 스텝","ex_c6d9efef","PARTIAL","BADMINTON_FOOTWORK_REACTION","BADMINTON_DECEL_COD|POWER_REACTIVE_LOW_VOLUME","SINGLE_LEG_STRENGTH_CONTROL","RUNTIME_METADATA","HIGH","CAPABILITY_TRUNCATED"
"POWER_REACTIVE_LOW_VOLUME","스플릿 스텝 리액션","ex_8e69fc74","PARTIAL","BADMINTON_FOOTWORK_REACTION","BADMINTON_DECEL_COD|POWER_REACTIVE_LOW_VOLUME","SINGLE_LEG_STRENGTH_CONTROL","RUNTIME_METADATA","HIGH","CAPABILITY_TRUNCATED"
"POWER_REACTIVE_LOW_VOLUME","싱글 레그 홉 앤 스틱","ex_314df428","FULL","POWER_REACTIVE_LOW_VOLUME","SINGLE_LEG_STRENGTH_CONTROL|BADMINTON_DECEL_COD","CALF_ANKLE_CAPACITY","RUNTIME_METADATA","HIGH",""
"POWER_REACTIVE_LOW_VOLUME","안세영 참고 고강도 랠리 풋워크","ex_c1bf2aa8","PARTIAL","BADMINTON_FOOTWORK_REACTION","BADMINTON_DECEL_COD|POWER_REACTIVE_LOW_VOLUME","SINGLE_LEG_STRENGTH_CONTROL","RUNTIME_METADATA","HIGH","CAPABILITY_TRUNCATED"
"POWER_REACTIVE_LOW_VOLUME","앙클링","ex_a412dd45","FULL","POWER_REACTIVE_LOW_VOLUME","CALF_ANKLE_CAPACITY","","RUNTIME_METADATA","MODERATE",""
"POWER_REACTIVE_LOW_VOLUME","앞뒤 랜덤 콕줍기","ex_4255e429","PARTIAL","BADMINTON_FOOTWORK_REACTION","BADMINTON_DECEL_COD|POWER_REACTIVE_LOW_VOLUME","SINGLE_LEG_STRENGTH_CONTROL","RUNTIME_METADATA","HIGH",""
"POWER_REACTIVE_LOW_VOLUME","애질리티 래더","ex_2055b629","PARTIAL","BADMINTON_FOOTWORK_REACTION","BADMINTON_DECEL_COD|POWER_REACTIVE_LOW_VOLUME","CALF_ANKLE_CAPACITY","RUNTIME_METADATA","HIGH",""
"POWER_REACTIVE_LOW_VOLUME","월 드라이브","ex_f332aeab","FULL","POWER_REACTIVE_LOW_VOLUME","CALF_ANKLE_CAPACITY","","RUNTIME_METADATA","MODERATE",""
"POWER_REACTIVE_LOW_VOLUME","점프 런지","ex_df966b45","FULL","POWER_REACTIVE_LOW_VOLUME","SINGLE_LEG_STRENGTH_CONTROL|BADMINTON_DECEL_COD","","RUNTIME_METADATA","HIGH",""
"POWER_REACTIVE_LOW_VOLUME","좌우 랜덤 콕줍기","ex_421ba24b","PARTIAL","BADMINTON_FOOTWORK_REACTION","BADMINTON_DECEL_COD|POWER_REACTIVE_LOW_VOLUME","SINGLE_LEG_STRENGTH_CONTROL","RUNTIME_METADATA","HIGH",""
"POWER_REACTIVE_LOW_VOLUME","콘 드릴","ex_a4350c0f","PARTIAL","BADMINTON_FOOTWORK_REACTION","BADMINTON_DECEL_COD|POWER_REACTIVE_LOW_VOLUME","CALF_ANKLE_CAPACITY","RUNTIME_METADATA","HIGH",""
"POWER_REACTIVE_LOW_VOLUME","포고 점프","ex_e465d1e9","FULL","POWER_REACTIVE_LOW_VOLUME","CALF_ANKLE_CAPACITY","","RUNTIME_METADATA","HIGH",""
"POWER_REACTIVE_LOW_VOLUME","하이니 스킵","ex_c821775c","FULL","POWER_REACTIVE_LOW_VOLUME","CALF_ANKLE_CAPACITY","","RUNTIME_METADATA","MODERATE",""
"POWER_REACTIVE_LOW_VOLUME","줄넘기","ex_9bd6dddb","FULL","POWER_REACTIVE_LOW_VOLUME","CALF_ANKLE_CAPACITY","","RUNTIME_METADATA","HIGH",""
"POWER_REACTIVE_LOW_VOLUME","메디신볼 오버헤드 슬램","med_ball_overhead_slam","FULL","POWER_REACTIVE_LOW_VOLUME","TRUNK_ANTI_ROTATION_STABILITY|SCAPULAR_SHOULDER_SUPPORT","","RUNTIME_METADATA","HIGH",""
"POWER_REACTIVE_LOW_VOLUME","메디신볼 체스트 패스","med_ball_chest_pass","FULL","POWER_REACTIVE_LOW_VOLUME","TRUNK_ANTI_ROTATION_STABILITY","","RUNTIME_METADATA","HIGH",""
"TRUNK_ANTI_ROTATION_STABILITY","B-스탠스 RDL","ex_201f6426","WEAK","HIP_HINGE_POSTERIOR_CHAIN","SINGLE_LEG_STRENGTH_CONTROL|ACCESSORY_ROTATION","TRUNK_ANTI_ROTATION_STABILITY","RUNTIME_METADATA","HIGH",""
"TRUNK_ANTI_ROTATION_STABILITY","V업","ex_644e0f9d","PARTIAL","ACCESSORY_ROTATION","TRUNK_ANTI_ROTATION_STABILITY","","RUNTIME_METADATA","HIGH",""
"TRUNK_ANTI_ROTATION_STABILITY","글루트 브릿지","ex_389920ab","PARTIAL","HIP_HINGE_POSTERIOR_CHAIN","ACCESSORY_ROTATION|TRUNK_ANTI_ROTATION_STABILITY","","RUNTIME_METADATA","HIGH",""
"TRUNK_ANTI_ROTATION_STABILITY","네거티브 풀업","ex_e4f911bb","PARTIAL","UPPER_PULL_ANCHOR","TRUNK_ANTI_ROTATION_STABILITY|SCAPULAR_SHOULDER_SUPPORT","FOREARM_GRIP_ELBOW_SUPPORT","RUNTIME_METADATA","HIGH",""
"TRUNK_ANTI_ROTATION_STABILITY","다이아몬드 푸시업","ex_debf6a8b","PARTIAL","UPPER_PUSH_SUPPORT","ACCESSORY_ROTATION|TRUNK_ANTI_ROTATION_STABILITY","SCAPULAR_SHOULDER_SUPPORT","RUNTIME_METADATA","HIGH",""
"TRUNK_ANTI_ROTATION_STABILITY","덤벨 루마니안 데드리프트","ex_9523db82","PARTIAL","HIP_HINGE_POSTERIOR_CHAIN","ACCESSORY_ROTATION|TRUNK_ANTI_ROTATION_STABILITY","FOREARM_GRIP_ELBOW_SUPPORT","RUNTIME_METADATA","HIGH",""
"TRUNK_ANTI_ROTATION_STABILITY","덤벨 풀오버","ex_708e64ce","PARTIAL","ACCESSORY_ROTATION","TRUNK_ANTI_ROTATION_STABILITY","","RUNTIME_METADATA","HIGH",""
"TRUNK_ANTI_ROTATION_STABILITY","데드리프트","barbell_deadlift","PARTIAL","HIP_HINGE_POSTERIOR_CHAIN","TRUNK_ANTI_ROTATION_STABILITY|FOREARM_GRIP_ELBOW_SUPPORT","","RUNTIME_METADATA","HIGH",""
"TRUNK_ANTI_ROTATION_STABILITY","디클라인 푸시업","ex_fb67af37","PARTIAL","UPPER_PUSH_SUPPORT","ACCESSORY_ROTATION|TRUNK_ANTI_ROTATION_STABILITY","SCAPULAR_SHOULDER_SUPPORT","RUNTIME_METADATA","HIGH",""
"TRUNK_ANTI_ROTATION_STABILITY","랫풀다운","ex_dc9e5953","PARTIAL","UPPER_PULL_ANCHOR","TRUNK_ANTI_ROTATION_STABILITY|SCAPULAR_SHOULDER_SUPPORT","FOREARM_GRIP_ELBOW_SUPPORT","RUNTIME_METADATA","HIGH",""
"TRUNK_ANTI_ROTATION_STABILITY","루마니안 데드리프트","ex_d2bb7946","PARTIAL","HIP_HINGE_POSTERIOR_CHAIN","TRUNK_ANTI_ROTATION_STABILITY|FOREARM_GRIP_ELBOW_SUPPORT","","RUNTIME_METADATA","HIGH",""
"TRUNK_ANTI_ROTATION_STABILITY","버드독","ex_28347c1f","FULL","TRUNK_ANTI_ROTATION_STABILITY","ACCESSORY_ROTATION|SINGLE_LEG_STRENGTH_CONTROL","","RUNTIME_METADATA","HIGH",""
"TRUNK_ANTI_ROTATION_STABILITY","스미스 머신 스쿼트","ex_fa3416f6","PARTIAL","LOWER_SQUAT_PATTERN","TRUNK_ANTI_ROTATION_STABILITY","","RUNTIME_METADATA","HIGH",""
"TRUNK_ANTI_ROTATION_STABILITY","스캡 풀업","ex_e1894690","PARTIAL","UPPER_PULL_ANCHOR","SCAPULAR_SHOULDER_SUPPORT|TRUNK_ANTI_ROTATION_STABILITY","FOREARM_GRIP_ELBOW_SUPPORT","RUNTIME_METADATA","HIGH",""
"TRUNK_ANTI_ROTATION_STABILITY","스쿼트","barbell_back_squat","PARTIAL","LOWER_SQUAT_PATTERN","TRUNK_ANTI_ROTATION_STABILITY","","RUNTIME_METADATA","HIGH",""
"TRUNK_ANTI_ROTATION_STABILITY","싱글 레그 글루트 브릿지","ex_5715d6ca","WEAK","HIP_HINGE_POSTERIOR_CHAIN","SINGLE_LEG_STRENGTH_CONTROL|ACCESSORY_ROTATION","TRUNK_ANTI_ROTATION_STABILITY","RUNTIME_METADATA","HIGH",""
"TRUNK_ANTI_ROTATION_STABILITY","싱글 레그 힙 쓰러스트","ex_d634055c","WEAK","HIP_HINGE_POSTERIOR_CHAIN","SINGLE_LEG_STRENGTH_CONTROL|ACCESSORY_ROTATION","TRUNK_ANTI_ROTATION_STABILITY","RUNTIME_METADATA","HIGH",""
"TRUNK_ANTI_ROTATION_STABILITY","아처 푸시업","ex_73b0b63f","PARTIAL","UPPER_PUSH_SUPPORT","ACCESSORY_ROTATION|TRUNK_ANTI_ROTATION_STABILITY","SCAPULAR_SHOULDER_SUPPORT","RUNTIME_METADATA","HIGH",""
"TRUNK_ANTI_ROTATION_STABILITY","원암 덤벨 RDL","ex_e0b1e364","WEAK","HIP_HINGE_POSTERIOR_CHAIN","SINGLE_LEG_STRENGTH_CONTROL|ACCESSORY_ROTATION","TRUNK_ANTI_ROTATION_STABILITY","RUNTIME_METADATA","HIGH",""
"TRUNK_ANTI_ROTATION_STABILITY","원암 덤벨 벤치프레스","ex_389e0556","PARTIAL","UPPER_PUSH_SUPPORT","TRUNK_ANTI_ROTATION_STABILITY","","RUNTIME_METADATA","HIGH",""
"TRUNK_ANTI_ROTATION_STABILITY","원암 랫풀다운","ex_32eb8457","PARTIAL","UPPER_PULL_ANCHOR","TRUNK_ANTI_ROTATION_STABILITY|SCAPULAR_SHOULDER_SUPPORT","FOREARM_GRIP_ELBOW_SUPPORT","RUNTIME_METADATA","HIGH",""
"TRUNK_ANTI_ROTATION_STABILITY","원암 인클라인 덤벨 프레스","ex_9f283612","PARTIAL","UPPER_PUSH_SUPPORT","TRUNK_ANTI_ROTATION_STABILITY","","RUNTIME_METADATA","HIGH",""
"TRUNK_ANTI_ROTATION_STABILITY","중량 친업","ex_e41e8dcf","PARTIAL","UPPER_PULL_ANCHOR","TRUNK_ANTI_ROTATION_STABILITY|SCAPULAR_SHOULDER_SUPPORT","FOREARM_GRIP_ELBOW_SUPPORT","RUNTIME_METADATA","HIGH",""
"TRUNK_ANTI_ROTATION_STABILITY","중량 풀업","ex_e41f4c2b","PARTIAL","UPPER_PULL_ANCHOR","TRUNK_ANTI_ROTATION_STABILITY|SCAPULAR_SHOULDER_SUPPORT","FOREARM_GRIP_ELBOW_SUPPORT","RUNTIME_METADATA","HIGH",""
"TRUNK_ANTI_ROTATION_STABILITY","친업","ex_6466fe77","PARTIAL","UPPER_PULL_ANCHOR","TRUNK_ANTI_ROTATION_STABILITY|SCAPULAR_SHOULDER_SUPPORT","FOREARM_GRIP_ELBOW_SUPPORT","RUNTIME_METADATA","HIGH",""
"TRUNK_ANTI_ROTATION_STABILITY","캡틴체어 레그 레이즈","ex_a345e30b","PARTIAL","ACCESSORY_ROTATION","TRUNK_ANTI_ROTATION_STABILITY","","RUNTIME_METADATA","HIGH",""
"TRUNK_ANTI_ROTATION_STABILITY","케이블 풀스루","ex_4c76dbb2","PARTIAL","HIP_HINGE_POSTERIOR_CHAIN","ACCESSORY_ROTATION|TRUNK_ANTI_ROTATION_STABILITY","","RUNTIME_METADATA","HIGH",""
"TRUNK_ANTI_ROTATION_STABILITY","킥스탠스 RDL","ex_885b629","WEAK","HIP_HINGE_POSTERIOR_CHAIN","SINGLE_LEG_STRENGTH_CONTROL|ACCESSORY_ROTATION","TRUNK_ANTI_ROTATION_STABILITY","RUNTIME_METADATA","HIGH",""
"TRUNK_ANTI_ROTATION_STABILITY","푸시업","ex_28902b13","PARTIAL","UPPER_PUSH_SUPPORT","ACCESSORY_ROTATION|TRUNK_ANTI_ROTATION_STABILITY","SCAPULAR_SHOULDER_SUPPORT","RUNTIME_METADATA","HIGH",""
"TRUNK_ANTI_ROTATION_STABILITY","풀업","pull_up","PARTIAL","UPPER_PULL_ANCHOR","TRUNK_ANTI_ROTATION_STABILITY|SCAPULAR_SHOULDER_SUPPORT","FOREARM_GRIP_ELBOW_SUPPORT","RUNTIME_METADATA","HIGH",""
"TRUNK_ANTI_ROTATION_STABILITY","프론트 스쿼트","ex_c5043892","PARTIAL","LOWER_SQUAT_PATTERN","TRUNK_ANTI_ROTATION_STABILITY","","RUNTIME_METADATA","HIGH",""
"TRUNK_ANTI_ROTATION_STABILITY","할로우 바디 홀드","ex_2a826c82","FULL","TRUNK_ANTI_ROTATION_STABILITY","ACCESSORY_ROTATION|SINGLE_LEG_STRENGTH_CONTROL","","RUNTIME_METADATA","HIGH",""
"TRUNK_ANTI_ROTATION_STABILITY","행잉 레그 레이즈","ex_b3f447be","PARTIAL","ACCESSORY_ROTATION","TRUNK_ANTI_ROTATION_STABILITY","","RUNTIME_METADATA","HIGH",""
"TRUNK_ANTI_ROTATION_STABILITY","힙 쓰러스트","ex_721f7b5b","PARTIAL","HIP_HINGE_POSTERIOR_CHAIN","ACCESSORY_ROTATION|TRUNK_ANTI_ROTATION_STABILITY","","RUNTIME_METADATA","HIGH",""
"TRUNK_ANTI_ROTATION_STABILITY","데드버그","ex_d5bdffe1","FULL","TRUNK_ANTI_ROTATION_STABILITY","ACCESSORY_ROTATION|SINGLE_LEG_STRENGTH_CONTROL","","RUNTIME_METADATA","HIGH",""
"TRUNK_ANTI_ROTATION_STABILITY","메디신볼 슬램","ex_26ac0c19","FULL","TRUNK_ANTI_ROTATION_STABILITY","SCAPULAR_SHOULDER_SUPPORT","","RUNTIME_METADATA","MODERATE",""
"TRUNK_ANTI_ROTATION_STABILITY","바이퍼 트위스트(아래로)","ex_8354acd","PARTIAL","ROTATIONAL_KINETIC_CHAIN","TRUNK_ANTI_ROTATION_STABILITY|SCAPULAR_SHOULDER_SUPPORT","","RUNTIME_METADATA","HIGH",""
