exerciseStableKey,relationType,relationId,role,qualifier,coefficient,confidence,sourceStatus,version,status
band_lift,PROGRAM_ROLE,TRANSFER,,ELIGIBLE,0,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,
band_lift,PROGRAM_ROLE,SUPPORT,,ELIGIBLE,0,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,
band_lift,PROGRAM_ROLE,CORE,,ELIGIBLE,0,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,
band_lift,PROGRAM_ROLE,PREHAB,,INELIGIBLE,0,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,
band_lift,PROGRAM_ROLE,ACCESSORY,,ELIGIBLE,0,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,
band_lift,VARIANT_GROUP,BAND_ROTATIONAL_CHAIN,,,0,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,
band_lift,PROGRESSION_GROUP,ROTATION_POWER,,,0,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,
band_lift,MUSCLE,ANTERIOR_CORE,PRIMARY,,1,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,
band_lift,MUSCLE,FOREARM_GRIP,PRIMARY,,1,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,
band_lift,MUSCLE,GLUTES,PRIMARY,,1,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,
band_lift,MUSCLE,LATERAL_CORE,PRIMARY,,1,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,
band_lift,MUSCLE,SHOULDERS,PRIMARY,,1,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,
band_lift,BADMINTON_TRANSFER,LOW_FATIGUE_CONTROL,,SUPPORTIVE,1,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,
band_lift,BADMINTON_TRANSFER,RACKET_SUPPORT,,SUPPORTIVE,1,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,
band_lift,BADMINTON_TRANSFER,ROTATION_CONTROL,,SUPPORTIVE,1,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,
band_lift,BADMINTON_TRANSFER,UNILATERAL_STABILITY,,SUPPORTIVE,1,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,
band_lift,BADMINTON_FATIGUE_COST,MEDIUM,,,0,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,
band_lift,PHYSICAL_QUALITY,CORE_BRACING,,,1,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,
band_lift,PHYSICAL_QUALITY,ROTATIONAL_CONTROL,,,1,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,
band_lift,MOVEMENT_PATTERN,ROTATIONAL_KINETIC_CHAIN,,,0,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,
band_lift,BODY_REGION,WHOLE_BODY,,,0,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,
band_lift,MODALITY,EXERCISE,,,0,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,
band_woodchop,CAPABILITY,OFI,,,0,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,ENABLED
band_woodchop,CAPABILITY,PROGRAM_GENERATION,,,0,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,ENABLED
band_woodchop,CAPABILITY,MUSCLE_LOAD,,,0,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,ENABLED
band_woodchop,CAPABILITY,BADMINTON_TRANSFER,,,0,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,ENABLED
band_woodchop,CAPABILITY,CONNECTIVE_TISSUE,,,0,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,ENABLED
band_woodchop,OFI_DOSE,QUALITY_BASED,,THREE_CONFIRMED_SETS_20KG_8REPS_600SECONDS_RPE8,0,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,
band_woodchop,OFI_AXIS,HIGH_FORCE_NEURAL,,MEDIUM,17.1875,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,
band_woodchop,OFI_AXIS,SYSTEMIC_MUSCULAR,,MEDIUM,15.625,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,
band_woodchop,OFI_AXIS,LOCAL_MUSCULAR,,MEDIUM,37.8125,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,
band_woodchop,OFI_AXIS,HIGH_SPEED,,MEDIUM,17.1875,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,
band_woodchop,OFI_AXIS,REACTIVE,,MEDIUM,15.625,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,
band_woodchop,OFI_GROUP,ROTATION_POWER,,WORKLOAD_BASELINE,0,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,
band_woodchop,OFI_GROUP,BAND_ROTATIONAL_CHAIN,,LOCAL_REPEAT_DETECTION,0,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,
band_woodchop,OFI_GROUP,ROTATION_POWER,,STRENGTH_COMPARISON,0,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,
band_woodchop,OFI_SCORE,HIGH_FORCE_NEURAL,,,21,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,
band_woodchop,OFI_SCORE,SYSTEMIC_MUSCULAR,,,20,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,
band_woodchop,OFI_SCORE,LOCAL_MUSCULAR,,,47,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,
band_woodchop,OFI_SCORE,HIGH_SPEED,,,21,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,
band_woodchop,OFI_SCORE,REACTIVE,,,20,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,
band_woodchop,OFI_SNAPSHOT,SUMMARY,LOW,LOW,28,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,
band_woodchop,PROGRAM_SLOT,ROTATIONAL_KINETIC_CHAIN,PRIMARY,,1,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,
band_woodchop,PROGRAM_SLOT,TRUNK_ANTI_ROTATION_STABILITY,SECONDARY,,0.65,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,
band_woodchop,PROGRAM_SLOT,HIP_HINGE_POSTERIOR_CHAIN,SECONDARY,,0.65,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,
band_woodchop,PROGRAM_SLOT,FOREARM_GRIP_ELBOW_SUPPORT,LIMITED,,0.35,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,
band_woodchop,PROGRAM_ROLE,ANCHOR,,INELIGIBLE,0,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,
band_woodchop,PROGRAM_ROLE,TRANSFER,,ELIGIBLE,0,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,
band_woodchop,PROGRAM_ROLE,SUPPORT,,ELIGIBLE,0,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,
band_woodchop,PROGRAM_ROLE,CORE,,ELIGIBLE,0,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,
band_woodchop,PROGRAM_ROLE,PREHAB,,INELIGIBLE,0,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,
band_woodchop,PROGRAM_ROLE,ACCESSORY,,ELIGIBLE,0,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,
band_woodchop,VARIANT_GROUP,BAND_ROTATIONAL_CHAIN,,,0,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,
band_woodchop,PROGRESSION_GROUP,ROTATION_POWER,,,0,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,
band_woodchop,MUSCLE,ANTERIOR_CORE,PRIMARY,,1,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,
band_woodchop,MUSCLE,FOREARM_GRIP,PRIMARY,,1,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,
band_woodchop,MUSCLE,GLUTES,PRIMARY,,1,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,
band_woodchop,MUSCLE,LATERAL_CORE,PRIMARY,,1,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,
band_woodchop,MUSCLE,SHOULDERS,PRIMARY,,1,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,
band_woodchop,BADMINTON_TRANSFER,LOW_FATIGUE_CONTROL,,SUPPORTIVE,1,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,
band_woodchop,BADMINTON_TRANSFER,RACKET_SUPPORT,,SUPPORTIVE,1,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,
band_woodchop,BADMINTON_TRANSFER,ROTATION_CONTROL,,SUPPORTIVE,1,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,
band_woodchop,BADMINTON_TRANSFER,UNILATERAL_STABILITY,,SUPPORTIVE,1,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,
band_woodchop,BADMINTON_FATIGUE_COST,MEDIUM,,,0,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,
band_woodchop,PHYSICAL_QUALITY,CORE_BRACING,,,1,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,
band_woodchop,PHYSICAL_QUALITY,ROTATIONAL_CONTROL,,,1,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,
band_woodchop,MOVEMENT_PATTERN,ROTATIONAL_KINETIC_CHAIN,,,0,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,
band_woodchop,BODY_REGION,WHOLE_BODY,,,0,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,
band_woodchop,MODALITY,EXERCISE,,,0,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,
barbell_back_squat,CAPABILITY,OFI,,,0,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,ENABLED
barbell_back_squat,CAPABILITY,PROGRAM_GENERATION,,,0,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,ENABLED
barbell_back_squat,CAPABILITY,MUSCLE_LOAD,,,0,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,ENABLED
barbell_back_squat,CAPABILITY,BADMINTON_TRANSFER,,,0,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,ENABLED
barbell_back_squat,CAPABILITY,CONNECTIVE_TISSUE,,,0,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,ENABLED
barbell_back_squat,OFI_DOSE,ESTIMATED_1RM,,THREE_CONFIRMED_SETS_20KG_8REPS_600SECONDS_RPE8,0,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,
barbell_back_squat,OFI_AXIS,HIGH_FORCE_NEURAL,,VERY_LONG,79.0625,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,
barbell_back_squat,OFI_AXIS,SYSTEMIC_MUSCULAR,,VERY_LONG,61.09375,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,
barbell_back_squat,OFI_AXIS,LOCAL_MUSCULAR,,VERY_LONG,58.4375,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,
barbell_back_squat,OFI_AXIS,HIGH_SPEED,,VERY_LONG,17.1875,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,
barbell_back_squat,OFI_AXIS,REACTIVE,,VERY_LONG,15.625,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,
barbell_back_squat,OFI_GROUP,SQUAT_PATTERN_HEAVY_LOWER,,WORKLOAD_BASELINE,0,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,
barbell_back_squat,OFI_GROUP,SQUAT_PATTERN_HEAVY_LOWER,,LOCAL_REPEAT_DETECTION,0,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,
barbell_back_squat,OFI_GROUP,SQUAT_PATTERN_HEAVY_LOWER,,STRENGTH_COMPARISON,0,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,
barbell_back_squat,OFI_SCORE,HIGH_FORCE_NEURAL,,,99,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,
barbell_back_squat,OFI_SCORE,SYSTEMIC_MUSCULAR,,,76,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,
barbell_back_squat,OFI_SCORE,LOCAL_MUSCULAR,,,73,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,
barbell_back_squat,OFI_SCORE,HIGH_SPEED,,,21,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,
barbell_back_squat,OFI_SCORE,REACTIVE,,,20,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,
barbell_back_squat,OFI_SNAPSHOT,SUMMARY,NORMAL,LOW,73,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,
barbell_back_squat,OFI_CAUTION,RECOVERY_DEBT_HIGH,,,0,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,
barbell_back_squat,PROGRAM_SLOT,LOWER_SQUAT_PATTERN,PRIMARY,,1,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,
barbell_back_squat,PROGRAM_SLOT,TRUNK_ANTI_ROTATION_STABILITY,SECONDARY,,0.65,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,
barbell_back_squat,PROGRAM_SLOT,HIP_HINGE_POSTERIOR_CHAIN,SECONDARY,,0.65,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,
barbell_back_squat,PROGRAM_SLOT,ACCESSORY_ROTATION,LIMITED,,0.35,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,
barbell_back_squat,PROGRAM_ROLE,ANCHOR,,ELIGIBLE,0,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,
barbell_back_squat,PROGRAM_ROLE,TRANSFER,,INELIGIBLE,0,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,
barbell_back_squat,PROGRAM_ROLE,SUPPORT,,ELIGIBLE,0,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,
barbell_back_squat,PROGRAM_ROLE,CORE,,ELIGIBLE,0,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,
barbell_back_squat,PROGRAM_ROLE,PREHAB,,INELIGIBLE,0,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,
barbell_back_squat,PROGRAM_ROLE,ACCESSORY,,ELIGIBLE,0,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,
barbell_back_squat,VARIANT_GROUP,SQUAT_PATTERN_HEAVY_LOWER,,,0,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,
barbell_back_squat,PROGRESSION_GROUP,SQUAT_PATTERN_HEAVY_LOWER,,,0,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,
barbell_back_squat,MUSCLE,ANTERIOR_CORE,PRIMARY,,1,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,
barbell_back_squat,MUSCLE,GLUTES,PRIMARY,,1,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,
barbell_back_squat,MUSCLE,HAMSTRINGS,PRIMARY,,1,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,
barbell_back_squat,MUSCLE,QUADS,PRIMARY,,1,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,
barbell_back_squat,BADMINTON_TRANSFER,UNILATERAL_STABILITY,,GENERAL,1,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,
barbell_back_squat,BADMINTON_FATIGUE_COST,VERY_HIGH,,,0,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,
barbell_back_squat,PHYSICAL_QUALITY,HIP_KNEE_EXTENSION_STRENGTH,,,1,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,
barbell_back_squat,PHYSICAL_QUALITY,LOWER_BODY_FORCE,,,1,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,
barbell_back_squat,MOVEMENT_PATTERN,SQUAT_VARIANTS,,,0,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,
barbell_back_squat,BODY_REGION,LOWER,,,0,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,
barbell_back_squat,MODALITY,EXERCISE,,,0,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,
barbell_bench_press,CAPABILITY,OFI,,,0,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,ENABLED
barbell_bench_press,CAPABILITY,PROGRAM_GENERATION,,,0,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,ENABLED
barbell_bench_press,CAPABILITY,MUSCLE_LOAD,,,0,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,ENABLED
barbell_bench_press,CAPABILITY,BADMINTON_TRANSFER,,,0,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,DISABLED
barbell_bench_press,CAPABILITY,CONNECTIVE_TISSUE,,,0,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,ENABLED
barbell_bench_press,OFI_DOSE,ESTIMATED_1RM,,THREE_CONFIRMED_SETS_20KG_8REPS_600SECONDS_RPE8,0,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,
barbell_bench_press,OFI_AXIS,HIGH_FORCE_NEURAL,,MEDIUM,79.0625,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,
barbell_bench_press,OFI_AXIS,SYSTEMIC_MUSCULAR,,MEDIUM,34.375,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,
barbell_bench_press,OFI_AXIS,LOCAL_MUSCULAR,,MEDIUM,58.4375,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,
barbell_bench_press,OFI_AXIS,HIGH_SPEED,,MEDIUM,17.1875,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,
barbell_bench_press,OFI_AXIS,REACTIVE,,MEDIUM,15.625,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,
barbell_bench_press,OFI_GROUP,HORIZONTAL_PUSH_COMPOUND,,WORKLOAD_BASELINE,0,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,
barbell_bench_press,OFI_GROUP,HORIZONTAL_PUSH_COMPOUND,,LOCAL_REPEAT_DETECTION,0,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,
barbell_bench_press,OFI_GROUP,HORIZONTAL_PUSH_COMPOUND,,STRENGTH_COMPARISON,0,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,
barbell_bench_press,OFI_SCORE,HIGH_FORCE_NEURAL,,,99,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,
barbell_bench_press,OFI_SCORE,SYSTEMIC_MUSCULAR,,,43,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,
barbell_bench_press,OFI_SCORE,LOCAL_MUSCULAR,,,73,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,
